id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;ceu_aberto;5;2200,0;5;969,3800000000001;26;22;2;1;0;190
2;nublado;5;2450,0;5;877,7;9;7;2;1;0;190
3;ceu_aberto;5;2100,0;5;703,31;21;22;1;1;0;190
4;parcialmente_nublado;5;2000,0;5;750,35;27;25;1;1;0;190
5;nublado;5;2300,0;5;995,62;9;7;5;1;0;190
6;nublado;5;2050,0;5;691,16;8;1;1;1;0;190
7;parcialmente_nublado;5;1600,0;5;606,8499999999999;7;1;1;1;0;190
8;ceu_aberto;5;2250,0;5;744,3399999999999;25;16;1;1;0;190
9;parcialmente_nublado;5;1400,0;5;613,8199999999999;8;7;1;1;0;190
10;nublado;5;2500,0;5;831,0899999999999;9;7;1;1;0;190
11;parcialmente_nublado;5;2050,0;5;699,94;25;17;1;1;0;190
12;parcialmente_nublado;5;1950,0;5;730,77;8;7;1;1;0;190
13;ceu_aberto;5;1300,0;5;609,93;7;2;1;1;0;190
14;nublado;5;2800,0;5;793,99;12;8;2;1;0;190
15;ceu_aberto;5;2600,0;5;771,22;28;26;1;1;0;190
16;parcialmente_nublado;5;1800,0;5;678,4;18;8;1;1;0;190
17;nublado;5;1950,0;5;854,0;8;7;2;1;0;190
18;parcialmente_nublado;5;750,0;5;534,3800000000001;1;1;1;1;0;190
19;nublado;5;900,0;5;968,79;1;1;2;1;0;190
20;nublado;5;1300,0;5;569,31;5;1;1;1;0;190
21;nublado;5;1300,0;5;750,64;5;1;1;1;0;190
22;ceu_aberto;5;1150,0;5;785,4300000000001;8;7;1;1;0;190
23;parcialmente_nublado;5;1350,0;5;763,66;2;1;1;1;0;190
24;ceu_aberto;5;1850,0;5;922,55;12;8;1;1;0;190
25;ceu_aberto;5;2600,0;5;693,64;32;28;1;1;0;190
26;nublado;5;2550,0;5;797,02;15;8;1;1;0;190
27;parcialmente_nublado;5;1550,0;5;921,9499999999999;8;7;2;1;0;190
28;parcialmente_nublado;5;1700,0;5;639,5899999999999;8;8;1;1;0;190
29;ceu_aberto;5;1350,0;5;819,3;8;8;2;1;0;190
30;ceu_aberto;5;2550,0;5;506,78;25;24;1;1;0;190
31;parcialmente_nublado;5;1950,0;5;704,5999999999999;8;9;1;1;0;190
32;parcialmente_nublado;5;2150,0;5;748,4399999999999;21;21;1;1;0;190
33;ceu_aberto;5;2650,0;5;627,5;32;32;1;1;0;190
34;ceu_aberto;5;1800,0;5;715,99;20;12;1;1;0;190
35;parcialmente_nublado;5;1300,0;5;929,6099999999999;7;1;5;1;0;190
36;nublado;5;2500,0;5;821,8199999999999;23;23;1;1;0;190
37;ceu_aberto;5;2050,0;5;871,95;8;8;1;1;0;190
38;parcialmente_nublado;5;3200,0;5;783,01;31;27;2;1;0;190
39;parcialmente_nublado;5;1900,0;5;883,48;22;8;2;1;0;190
40;ceu_aberto;5;2050,0;5;805,8199999999999;26;25;2;1;0;190
41;nublado;5;3200,0;5;930,21;22;8;2;1;0;190
42;nublado;5;2100,0;5;801,18;8;7;1;1;0;190
43;nublado;5;850,0;5;939,25;1;1;6;1;0;190
44;parcialmente_nublado;5;1650,0;5;774,87;7;7;1;1;0;190
45;parcialmente_nublado;5;1400,0;5;767,1;8;7;1;1;0;190
46;parcialmente_nublado;5;2000,0;5;831,8;2;7;1;1;0;190
47;ceu_aberto;5;1600,0;5;804,09;12;8;1;1;0;190
48;parcialmente_nublado;5;2300,0;5;950,93;20;7;2;1;0;190
49;ceu_aberto;5;2150,0;5;578,22;31;26;1;1;0;190
50;nublado;5;1600,0;5;611,69;7;1;1;1;0;190
