id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0105;0,0809;0,2723;0,3693;0,5653;0,7035;0,6194;0,6258;0,4176;0,4175;0,3475;0,1698;0,0573;0,0037;0,0;0,0001;0,002;0,0017;0,0022
2;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0114;0,0989;0,1982;0,355;0,5138;0,8083;0,7617;0,5918;0,6276;0,3928;0,3057;0,179;0,0499;0,0035;0,0;0,0002;0,0019;0,0016;0,0019
3;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0117;0,0852;0,2644;0,3849;0,5192;0,8035;0,6067;0,4884;0,4952;0,5004;0,3549;0,1781;0,0607;0,003;0,0;0,0003;0,0019;0,0017;0,0018
4;parcialmente_nublado;0,0009;0,0009;0,0009;0,0011;0,0009;0,0045;0,0585;0,1927;0,4017;0,6315;0,589;0,8249;0,8782;0,7663;0,4685;0,3427;0,2139;0,0508;0,0053;0,0008;0,0006;0,0003;0,0005;0,0004
5;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0096;0,0702;0,2534;0,305;0,4788;0,6965;0,6649;0,7041;0,5643;0,4809;0,3076;0,1531;0,061;0,0035;0,0;0,0002;0,0014;0,0017;0,002
6;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0125;0,0792;0,2756;0,4116;0,4817;0,7417;0,8699;0,4839;0,6038;0,4853;0,3762;0,2044;0,0447;0,004;0,0;0,0002;0,0019;0,0017;0,0019
7;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0099;0,0872;0,2474;0,3999;0,5529;0,6335;0,6197;0,4555;0,5895;0,5025;0,2923;0,2224;0,0459;0,0045;0,0;0,0002;0,0016;0,0014;0,0021
8;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0034;0,0405;0,2298;0,4549;0,6662;0,82;0,9023;0,7423;0,8492;0,5782;0,4953;0,1559;0,0492;0,0027;0,0003;0,0;0,0;0,0;0,0001
9;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0121;0,1073;0,3414;0,3641;0,454;0,5916;0,7656;0,6057;0,5601;0,4614;0,3875;0,2156;0,0543;0,0042;0,0;0,0002;0,0017;0,0013;0,0019
10;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0142;0,1163;0,2317;0,3952;0,5592;0,8112;0,6626;0,7921;0,5853;0,4223;0,3445;0,1714;0,0574;0,0046;0,0;0,0002;0,0019;0,0017;0,0019
11;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0436;0,2137;0,3718;0,5841;0,9656;1,0;0,8738;0,9454;0,7436;0,4594;0,2451;0,0473;0,0018;0,0003;0,0;0,0;0,0;0,0001
12;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0444;0,2124;0,469;0,7559;0,9095;0,9783;1,0;1,0;0,6435;0,4528;0,2155;0,0438;0,0021;0,0003;0,0;0,0;0,0;0,0001
13;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0409;0,2;0,4368;0,7109;0,8159;1,0;0,7316;0,718;0,6928;0,5251;0,205;0,0431;0,002;0,0003;0,0;0,0;0,0;0,0001
14;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0113;0,0933;0,2558;0,3626;0,4635;0,6788;0,69;0,5856;0,5014;0,4731;0,2873;0,1837;0,0599;0,0038;0,0;0,0002;0,0016;0,0017;0,0016
15;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0121;0,094;0,2444;0,4191;0,5632;0,5807;0,7394;0,7802;0,5932;0,4188;0,3379;0,1762;0,0625;0,0038;0,0;0,0002;0,0016;0,0019;0,0018
16;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0121;0,0905;0,2705;0,4216;0,5176;0,588;0,6878;0,5926;0,3837;0,5109;0,2127;0,1895;0,0527;0,0031;0,0;0,0002;0,0016;0,0015;0,0019
17;nublado;0,0004;0,0;0,0;0,0001;0,0;0,011;0,087;0,2194;0,3131;0,4711;0,5023;0,6831;0,6063;0,6117;0,4287;0,369;0,2031;0,0486;0,003;0,0;0,0002;0,0015;0,0017;0,0023
18;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0026;0,0459;0,2168;0,4234;0,7803;0,9467;1,0;0,8638;0,8666;0,8675;0,5356;0,2367;0,041;0,0024;0,0004;0,0;0,0;0,0;0,0001
