id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;1;8;127,3;393,55;3,092
1;ceu_aberto;2;21;83,93;139,11;1,657
1;ceu_aberto;3;21;203,65;136,01;0,668
1;ceu_aberto;4;25;62,89;111,74;1,777
1;ceu_aberto;5;13;174,83;404,69;2,315
1;ceu_aberto;6;13;71,18;258,14;3,627
1;ceu_aberto;7;8;148,44;467,05;3,146
1;ceu_aberto;8;6;248,54;398,52;1,603
1;ceu_aberto;9;21;167,84;450,22;2,682
1;ceu_aberto;10;29;204,85;439,54;2,146
1;ceu_aberto;11;8;94,99;111,8;1,177
1;ceu_aberto;12;32;122,37;319,16;2,608
1;ceu_aberto;13;5;166,56;275,81;1,656
1;ceu_aberto;14;27;126,25;204,63;1,621
1;ceu_aberto;15;31;65,7;346,31;5,271
1;ceu_aberto;16;18;230,71;363,4;1,575
1;ceu_aberto;17;5;225,99;449,17;1,988
1;ceu_aberto;18;19;144,73;252,01;1,741
1;ceu_aberto;19;32;64,43;253,61;3,936
1;ceu_aberto;20;13;209,66;314,16;1,498
1;ceu_aberto;21;7;53,81;358,64;6,665
1;ceu_aberto;22;22;195,33;123,74;0,633
2;ceu_aberto;1;33;235,88;332,68;1,41
2;ceu_aberto;2;20;153,57;386,93;2,52
2;ceu_aberto;3;24;91,15;280,32;3,075
2;ceu_aberto;4;32;189,81;387,38;2,041
2;ceu_aberto;5;13;195,29;227,23;1,164
2;ceu_aberto;6;8;166,68;310,0;1,86
2;ceu_aberto;7;17;156,57;308,72;1,972
2;ceu_aberto;8;30;180,02;335,43;1,863
2;ceu_aberto;9;22;159,86;394,46;2,468
2;ceu_aberto;10;6;79,24;297,06;3,749
2;ceu_aberto;11;14;123,89;382,32;3,086
2;ceu_aberto;12;16;184,24;270,8;1,47
2;ceu_aberto;13;13;53,74;319,3;5,942
2;ceu_aberto;14;24;138,24;266,32;1,927
2;ceu_aberto;15;28;53,71;111,92;2,084
2;ceu_aberto;16;31;222,69;396,24;1,779
2;ceu_aberto;17;9;118,71;378,39;3,188
2;ceu_aberto;18;6;105,55;165,6;1,569
2;ceu_aberto;19;30;187,54;206,63;1,102
2;ceu_aberto;20;8;61,76;310,2;5,023
2;ceu_aberto;21;27;247,88;285,01;1,15
2;ceu_aberto;22;2;108,57;196,91;1,814
3;nublado;1;33;234,62;141,68;0,604
3;nublado;2;5;216,09;346,67;1,604
3;nublado;3;30;203,6;362,56;1,781
3;nublado;4;32;228,04;490,42;2,151
3;nublado;5;8;200,6;438,35;2,185
3;nublado;6;1;228,65;288,07;1,26
3;nublado;7;32;116,4;274,53;2,359
3;nublado;8;25;128,64;147,63;1,148
3;nublado;9;1;204,51;172,97;0,846
3;nublado;10;8;208,56;381,45;1,829
3;nublado;11;24;124,62;308,89;2,479
3;nublado;12;16;80,33;297,06;3,698
3;nublado;13;8;241,62;370,41;1,533
3;nublado;14;2;198,4;370,27;1,866
3;nublado;15;28;120,57;225,26;1,868
3;nublado;16;14;219,92;139,99;0,637
3;nublado;17;14;94,96;450,44;4,743
3;nublado;18;33;196,2;320,98;1,636
3;nublado;19;20;165,68;461,24;2,784
3;nublado;20;3;195,38;225,06;1,152
3;nublado;21;11;217,45;278,2;1,279
3;nublado;22;8;136,27;346,77;2,545
4;nublado;1;30;116,38;461,3;3,964
4;nublado;2;22;239,61;364,07;1,519
4;nublado;3;9;99,88;302,38;3,027
4;nublado;4;8;138,45;273,02;1,972
4;nublado;5;14;212,56;171,5;0,807
4;nublado;6;6;109,49;167,45;1,529
4;nublado;7;21;237,93;119,01;0,5
4;nublado;8;4;74,18;193,36;2,607
4;nublado;9;1;95,75;365,47;3,817
4;nublado;10;34;88,68;263,83;2,975
4;nublado;11;22;112,36;258,92;2,304
4;nublado;12;28;115,24;420,43;3,648
4;nublado;13;29;59,13;242,54;4,102
4;nublado;14;32;138,84;355,4;2,56
4;nublado;15;33;177,58;263,69;1,485
4;nublado;16;7;102,24;325,61;3,185
4;nublado;17;7;120,58;221,46;1,837
4;nublado;18;27;96,08;290,59;3,024
4;nublado;19;32;159,21;318,43;2,0
4;nublado;20;10;158,84;290,63;1,83
4;nublado;21;25;98,14;369,2;3,762
4;nublado;22;25;215,43;390,61;1,813
5;ceu_aberto;1;5;57,9;430,77;7,44
5;ceu_aberto;2;32;184,04;263,92;1,434
5;ceu_aberto;3;25;180,83;332,43;1,838
5;ceu_aberto;4;27;53,57;228,38;4,263
5;ceu_aberto;5;21;198,69;445,84;2,244
5;ceu_aberto;6;26;224,77;182,58;0,812
5;ceu_aberto;7;18;163,59;355,02;2,17
5;ceu_aberto;8;5;245,84;443,14;1,803
5;ceu_aberto;9;5;188,98;486,92;2,577
5;ceu_aberto;10;11;157,58;435,77;2,765
5;ceu_aberto;11;8;95,59;180,31;1,886
5;ceu_aberto;12;27;66,95;280,93;4,196
5;ceu_aberto;13;15;212,1;409,76;1,932
5;ceu_aberto;14;23;207,06;258,84;1,25
5;ceu_aberto;15;10;204,02;171,46;0,84
5;ceu_aberto;16;16;144,59;222,93;1,542
5;ceu_aberto;17;19;105,21;253,76;2,412
5;ceu_aberto;18;5;233,87;376,74;1,611
5;ceu_aberto;19;2;55,31;186,65;3,375
5;ceu_aberto;20;11;194,68;412,84;2,121
5;ceu_aberto;21;15;183,28;112,92;0,616
5;ceu_aberto;22;12;150,1;474,12;3,159
6;nublado;1;22;140,54;356,58;2,537
6;nublado;2;24;228,25;309,74;1,357
6;nublado;3;31;201,07;264,99;1,318
6;nublado;4;9;97,67;206,45;2,114
6;nublado;5;21;226,17;247,32;1,094
6;nublado;6;7;118,31;346,05;2,925
6;nublado;7;19;119,27;491,92;4,124
6;nublado;8;1;186,19;489,39;2,628
6;nublado;9;5;57,31;385,43;6,725
6;nublado;10;5;97,49;319,87;3,281
6;nublado;11;24;192,75;181,5;0,942
6;nublado;12;17;215,49;468,47;2,174
6;nublado;13;15;238,88;486,27;2,036
6;nublado;14;28;136,09;178,65;1,313
6;nublado;15;15;223,64;172,19;0,77
6;nublado;16;17;234,29;362,08;1,545
6;nublado;17;8;172,66;111,87;0,648
6;nublado;18;2;67,08;433,04;6,456
6;nublado;19;5;191,25;396,86;2,075
6;nublado;20;5;203,48;258,9;1,272
6;nublado;21;13;210,58;419,09;1,99
6;nublado;22;4;77,75;309,12;3,976
7;ceu_aberto;1;4;123,23;251,1;2,038
7;ceu_aberto;2;16;110,56;223,71;2,023
7;ceu_aberto;3;27;213,42;407,03;1,907
7;ceu_aberto;4;14;226,31;149,02;0,658
7;ceu_aberto;5;5;207,39;349,25;1,684
7;ceu_aberto;6;26;240,78;332,28;1,38
7;ceu_aberto;7;7;234,12;138,57;0,592
7;ceu_aberto;8;25;247,69;488,08;1,971
7;ceu_aberto;9;6;234,14;199,13;0,85
7;ceu_aberto;10;1;173,03;309,12;1,787
7;ceu_aberto;11;20;177,14;197,84;1,117
7;ceu_aberto;12;33;150,78;437,78;2,903
7;ceu_aberto;13;31;156,7;321,41;2,051
7;ceu_aberto;14;24;50,95;485,51;9,529
7;ceu_aberto;15;20;177,99;451,66;2,538
7;ceu_aberto;16;26;243,19;277,88;1,143
7;ceu_aberto;17;7;148,45;135,15;0,91
7;ceu_aberto;18;19;59,27;319,43;5,389
7;ceu_aberto;19;1;239,87;474,39;1,978
7;ceu_aberto;20;5;71,68;255,95;3,571
7;ceu_aberto;21;6;230,32;153,78;0,668
7;ceu_aberto;22;6;100,89;130,68;1,295
8;nublado;1;14;84,18;330,62;3,928
8;nublado;2;13;135,68;259,96;1,916
8;nublado;3;13;156,22;457,39;2,928
8;nublado;4;16;142,79;329,68;2,309
8;nublado;5;33;128,43;430,04;3,348
8;nublado;6;31;226,66;443,35;1,956
8;nublado;7;31;107,2;116,04;1,082
8;nublado;8;5;181,42;496,71;2,738
8;nublado;9;20;57,46;187,34;3,26
8;nublado;10;8;80,3;434,36;5,409
8;nublado;11;33;54,53;258,29;4,737
8;nublado;12;34;244,77;320,94;1,311
8;nublado;13;26;118,37;392,08;3,312
8;nublado;14;18;72,76;195,97;2,693
8;nublado;15;21;242,44;291,74;1,203
8;nublado;16;11;137,94;213,5;1,548
8;nublado;17;30;127,52;102,72;0,806
8;nublado;18;8;101,57;165,92;1,634
8;nublado;19;1;81,66;189,92;2,326
8;nublado;20;11;190,71;441,66;2,316
8;nublado;21;2;232,46;217,17;0,934
8;nublado;22;19;200,85;380,9;1,896
9;parcialmente_nublado;1;1;149,59;111,41;0,745
9;parcialmente_nublado;2;27;114,86;186,23;1,621
9;parcialmente_nublado;3;29;188,37;298,62;1,585
9;parcialmente_nublado;4;3;178,64;326,31;1,827
9;parcialmente_nublado;5;26;248,08;343,5;1,385
9;parcialmente_nublado;6;3;108,14;113,78;1,052
9;parcialmente_nublado;7;28;202,25;192,27;0,951
9;parcialmente_nublado;8;24;115,92;122,47;1,057
9;parcialmente_nublado;9;2;157,65;445,2;2,824
9;parcialmente_nublado;10;1;138,76;321,65;2,318
9;parcialmente_nublado;11;3;71,6;412,84;5,766
9;parcialmente_nublado;12;26;212,85;249,54;1,172
9;parcialmente_nublado;13;5;51,87;277,23;5,345
9;parcialmente_nublado;14;33;210,89;184,56;0,875
9;parcialmente_nublado;15;1;186,64;309,2;1,657
9;parcialmente_nublado;16;9;98,23;498,98;5,08
9;parcialmente_nublado;17;2;240,57;268,1;1,114
9;parcialmente_nublado;18;27;229,18;170,77;0,745
9;parcialmente_nublado;19;20;165,97;441,17;2,658
9;parcialmente_nublado;20;30;88,23;442,32;5,013
9;parcialmente_nublado;21;18;138,74;154,5;1,114
9;parcialmente_nublado;22;32;175,21;340,44;1,943
10;parcialmente_nublado;1;20;127,62;397,41;3,114
10;parcialmente_nublado;2;15;93,07;179,17;1,925
10;parcialmente_nublado;3;16;68,64;253,74;3,697
10;parcialmente_nublado;4;8;143,84;417,95;2,906
10;parcialmente_nublado;5;25;220,57;240,09;1,088
10;parcialmente_nublado;6;13;108,62;125,46;1,155
10;parcialmente_nublado;7;17;137,47;367,85;2,676
10;parcialmente_nublado;8;4;126,7;296,65;2,341
10;parcialmente_nublado;9;16;109,87;487,39;4,436
10;parcialmente_nublado;10;29;235,14;470,25;2,0
10;parcialmente_nublado;11;13;74,9;117,4;1,567
10;parcialmente_nublado;12;10;199,4;296,27;1,486
10;parcialmente_nublado;13;34;188,01;137,96;0,734
10;parcialmente_nublado;14;2;199,3;443,81;2,227
