id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;ceu_aberto;1;31;100,0
1;ceu_aberto;2;28;450,0
1;ceu_aberto;3;34;500,0
1;ceu_aberto;4;21;800,0
1;ceu_aberto;5;23;95,9
2;ceu_aberto;1;4;50,0
2;ceu_aberto;2;20;100,0
2;ceu_aberto;3;25;150,0
2;ceu_aberto;4;27;50,0
2;ceu_aberto;5;5;550,0
2;ceu_aberto;6;30;600,0
2;ceu_aberto;7;19;100,0
2;ceu_aberto;8;11;345,9
3;nublado;1;20;50,0
3;nublado;2;7;250,0
3;nublado;3;32;550,0
3;nublado;4;1;650,0
3;nublado;5;2;50,0
3;nublado;6;32;250,0
3;nublado;7;24;145,9
4;nublado;1;24;600,0
4;nublado;2;26;450,0
4;nublado;3;1;850,0
4;nublado;4;33;45,9
5;ceu_aberto;1;22;150,0
5;ceu_aberto;2;8;100,0
5;ceu_aberto;3;1;250,0
5;ceu_aberto;4;25;700,0
5;ceu_aberto;5;6;50,0
5;ceu_aberto;6;2;150,0
5;ceu_aberto;7;7;545,9
6;nublado;1;5;300,0
6;nublado;2;11;350,0
6;nublado;3;23;100,0
6;nublado;4;3;200,0
6;nublado;5;12;150,0
6;nublado;6;24;150,0
6;nublado;7;21;250,0
6;nublado;8;6;445,9
7;ceu_aberto;1;17;750,0
7;ceu_aberto;2;8;50,0
7;ceu_aberto;3;15;750,0
7;ceu_aberto;4;34;100,0
7;ceu_aberto;5;15;150,0
7;ceu_aberto;6;6;145,9
8;nublado;1;21;750,0
8;nublado;2;8;900,0
8;nublado;3;7;100,0
8;nublado;4;28;50,0
8;nublado;5;9;145,9
9;parcialmente_nublado;1;16;250,0
9;parcialmente_nublado;2;26;750,0
9;parcialmente_nublado;3;31;150,0
9;parcialmente_nublado;4;31;350,0
9;parcialmente_nublado;5;21;445,9
10;parcialmente_nublado;1;5;350,0
10;parcialmente_nublado;2;23;600,0
10;parcialmente_nublado;3;33;300,0
10;parcialmente_nublado;4;10;300,0
10;parcialmente_nublado;5;21;150,0
10;parcialmente_nublado;6;2;245,9
11;ceu_aberto;1;33;500,0
11;ceu_aberto;2;26;100,0
11;ceu_aberto;3;14;550,0
11;ceu_aberto;4;20;550,0
11;ceu_aberto;5;28;245,9
12;ceu_aberto;1;33;650,0
12;ceu_aberto;2;17;750,0
12;ceu_aberto;3;31;500,0
12;ceu_aberto;4;23;45,9
13;nublado;1;23;300,0
13;nublado;2;30;300,0
13;nublado;3;31;450,0
13;nublado;4;26;100,0
13;nublado;5;9;700,0
13;nublado;6;32;95,9
14;ceu_aberto;1;26;400,0
14;ceu_aberto;2;7;400,0
14;ceu_aberto;3;10;800,0
14;ceu_aberto;4;29;345,9
15;ceu_aberto;1;12;50,0
15;ceu_aberto;2;14;900,0
15;ceu_aberto;3;24;650,0
15;ceu_aberto;4;7;345,9
16;ceu_aberto;1;15;700,0
16;ceu_aberto;2;12;800,0
16;ceu_aberto;3;28;50,0
16;ceu_aberto;4;23;395,9
17;ceu_aberto;1;10;900,0
17;ceu_aberto;2;17;350,0
17;ceu_aberto;3;13;350,0
17;ceu_aberto;4;2;345,9
18;parcialmente_nublado;1;34;450,0
18;parcialmente_nublado;2;30;650,0
18;parcialmente_nublado;3;23;250,0
18;parcialmente_nublado;4;2;200,0
18;parcialmente_nublado;5;6;350,0
18;parcialmente_nublado;6;31;45,9
19;ceu_aberto;1;31;100,0
19;ceu_aberto;2;10;750,0
19;ceu_aberto;3;1;400,0
19;ceu_aberto;4;8;450,0
19;ceu_aberto;5;29;245,9
20;ceu_aberto;1;24;300,0
20;ceu_aberto;2;34;300,0
20;ceu_aberto;3;10;950,0
20;ceu_aberto;4;9;395,9
21;parcialmente_nublado;1;10;250,0
21;parcialmente_nublado;2;29;400,0
21;parcialmente_nublado;3;1;150,0
21;parcialmente_nublado;4;7;50,0
21;parcialmente_nublado;5;34;150,0
21;parcialmente_nublado;6;26;400,0
21;parcialmente_nublado;7;17;545,9
22;parcialmente_nublado;1;2;600,0
22;parcialmente_nublado;2;21;500,0
22;parcialmente_nublado;3;21;150,0
22;parcialmente_nublado;4;3;695,9
23;nublado;1;34;250,0
23;nublado;2;20;200,0
23;nublado;3;8;400,0
23;nublado;4;23;500,0
23;nublado;5;7;50,0
23;nublado;6;31;100,0
23;nublado;7;19;150,0
23;nublado;8;2;295,9
24;ceu_aberto;1;32;350,0
24;ceu_aberto;2;31;50,0
24;ceu_aberto;3;24;750,0
24;ceu_aberto;4;33;350,0
24;ceu_aberto;5;33;445,9
25;parcialmente_nublado;1;21;600,0
25;parcialmente_nublado;2;34;750,0
25;parcialmente_nublado;3;16;100,0
25;parcialmente_nublado;4;23;150,0
25;parcialmente_nublado;5;3;150,0
25;parcialmente_nublado;6;24;195,9
26;ceu_aberto;1;10;100,0
26;ceu_aberto;2;29;600,0
26;ceu_aberto;3;28;500,0
26;ceu_aberto;4;33;100,0
26;ceu_aberto;5;33;100,0
26;ceu_aberto;6;11;400,0
26;ceu_aberto;7;28;145,9
