id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;nublado;8;2640,0;24;3387,3999999999996;27;36;1;120
2;parcialmente_nublado;10;2640,0;24;3232,14;35;35;1;120
3;nublado;6;2640,0;24;3388,6499999999996;7;35;1;120
4;nublado;7;2640,0;24;3910,8;33;35;1;120
5;nublado;8;2640,0;24;3704,91;16;36;1;120
6;ceu_aberto;6;2640,0;24;3703,5299999999997;36;35;1;120
7;nublado;7;2640,0;24;3997,080000000001;33;35;1;120
8;ceu_aberto;7;2640,0;24;3989,28;35;35;1;120
9;nublado;5;2640,0;24;3280,5400000000004;2;35;1;120
10;parcialmente_nublado;8;2640,0;24;4188,639999999999;35;35;1;120
11;nublado;8;2640,0;24;3831,8999999999996;33;35;1;120
12;parcialmente_nublado;8;2640,0;24;3854,39;26;35;1;120
13;parcialmente_nublado;5;2640,0;24;3781,58;31;35;1;120
14;ceu_aberto;9;2640,0;24;3831,8199999999997;33;35;1;120
15;nublado;6;2640,0;24;3462,5699999999997;30;36;1;120
16;ceu_aberto;11;2640,0;24;2995,86;34;35;1;120
17;ceu_aberto;7;2640,0;24;3444,01;35;35;1;120
18;parcialmente_nublado;10;2640,0;24;3373,95;34;35;1;120
19;nublado;10;2640,0;24;3600,08;9;35;1;120
20;parcialmente_nublado;10;2640,0;24;3562,56;34;36;1;120
21;parcialmente_nublado;10;2640,0;24;3717,8599999999997;34;36;1;120
22;parcialmente_nublado;9;2640,0;24;3763,6099999999997;34;35;1;120
23;nublado;7;2640,0;24;3836,32;7;35;1;120
24;nublado;6;2640,0;24;3356,16;8;35;1;120
25;nublado;7;2640,0;24;3578,78;4;35;1;120
26;nublado;9;2640,0;24;3897,7099999999996;7;35;1;120
27;ceu_aberto;11;2640,0;24;3643,37;35;35;1;120
28;nublado;6;2640,0;24;3276,3999999999996;8;35;1;120
29;ceu_aberto;8;2640,0;24;3254,25;35;35;1;120
30;ceu_aberto;9;2640,0;24;3503,56;35;35;1;120
31;nublado;8;2640,0;24;3654,8;32;37;1;120
32;ceu_aberto;6;2640,0;24;3731,2200000000003;35;35;1;120
33;nublado;8;2640,0;24;3847,0;33;35;1;120
34;nublado;10;2640,0;24;3114,6000000000004;21;36;1;120
35;parcialmente_nublado;8;2640,0;24;3731,4999999999995;36;36;1;120
36;nublado;6;2640,0;24;3677,14;7;35;1;120
37;ceu_aberto;6;2640,0;24;3778,4300000000003;34;36;1;120
38;ceu_aberto;10;2640,0;24;4222,75;35;35;1;120
39;parcialmente_nublado;7;2640,0;24;3397,04;34;35;1;120
40;nublado;7;2640,0;24;3919,7999999999997;34;35;1;120
41;nublado;10;2640,0;24;3750,63;9;35;1;120
42;ceu_aberto;7;2640,0;24;3402,12;35;36;1;120
43;parcialmente_nublado;5;2640,0;24;3988,0200000000004;34;35;1;120
44;ceu_aberto;5;2640,0;24;3983,4100000000003;35;35;1;120
45;ceu_aberto;5;2640,0;24;3241,45;34;35;1;120
46;ceu_aberto;6;2640,0;24;3611,82;35;36;1;120
47;parcialmente_nublado;7;2640,0;24;3347,68;35;36;1;120
48;nublado;12;2640,0;24;3288,1899999999996;34;35;1;120
49;ceu_aberto;10;2640,0;24;3572,12;34;36;1;120
50;ceu_aberto;9;2640,0;24;3350,16;35;36;1;120
