id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
<<<<<<< HEAD
1;ceu_aberto;170,0;5;2100,0;5
2;nublado;170,0;5;2650,0;5
3;parcialmente_nublado;170,0;5;1950,0;5
4;nublado;170,0;5;2350,0;5
5;ceu_aberto;170,0;5;2100,0;5
6;parcialmente_nublado;170,0;5;1900,0;5
7;nublado;170,0;5;2450,0;5
8;ceu_aberto;170,0;5;1350,0;5
9;ceu_aberto;170,0;5;1750,0;5
10;ceu_aberto;170,0;5;2400,0;5
11;parcialmente_nublado;170,0;5;3007,3;5
12;ceu_aberto;170,0;5;2850,0;5
13;ceu_aberto;170,0;5;1950,0;5
14;nublado;170,0;5;2100,0;5
15;parcialmente_nublado;170,0;5;2050,0;5
16;nublado;170,0;5;2250,0;5
17;ceu_aberto;170,0;5;1100,0;5
18;ceu_aberto;170,0;5;1600,0;5
19;ceu_aberto;170,0;5;1900,0;5
20;ceu_aberto;170,0;5;1550,0;5
21;parcialmente_nublado;170,0;5;2750,0;5
22;nublado;170,0;5;2850,0;5
23;parcialmente_nublado;170,0;5;1100,0;5
24;ceu_aberto;170,0;5;1600,0;5
25;parcialmente_nublado;170,0;5;1250,0;5
26;parcialmente_nublado;170,0;5;1600,0;5
27;nublado;170,0;5;1700,0;5
28;parcialmente_nublado;170,0;5;2400,0;5
29;nublado;170,0;5;1750,0;5
30;parcialmente_nublado;170,0;5;2750,0;5
31;parcialmente_nublado;170,0;5;1550,0;5
32;ceu_aberto;170,0;5;2250,0;5
33;nublado;170,0;5;2450,0;5
34;parcialmente_nublado;170,0;5;2050,0;5
35;nublado;170,0;5;1650,0;5
36;parcialmente_nublado;170,0;5;1600,0;5
37;nublado;170,0;5;2900,0;5
38;nublado;170,0;5;1300,0;5
39;ceu_aberto;170,0;5;1950,0;5
40;parcialmente_nublado;170,0;5;1550,0;5
41;parcialmente_nublado;170,0;5;1700,0;5
42;nublado;170,0;5;1850,0;5
43;parcialmente_nublado;170,0;5;1400,0;5
44;nublado;170,0;5;1150,0;5
45;nublado;170,0;5;2150,0;5
46;parcialmente_nublado;170,0;5;1950,0;5
47;ceu_aberto;170,0;5;1200,0;5
48;ceu_aberto;170,0;5;2550,0;5
49;nublado;170,0;5;2000,0;5
50;nublado;170,0;5;2250,0;5
51;ceu_aberto;170,0;5;1450,0;5
52;parcialmente_nublado;170,0;5;2100,0;5
53;nublado;170,0;5;1150,0;5
54;parcialmente_nublado;170,0;5;2250,0;5
55;nublado;170,0;5;1550,0;5
56;ceu_aberto;170,0;5;2650,0;5
57;parcialmente_nublado;170,0;5;2050,0;5
58;ceu_aberto;170,0;5;1950,0;5
59;nublado;170,0;5;2450,0;5
60;nublado;170,0;5;1700,0;5
61;ceu_aberto;170,0;5;1300,0;5
62;parcialmente_nublado;170,0;5;1900,0;5
63;ceu_aberto;170,0;5;2600,0;5
64;ceu_aberto;170,0;5;2400,0;5
65;ceu_aberto;170,0;5;2000,0;5
66;nublado;170,0;5;1500,0;5
67;ceu_aberto;170,0;5;2750,0;5
68;ceu_aberto;170,0;5;1550,0;5
69;ceu_aberto;170,0;5;1900,0;5
70;parcialmente_nublado;170,0;5;2400,0;5
71;ceu_aberto;170,0;5;2750,0;5
72;nublado;170,0;5;1200,0;5
73;nublado;170,0;5;1800,0;5
74;ceu_aberto;170,0;5;1450,0;5
75;parcialmente_nublado;170,0;5;1050,0;5
76;nublado;170,0;5;2850,0;5
77;nublado;170,0;5;1550,0;5
78;parcialmente_nublado;170,0;5;2350,0;5
79;parcialmente_nublado;170,0;5;1600,0;5
80;nublado;170,0;5;2350,0;5
81;ceu_aberto;170,0;5;2000,0;5
82;nublado;170,0;5;1250,0;5
83;ceu_aberto;170,0;5;1750,0;5
84;nublado;170,0;5;2850,0;5
85;parcialmente_nublado;170,0;5;1850,0;5
86;nublado;170,0;5;1850,0;5
87;nublado;170,0;5;2600,0;5
