id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;razao_bess_pv
1;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
2;ceu_aberto;130,0;5;2299,7000000000003;5;804,88;0,35
3;parcialmente_nublado;130,0;5;2299,7;5;804,91;0,35
4;ceu_aberto;130,0;5;2299,69;5;804,89;0,35
5;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
6;parcialmente_nublado;130,0;5;2299,69;5;804,9;0,35
7;ceu_aberto;130,0;5;2299,71;5;804,88;0,35
8;parcialmente_nublado;130,0;5;2299,69;5;804,89;0,35
9;parcialmente_nublado;130,0;5;2299,69;5;804,89;0,35
10;parcialmente_nublado;130,0;5;2299,7000000000003;5;804,88;0,35
11;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
12;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
13;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
14;nublado;130,0;5;2299,69;5;804,89;0,35
15;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
16;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
17;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
18;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
19;nublado;130,0;5;2299,7;5;804,9;0,35
20;ceu_aberto;130,0;5;2299,7;5;804,88;0,35
21;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
22;parcialmente_nublado;130,0;5;2299,69;5;804,88;0,35
23;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
24;nublado;130,0;5;2299,7;5;804,9;0,35
25;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
26;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
27;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
28;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
29;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
30;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
31;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
32;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
33;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
34;nublado;130,0;5;2299,7;5;804,89;0,35
35;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
36;nublado;130,0;5;2299,69;5;804,89;0,35
37;nublado;130,0;5;2299,7;5;804,89;0,35
38;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
39;nublado;130,0;5;2299,7;5;804,9;0,35
40;ceu_aberto;130,0;5;2299,71;5;804,89;0,35
41;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
42;parcialmente_nublado;130,0;5;2299,69;5;804,91;0,35
43;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
44;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
45;nublado;130,0;5;2299,69;5;804,9;0,35
46;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
47;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
48;nublado;130,0;5;2299,7000000000003;5;804,9;0,35
49;ceu_aberto;130,0;5;2299,7;5;804,91;0,35
50;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
51;ceu_aberto;130,0;5;2299,7;5;804,91;0,35
52;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
53;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
54;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
55;ceu_aberto;130,0;5;2299,7;5;804,88;0,35
56;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
57;nublado;130,0;5;2299,69;5;804,89;0,35
58;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
59;nublado;130,0;5;2299,7;5;804,91;0,35
60;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
61;ceu_aberto;130,0;5;2299,69;5;804,89;0,35
62;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
63;ceu_aberto;130,0;5;2299,69;5;804,89;0,35
64;ceu_aberto;130,0;5;2299,69;5;804,89;0,35
65;nublado;130,0;5;2299,69;5;804,89;0,35
66;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
67;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
68;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
69;nublado;130,0;5;2299,7;5;804,9;0,35
70;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
71;parcialmente_nublado;130,0;5;2299,71;5;804,9;0,35
72;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
73;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
74;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
75;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
76;parcialmente_nublado;130,0;5;2299,71;5;804,89;0,35
77;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
78;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
79;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
80;nublado;130,0;5;2299,7;5;804,9;0,35
81;ceu_aberto;130,0;5;2299,71;5;804,89;0,35
82;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
83;ceu_aberto;130,0;5;2299,7000000000003;5;804,89;0,35
84;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
85;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
86;nublado;130,0;5;2299,7;5;804,89;0,35
87;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
88;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
89;parcialmente_nublado;130,0;5;2299,69;5;804,89;0,35
90;parcialmente_nublado;130,0;5;2299,69;5;804,9;0,35
91;ceu_aberto;130,0;5;2299,69;5;804,89;0,35
92;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
93;nublado;130,0;5;2299,69;5;804,89;0,35
94;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
95;parcialmente_nublado;130,0;5;2299,69;5;804,89;0,35
96;parcialmente_nublado;130,0;5;2299,7;5;804,91;0,35
97;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
98;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
99;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
100;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
101;ceu_aberto;130,0;5;2299,7;5;804,89;0,35
102;parcialmente_nublado;130,0;5;2299,69;5;804,91;0,35
103;parcialmente_nublado;130,0;5;2299,69;5;804,9;0,35
104;nublado;130,0;5;2299,7;5;804,89;0,35
105;parcialmente_nublado;130,0;5;2299,71;5;804,88;0,35
106;ceu_aberto;130,0;5;2299,69;5;804,91;0,35
107;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
108;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
109;nublado;130,0;5;2299,71;5;804,9;0,35
110;ceu_aberto;130,0;5;2299,69;5;804,88;0,35
111;ceu_aberto;130,0;5;2299,71;5;804,9;0,35
112;nublado;130,0;5;2299,7;5;804,89;0,35
113;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
114;nublado;130,0;5;2299,7;5;804,9;0,35
115;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
116;nublado;130,0;5;2299,69;5;804,9;0,35
117;nublado;130,0;5;2299,7;5;804,89;0,35
118;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
119;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
120;ceu_aberto;130,0;5;2299,69;5;804,9;0,35
121;parcialmente_nublado;130,0;5;2299,69;5;804,89;0,35
122;ceu_aberto;130,0;5;2299,69;5;804,91;0,35
123;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
124;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
125;parcialmente_nublado;130,0;5;2299,7;5;804,89;0,35
126;nublado;130,0;5;2299,7;5;804,9;0,35
127;ceu_aberto;130,0;5;2299,7;5;804,9;0,35
128;nublado;130,0;5;2299,7;5;804,9;0,35
129;parcialmente_nublado;130,0;5;2299,7;5;804,9;0,35
130;parcialmente_nublado;130,0;5;2299,71;5;804,89;0,35
131;nublado;130,0;5;2299,7;5;804,91;0,35
