id_realizacao;tipo_dia;barra;potencia_kw
1;ceu_aberto;860;451,16
1;ceu_aberto;840;442,58
1;ceu_aberto;844;509,24
1;ceu_aberto;848;456,99
1;ceu_aberto;890;439,73
2;ceu_aberto;860;378,3
2;ceu_aberto;840;545,32
2;ceu_aberto;844;526,94
2;ceu_aberto;848;407,4
2;ceu_aberto;890;441,74
3;parcialmente_nublado;860;466,26
3;parcialmente_nublado;840;500,51
3;parcialmente_nublado;844;350,87
3;parcialmente_nublado;848;518,15
3;parcialmente_nublado;890;463,91
4;ceu_aberto;860;453,44
4;ceu_aberto;840;461,6
4;ceu_aberto;844;452,25
4;ceu_aberto;848;478,48
4;ceu_aberto;890;453,92
5;ceu_aberto;860;472,25
5;ceu_aberto;840;421,52
5;ceu_aberto;844;419,76
5;ceu_aberto;848;459,43
5;ceu_aberto;890;526,75
6;parcialmente_nublado;860;420,4
6;parcialmente_nublado;840;481,28
6;parcialmente_nublado;844;441,34
6;parcialmente_nublado;848;532,7
6;parcialmente_nublado;890;423,97
7;ceu_aberto;860;495,55
7;ceu_aberto;840;470,55
7;ceu_aberto;844;422,19
7;ceu_aberto;848;451,24
7;ceu_aberto;890;460,18
8;parcialmente_nublado;860;482,89
8;parcialmente_nublado;840;480,47
8;parcialmente_nublado;844;484,54
8;parcialmente_nublado;848;445,64
8;parcialmente_nublado;890;406,15
9;parcialmente_nublado;860;437,61
9;parcialmente_nublado;840;499,62
9;parcialmente_nublado;844;492,16
9;parcialmente_nublado;848;440,1
9;parcialmente_nublado;890;430,2
10;parcialmente_nublado;860;461,86
10;parcialmente_nublado;840;452,66
10;parcialmente_nublado;844;479,41
10;parcialmente_nublado;848;496,42
10;parcialmente_nublado;890;409,35
11;ceu_aberto;860;433,2
11;ceu_aberto;840;466,24
11;ceu_aberto;844;492,77
11;ceu_aberto;848;511,6
11;ceu_aberto;890;395,89
12;ceu_aberto;860;529,01
12;ceu_aberto;840;416,23
12;ceu_aberto;844;448,27
12;ceu_aberto;848;445,19
12;ceu_aberto;890;461,0
13;ceu_aberto;860;421,35
13;ceu_aberto;840;388,75
13;ceu_aberto;844;467,24
13;ceu_aberto;848;507,97
13;ceu_aberto;890;514,39
14;nublado;860;508,1
14;nublado;840;440,32
14;nublado;844;370,71
14;nublado;848;449,05
