id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
<<<<<<< HEAD
1;ceu_aberto;840;248,29;128,49;0,517
1;ceu_aberto;848;170,68;427,9;2,507
1;ceu_aberto;844;170,42;322,18;1,891
1;ceu_aberto;860;56,19;384,21;6,838
1;ceu_aberto;890;244,97;295,61;1,207
2;parcialmente_nublado;860;82,04;472,62;5,761
2;parcialmente_nublado;890;88,91;199,94;2,249
2;parcialmente_nublado;848;214,8;297,28;1,384
2;parcialmente_nublado;840;137,48;322,0;2,342
2;parcialmente_nublado;844;155,4;228,62;1,471
3;parcialmente_nublado;848;223,95;330,73;1,477
3;parcialmente_nublado;840;163,77;101,25;0,618
3;parcialmente_nublado;860;152,73;296,07;1,939
3;parcialmente_nublado;844;116,63;163,39;1,401
3;parcialmente_nublado;890;185,23;356,67;1,926
4;ceu_aberto;860;159,4;158,6;0,995
4;ceu_aberto;848;110,05;379,41;3,448
4;ceu_aberto;890;184,06;349,04;1,896
4;ceu_aberto;844;113,75;199,72;1,756
4;ceu_aberto;840;249,29;273,63;1,098
5;parcialmente_nublado;840;57,02;230,65;4,045
5;parcialmente_nublado;848;237,71;177,95;0,749
5;parcialmente_nublado;844;244,77;376,34;1,538
5;parcialmente_nublado;890;79,83;372,36;4,664
5;parcialmente_nublado;860;70,02;225,54;3,221
6;ceu_aberto;890;214,03;259,7;1,213
6;ceu_aberto;848;159,65;378,11;2,368
6;ceu_aberto;844;104,96;132,17;1,259
6;ceu_aberto;860;199,37;156,74;0,786
6;ceu_aberto;840;223,05;307,07;1,377
7;parcialmente_nublado;848;243,5;335,92;1,38
7;parcialmente_nublado;840;146,9;255,9;1,742
7;parcialmente_nublado;860;177,38;157,8;0,89
7;parcialmente_nublado;890;65,11;178,85;2,747
7;parcialmente_nublado;844;238,77;156,28;0,655
8;nublado;840;234,78;188,46;0,803
8;nublado;848;129,43;414,67;3,204
8;nublado;844;150,74;119,91;0,795
8;nublado;890;104,96;487,46;4,644
8;nublado;860;117,19;457,61;3,905
9;parcialmente_nublado;860;187,95;481,75;2,563
9;parcialmente_nublado;890;65,69;300,13;4,569
9;parcialmente_nublado;848;156,36;456,82;2,922
9;parcialmente_nublado;844;238,67;241,81;1,013
9;parcialmente_nublado;840;243,52;273,92;1,125
10;ceu_aberto;890;149,12;404,91;2,715
10;ceu_aberto;860;207,92;200,77;0,966
10;ceu_aberto;840;192,59;176,83;0,918
10;ceu_aberto;844;96,04;409,99;4,269
10;ceu_aberto;848;71,66;357,0;4,982
11;ceu_aberto;848;80,26;463,3;5,772
11;ceu_aberto;844;85,1;220,68;2,593
11;ceu_aberto;860;136,08;400,43;2,943
11;ceu_aberto;840;242,97;172,95;0,712
11;ceu_aberto;890;199,12;141,56;0,711
12;nublado;890;188,78;366,07;1,939
12;nublado;860;110,55;155,3;1,405
12;nublado;840;187,75;203,58;1,084
12;nublado;848;191,56;467,9;2,443
12;nublado;844;241,85;203,86;0,843
13;ceu_aberto;844;198,07;455,97;2,302
13;ceu_aberto;890;54,53;192,47;3,53
13;ceu_aberto;860;224,14;296,91;1,325
13;ceu_aberto;840;245,56;342,61;1,395
13;ceu_aberto;848;171,77;254,7;1,483
14;nublado;844;140,93;311,38;2,209
14;nublado;840;186,01;461,62;2,482
14;nublado;860;215,95;271,11;1,255
14;nublado;848;222,79;460,18;2,066
14;nublado;890;63,4;289,71;4,57
15;nublado;848;59,96;108,24;1,805
15;nublado;860;132,8;318,43;2,398
15;nublado;840;78,18;328,91;4,207
15;nublado;844;123,73;222,38;1,797
15;nublado;890;170,62;350,11;2,052
16;nublado;844;190,79;120,23;0,63
16;nublado;840;221,61;353,26;1,594
16;nublado;860;158,1;245,24;1,551
16;nublado;890;164,26;363,83;2,215
16;nublado;848;159,76;337,62;2,113
17;ceu_aberto;890;124,73;334,16;2,679
17;ceu_aberto;840;88,17;466,0;5,285
17;ceu_aberto;848;207,68;446,54;2,15
17;ceu_aberto;860;167,72;287,3;1,713
17;ceu_aberto;844;76,94;186,09;2,419
18;nublado;890;95,28;433,68;4,552
18;nublado;840;190,3;496,66;2,61
18;nublado;860;89,48;267,74;2,992
18;nublado;844;127,47;336,49;2,64
18;nublado;848;153,65;180,01;1,172
19;parcialmente_nublado;840;71,07;180,48;2,539
19;parcialmente_nublado;860;118,47;232,22;1,96
19;parcialmente_nublado;890;178,43;436,02;2,444
19;parcialmente_nublado;848;168,57;117,84;0,699
19;parcialmente_nublado;844;232,56;277,94;1,195
20;ceu_aberto;890;195,04;466,7;2,393
20;ceu_aberto;844;82,57;353,92;4,286
20;ceu_aberto;860;213,34;464,9;2,179
20;ceu_aberto;848;135,14;164,48;1,217
20;ceu_aberto;840;225,65;201,15;0,891
21;nublado;860;190,86;406,74;2,131
21;nublado;848;72,12;286,13;3,967
21;nublado;844;157,7;220,07;1,395
21;nublado;890;82,19;107,32;1,306
21;nublado;840;219,29;304,3;1,388
22;nublado;860;155,74;463,99;2,979
22;nublado;848;65,46;317,3;4,847
22;nublado;840;109,66;254,61;2,322
22;nublado;844;192,82;104,86;0,544
22;nublado;890;176,31;266,81;1,513
23;ceu_aberto;860;132,25;290,66;2,198
23;ceu_aberto;840;109,11;473,9;4,343
23;ceu_aberto;848;176,66;443,73;2,512
23;ceu_aberto;844;210,44;342,16;1,626
23;ceu_aberto;890;145,43;125,52;0,863
24;nublado;890;133,09;495,17;3,721
24;nublado;848;191,04;349,01;1,827
24;nublado;860;142,76;346,21;2,425
24;nublado;844;240,46;118,2;0,492
24;nublado;840;182,27;102,47;0,562
25;nublado;890;136,61;462,44;3,385
25;nublado;860;231,2;233,58;1,01
25;nublado;848;128,8;159,6;1,239
25;nublado;840;142,83;151,25;1,059
25;nublado;844;236,02;162,75;0,69
26;nublado;860;156,8;179,94;1,148
26;nublado;844;68,03;163,24;2,4
26;nublado;890;197,07;385,12;1,954
26;nublado;848;221,97;469,28;2,114
26;nublado;840;200,62;278,79;1,39
27;nublado;860;211,68;288,7;1,364
27;nublado;840;119,55;108,35;0,906
27;nublado;848;60,85;406,32;6,677
27;nublado;890;66,8;317,94;4,76
27;nublado;844;240,87;116,88;0,485
28;parcialmente_nublado;848;137,08;103,25;0,753
28;parcialmente_nublado;844;167,62;414,06;2,47
28;parcialmente_nublado;840;167,61;136,69;0,816
28;parcialmente_nublado;860;76,33;306,15;4,011
