id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0413;0,225;0,3151;0,6335;0,8928;0,9949;1,0;0,7334;0,7374;0,4387;0,1653;0,0471;0,002;0,0003;0,0;0,0;0,0;0,0001
2;parcialmente_nublado;0,0011;0,0008;0,0011;0,0011;0,0008;0,0043;0,0547;0,1913;0,4356;0,5719;0,8277;0,892;0,7558;0,7457;0,5425;0,3243;0,2064;0,0475;0,005;0,0008;0,0007;0,0004;0,0004;0,0003
3;parcialmente_nublado;0,0012;0,0007;0,001;0,001;0,0008;0,0043;0,0492;0,1915;0,3774;0,5698;0,8114;0,6873;0,805;0,5548;0,5644;0,359;0,1803;0,0544;0,0057;0,0007;0,0007;0,0004;0,0004;0,0004
4;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0527;0,1913;0,4908;0,6983;0,8973;1,0;0,9624;0,9393;0,8678;0,5016;0,25;0,0552;0,002;0,0004;0,0;0,0;0,0;0,0001
5;parcialmente_nublado;0,001;0,0008;0,0011;0,001;0,0008;0,0043;0,0499;0,1941;0,3447;0,6608;0,7959;0,7664;0,786;0,7233;0,5539;0,3454;0,1991;0,0541;0,0055;0,0007;0,0006;0,0003;0,0004;0,0003
6;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0457;0,2437;0,4936;0,6008;0,8226;1,0;1,0;0,9869;0,8192;0,4811;0,2345;0,046;0,0018;0,0003;0,0;0,0;0,0;0,0001
7;parcialmente_nublado;0,0008;0,0009;0,0011;0,0009;0,0008;0,0042;0,0438;0,1823;0,4045;0,6029;0,6968;1,0;0,8522;0,8257;0,5409;0,4367;0,1922;0,0593;0,005;0,0008;0,0006;0,0004;0,0004;0,0004
8;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0108;0,0787;0,2967;0,433;0,4873;0,6045;0,7234;0,7471;0,6515;0,4376;0,2936;0,1581;0,0626;0,0043;0,0;0,0002;0,0017;0,0016;0,0021
9;parcialmente_nublado;0,001;0,0009;0,0011;0,0011;0,0008;0,0042;0,0341;0,2186;0,5047;0,5327;0,8719;1,0;0,9669;0,7748;0,6636;0,3208;0,1758;0,0529;0,0052;0,0009;0,0005;0,0004;0,0004;0,0005
10;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0441;0,2248;0,4357;0,5407;0,9321;1,0;1,0;0,9685;0,6707;0,5139;0,2003;0,0395;0,0023;0,0003;0,0;0,0;0,0;0,0001
11;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0033;0,0434;0,193;0,5016;0,7044;0,9012;0,996;0,9848;0,9716;0,7878;0,5713;0,2674;0,05;0,0023;0,0003;0,0;0,0;0,0;0,0001
12;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0123;0,0905;0,3004;0,4257;0,5106;0,6979;0,7899;0,4515;0,5464;0,5008;0,356;0,1942;0,0546;0,0039;0,0;0,0002;0,0018;0,0014;0,0019
13;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0028;0,0448;0,224;0,384;0,801;0,9211;1,0;0,9076;0,8752;0,6868;0,3804;0,2721;0,0325;0,0021;0,0002;0,0;0,0;0,0;0,0001
14;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0112;0,0916;0,2534;0,4255;0,4725;0,6482;0,7065;0,7269;0,5908;0,414;0,3566;0,2023;0,0462;0,0041;0,0;0,0002;0,0015;0,0018;0,0017
15;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0127;0,0912;0,2547;0,4261;0,5596;0,8057;0,7957;0,6796;0,6053;0,3686;0,3558;0,1874;0,0485;0,0038;0,0;0,0003;0,0018;0,0015;0,0018
16;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0104;0,0781;0,2034;0,4382;0,4696;0,6674;0,7091;0,7176;0,6868;0,4764;0,3552;0,2153;0,0463;0,0038;0,0;0,0002;0,0017;0,0017;0,0015
17;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0495;0,1984;0,5057;0,6688;0,8871;0,9434;0,8676;0,7927;0,7843;0,5029;0,2587;0,0518;0,0023;0,0003;0,0;0,0;0,0;0,0001
18;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0107;0,0701;0,2873;0,3944;0,3974;0,5096;0,7172;0,6488;0,6274;0,4439;0,389;0,1399;0,0584;0,0044;0,0;0,0002;0,0011;0,0013;0,0019
19;parcialmente_nublado;0,001;0,0008;0,0012;0,0009;0,0008;0,004;0,0555;0,1924;0,429;0,6458;0,742;0,905;0,9575;0,9093;0,5936;0,3216;0,1759;0,045;0,005;0,0007;0,0006;0,0005;0,0004;0,0004
20;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0497;0,1872;0,4687;0,6887;0,645;0,9076;0,8338;0,909;0,9095;0,3837;0,2551;0,0536;0,0017;0,0003;0,0;0,0;0,0;0,0001
21;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0117;0,0963;0,2783;0,4118;0,6257;0,6238;0,4963;0,5119;0,642;0,5575;0,3099;0,1849;0,0553;0,0028;0,0;0,0002;0,0015;0,0016;0,0019
22;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0102;0,0962;0,2852;0,3601;0,5754;0,5101;0,705;0,5293;0,6427;0,3971;0,3358;0,1741;0,0586;0,0045;0,0;0,0002;0,0017;0,0019;0,002
23;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0032;0,0456;0,1757;0,4568;0,7732;0,6981;0,8386;0,9376;0,858;0,8329;0,4771;0,2308;0,0499;0,0021;0,0003;0,0;0,0;0,0;0,0001
24;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0112;0,0673;0,2627;0,3458;0,6006;0,5902;0,7383;0,6817;0,5041;0,4319;0,3641;0,1937;0,0574;0,0039;0,0;0,0002;0,0015;0,0015;0,0014
25;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0091;0,0802;0,2188;0,3313;0,5551;0,6646;0,7199;0,5943;0,5866;0,4481;0,2741;0,1928;0,045;0,004;0,0;0,0002;0,0017;0,0014;0,0019
26;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0119;0,0873;0,3174;0,4338;0,6447;0,7219;0,6629;0,6395;0,5897;0,4827;0,3495;0,2105;0,0592;0,0037;0,0;0,0002;0,0018;0,0015;0,0018
27;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0121;0,0869;0,2731;0,3709;0,6403;0,6373;0,6189;0,7151;0,6485;0,4173;0,4278;0,1674;0,053;0,004;0,0;0,0002;0,0016;0,0013;0,0018
