id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra890;890;250,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra860;860;150,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;200,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra848;848;350,0;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;650,0;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra840;840;248,29;128.49;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;170,68;427.9;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;170,42;322.18;BESS_fixo
1;ceu_aberto;Storage;BESS_barra860;860;56,19;384.21;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;244,97;295.61;BESS_fixo
2;parcialmente_nublado;PVSystem;PV_barra848;848;250,0;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra860;860;200,0;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra840;840;250,0;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra844;844;750,0;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra890;890;400,0;;PV_irr_real2
2;parcialmente_nublado;Storage;BESS_barra860;860;82,04;472.62;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra890;890;88,91;199.94;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra848;848;214,8;297.28;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra840;840;137,48;322.0;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra844;844;155,4;228.62;BESS_fixo
3;parcialmente_nublado;PVSystem;PV_barra844;844;300,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra890;890;500,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra840;840;600,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra848;848;300,0;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra860;860;600,0;;PV_irr_real3
3;parcialmente_nublado;Storage;BESS_barra848;848;223,95;330.73;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra840;840;163,77;101.25;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra860;860;152,73;296.07;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra844;844;116,63;163.39;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra890;890;185,23;356.67;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra860;860;100,0;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra844;844;850,0;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra840;840;100,0;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra848;848;750,0;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra890;890;700,0;;PV_irr_real4
4;ceu_aberto;Storage;BESS_barra860;860;159,4;158.6;BESS_fixo
4;ceu_aberto;Storage;BESS_barra848;848;110,05;379.41;BESS_fixo
4;ceu_aberto;Storage;BESS_barra890;890;184,06;349.04;BESS_fixo
4;ceu_aberto;Storage;BESS_barra844;844;113,75;199.72;BESS_fixo
4;ceu_aberto;Storage;BESS_barra840;840;249,29;273.63;BESS_fixo
5;parcialmente_nublado;PVSystem;PV_barra848;848;200,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra840;840;650,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra844;844;650,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra890;890;800,0;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra860;860;850,0;;PV_irr_real5
5;parcialmente_nublado;Storage;BESS_barra840;840;57,02;230.65;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra848;848;237,71;177.95;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra844;844;244,77;376.34;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra890;890;79,83;372.36;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra860;860;70,02;225.54;BESS_fixo
6;ceu_aberto;PVSystem;PV_barra840;840;300,0;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra844;844;200,0;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra848;848;250,0;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra860;860;50,0;;PV_irr_real6
6;ceu_aberto;PVSystem;PV_barra890;890;150,0;;PV_irr_real6
6;ceu_aberto;Storage;BESS_barra890;890;214,03;259.7;BESS_fixo
6;ceu_aberto;Storage;BESS_barra848;848;159,65;378.11;BESS_fixo
6;ceu_aberto;Storage;BESS_barra844;844;104,96;132.17;BESS_fixo
6;ceu_aberto;Storage;BESS_barra860;860;199,37;156.74;BESS_fixo
6;ceu_aberto;Storage;BESS_barra840;840;223,05;307.07;BESS_fixo
7;parcialmente_nublado;PVSystem;PV_barra848;848;250,0;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra860;860;650,0;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra840;840;700,0;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra844;844;250,0;;PV_irr_real7
7;parcialmente_nublado;PVSystem;PV_barra890;890;600,0;;PV_irr_real7
7;parcialmente_nublado;Storage;BESS_barra848;848;243,5;335.92;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra840;840;146,9;255.9;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra860;860;177,38;157.8;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra890;890;65,11;178.85;BESS_fixo
7;parcialmente_nublado;Storage;BESS_barra844;844;238,77;156.28;BESS_fixo
8;nublado;PVSystem;PV_barra840;840;400,0;;PV_irr_real8
8;nublado;PVSystem;PV_barra844;844;200,0;;PV_irr_real8
