id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0041;0,049;0,1882;0,3997;0,7606;0,9716;0,846;1,0;0,755;0,857;0,5071;0,3009;0,04;0,0021;0,0003;0,0;0,0;0,0;0,0001
2;parcialmente_nublado;0,0007;0,0007;0,0009;0,0009;0,0007;0,0037;0,0515;0,2146;0,36;0,5863;0,566;0,7121;0,7098;0,7851;0,6569;0,4376;0,2006;0,0478;0,0058;0,0008;0,0006;0,0005;0,0005;0,0005
3;nublado;0,0003;0,0;0,0;0,0001;0,0;0,0101;0,079;0,2291;0,3295;0,5848;0,5943;0,6413;0,6443;0,7718;0,5245;0,3939;0,2088;0,0562;0,0038;0,0;0,0002;0,0016;0,0015;0,0018
4;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0401;0,2348;0,4883;0,5794;1,0;0,8704;0,9115;0,7685;0,752;0,6232;0,2662;0,0396;0,0023;0,0003;0,0;0,0;0,0;0,0001
5;parcialmente_nublado;0,0009;0,001;0,0012;0,0012;0,0008;0,0042;0,0512;0,2024;0,2915;0,5826;0,7722;0,9825;0,842;0,8582;0,524;0,4058;0,2259;0,0562;0,0051;0,0009;0,0006;0,0004;0,0004;0,0004
6;parcialmente_nublado;0,001;0,0009;0,0012;0,0012;0,0008;0,0044;0,0459;0,2104;0,4189;0,5536;0,9976;0,9228;0,7803;0,7522;0,5619;0,3969;0,1862;0,0548;0,0043;0,0008;0,0007;0,0003;0,0003;0,0004
7;parcialmente_nublado;0,001;0,0008;0,001;0,001;0,0007;0,0042;0,0528;0,196;0,4706;0,6514;0,8029;0,6995;0,7584;0,8868;0,4811;0,2854;0,1758;0,0619;0,0047;0,0006;0,0005;0,0004;0,0004;0,0004
8;parcialmente_nublado;0,0012;0,0008;0,0012;0,0012;0,0006;0,0048;0,0482;0,174;0,4435;0,4986;0,6087;0,8097;0,7781;0,7724;0,4818;0,3479;0,1703;0,0626;0,0046;0,0008;0,0004;0,0004;0,0004;0,0005
9;parcialmente_nublado;0,001;0,0009;0,0013;0,0013;0,0007;0,0036;0,0499;0,1674;0,3892;0,7151;0,6878;0,9079;0,9753;0,7779;0,5008;0,3971;0,1916;0,0527;0,006;0,0008;0,0006;0,0003;0,0003;0,0003
10;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0133;0,0888;0,2556;0,4629;0,615;0,6621;0,6818;0,6126;0,7637;0,4518;0,3717;0,1928;0,045;0,0044;0,0;0,0002;0,0016;0,0015;0,0017
11;parcialmente_nublado;0,001;0,001;0,001;0,001;0,0009;0,0051;0,0496;0,2179;0,33;0,6738;0,7063;0,8124;1,0;0,9961;0,6076;0,3935;0,2282;0,0554;0,0054;0,0007;0,0005;0,0004;0,0004;0,0005
12;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,003;0,0518;0,1758;0,4272;0,6074;0,7715;1,0;0,9792;0,9166;0,7209;0,4594;0,2592;0,054;0,0019;0,0003;0,0;0,0;0,0;0,0001
13;parcialmente_nublado;0,0011;0,001;0,0013;0,0014;0,0009;0,0039;0,059;0,1852;0,4471;0,5193;0,76;0,9379;0,8557;0,7179;0,6339;0,3325;0,2077;0,0571;0,0046;0,0007;0,0005;0,0004;0,0004;0,0004
14;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0375;0,2054;0,3915;0,5608;0,8321;1,0;1,0;1,0;0,678;0,5028;0,2289;0,0493;0,0021;0,0003;0,0;0,0;0,0;0,0001
15;parcialmente_nublado;0,001;0,0009;0,001;0,001;0,0009;0,004;0,0552;0,1663;0,4516;0,5039;0,7087;0,9954;0,6551;0,6213;0,5808;0,382;0,1924;0,0438;0,0036;0,0007;0,0006;0,0004;0,0004;0,0004
16;parcialmente_nublado;0,0008;0,0009;0,0012;0,0011;0,0008;0,0046;0,0523;0,2083;0,4015;0,6279;0,8211;0,8491;0,8741;0,8405;0,5754;0,3398;0,2385;0,0491;0,0051;0,0008;0,0007;0,0004;0,0004;0,0004
17;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0035;0,0495;0,1824;0,4605;0,7792;0,7196;0,9752;1,0;0,8467;0,8519;0,4019;0,2333;0,0425;0,0022;0,0003;0,0;0,0;0,0;0,0001
18;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0139;0,1075;0,2025;0,379;0,4482;0,5518;0,7793;0,6041;0,6727;0,4752;0,2677;0,1709;0,0565;0,005;0,0;0,0002;0,0013;0,0018;0,0018
19;parcialmente_nublado;0,0008;0,001;0,0011;0,0012;0,0007;0,0042;0,0547;0,1766;0,4724;0,5804;0,8901;0,7233;0,8211;0,6743;0,5233;0,4327;0,2319;0,0532;0,0058;0,0007;0,0005;0,0005;0,0005;0,0004
20;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0031;0,0384;0,208;0,4645;0,6113;0,7695;1,0;0,6126;1,0;0,8474;0,4278;0,1916;0,0463;0,0019;0,0003;0,0;0,0;0,0;0,0001
21;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0132;0,0887;0,2702;0,4121;0,5599;0,6948;0,6025;0,6357;0,6732;0,5481;0,3614;0,1974;0,0486;0,0033;0,0;0,0002;0,0013;0,0016;0,0019
22;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0101;0,0907;0,2565;0,4462;0,619;0,6756;0,6523;0,763;0,6645;0,5326;0,3312;0,2042;0,0494;0,0033;0,0;0,0002;0,0015;0,0018;0,0018
