id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;1;6;193,94;420,96;2,171
1;parcialmente_nublado;2;25;173,94;187,16;1,076
1;parcialmente_nublado;3;15;76,83;404,88;5,27
1;parcialmente_nublado;4;16;87,94;113,3;1,288
1;parcialmente_nublado;5;8;94,53;453,58;4,798
1;parcialmente_nublado;6;22;105,11;388,26;3,694
1;parcialmente_nublado;7;21;223,82;182,22;0,814
1;parcialmente_nublado;8;4;95,59;383,88;4,016
1;parcialmente_nublado;9;25;69,3;310,33;4,478
1;parcialmente_nublado;10;29;166,69;247,19;1,483
1;parcialmente_nublado;11;9;218,35;471,6;2,16
1;parcialmente_nublado;12;3;205,22;465,31;2,267
1;parcialmente_nublado;13;15;104,8;277,44;2,647
1;parcialmente_nublado;14;10;227,81;130,37;0,572
1;parcialmente_nublado;15;15;110,41;151,93;1,376
1;parcialmente_nublado;16;1;204,41;393,83;1,927
1;parcialmente_nublado;17;12;121,0;331,01;2,736
1;parcialmente_nublado;18;19;115,0;191,85;1,668
2;parcialmente_nublado;1;30;110,15;149,63;1,358
2;parcialmente_nublado;2;32;85,28;277,43;3,253
2;parcialmente_nublado;3;28;80,41;294,71;3,665
2;parcialmente_nublado;4;23;102,71;181,65;1,769
2;parcialmente_nublado;5;31;80,56;391,59;4,861
2;parcialmente_nublado;6;14;104,68;359,73;3,436
2;parcialmente_nublado;7;28;159,37;496,24;3,114
2;parcialmente_nublado;8;10;85,62;204,09;2,384
2;parcialmente_nublado;9;23;221,0;231,75;1,049
2;parcialmente_nublado;10;32;101,5;293,8;2,895
2;parcialmente_nublado;11;1;101,96;417,04;4,09
2;parcialmente_nublado;12;1;122,3;331,94;2,714
2;parcialmente_nublado;13;32;235,01;321,82;1,369
2;parcialmente_nublado;14;25;214,57;452,7;2,11
2;parcialmente_nublado;15;34;190,35;258,47;1,358
2;parcialmente_nublado;16;29;143,62;448,93;3,126
2;parcialmente_nublado;17;14;237,83;149,43;0,628
2;parcialmente_nublado;18;21;86,11;448,5;5,208
3;nublado;1;10;200,2;443,79;2,217
