id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;ceu_aberto;90,0;7;1980,0;18
2;parcialmente_nublado;90,0;6;1980,0;18
3;nublado;90,0;5;1980,0;18
4;ceu_aberto;90,0;5;1980,0;18
5;parcialmente_nublado;90,0;8;1980,0;18
6;parcialmente_nublado;90,0;8;1980,0;18
7;parcialmente_nublado;90,0;7;1980,0;18
8;parcialmente_nublado;90,0;7;1980,0;18
9;parcialmente_nublado;90,0;5;1980,0;18
10;nublado;90,0;8;1980,0;18
11;parcialmente_nublado;90,0;6;1980,0;18
12;ceu_aberto;90,0;9;1980,0;18
13;parcialmente_nublado;90,0;5;1980,0;18
14;ceu_aberto;90,0;7;1980,0;18
15;parcialmente_nublado;90,0;4;1980,0;18
16;parcialmente_nublado;90,0;7;1980,0;18
17;ceu_aberto;90,0;4;1980,0;18
18;nublado;90,0;5;1980,0;18
19;parcialmente_nublado;90,0;7;1980,0;18
20;ceu_aberto;90,0;5;1980,0;18
21;nublado;90,0;5;1980,0;18
22;nublado;90,0;7;1980,0;18
23;nublado;90,0;6;1980,0;18
24;ceu_aberto;90,0;7;1980,0;18
25;nublado;90,0;6;1980,0;18
26;parcialmente_nublado;90,0;6;1980,0;18
27;ceu_aberto;90,0;4;1980,0;18
28;parcialmente_nublado;90,0;6;1980,0;18
29;ceu_aberto;90,0;6;1980,0;18
30;parcialmente_nublado;90,0;5;1980,0;18
31;nublado;90,0;8;1980,0;18
32;parcialmente_nublado;90,0;10;1980,0;18
33;parcialmente_nublado;90,0;7;1980,0;18
34;nublado;90,0;6;1980,0;18
35;parcialmente_nublado;90,0;4;1980,0;18
36;ceu_aberto;90,0;7;1980,0;18
37;ceu_aberto;90,0;5;1980,0;18
38;nublado;90,0;7;1980,0;18
39;nublado;90,0;7;1980,0;18
40;nublado;90,0;5;1980,0;18
41;nublado;90,0;7;1980,0;18
42;ceu_aberto;90,0;10;1980,0;18
43;parcialmente_nublado;90,0;5;1980,0;18
44;ceu_aberto;90,0;7;1980,0;18
45;nublado;90,0;6;1980,0;18
46;nublado;90,0;5;1980,0;18
47;nublado;90,0;7;1980,0;18
48;parcialmente_nublado;90,0;5;1980,0;18
49;nublado;90,0;4;1980,0;18
50;ceu_aberto;90,0;5;1980,0;18
