id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;parcialmente_nublado;1;21;650,0
1;parcialmente_nublado;2;26;500,0
1;parcialmente_nublado;3;34;300,0
1;parcialmente_nublado;4;18;142,1
2;parcialmente_nublado;1;15;750,0
2;parcialmente_nublado;2;18;300,0
2;parcialmente_nublado;3;34;150,0
2;parcialmente_nublado;4;27;392,1
3;nublado;1;14;550,0
3;nublado;2;29;150,0
3;nublado;3;30;700,0
3;nublado;4;28;192,1
4;ceu_aberto;1;34;200,0
4;ceu_aberto;2;20;100,0
4;ceu_aberto;3;15;800,0
4;ceu_aberto;4;25;492,1
5;nublado;1;24;500,0
5;nublado;2;15;100,0
5;nublado;3;26;400,0
5;nublado;4;4;592,1
6;nublado;1;20;950,0
6;nublado;2;13;600,0
6;nublado;3;13;42,1
7;ceu_aberto;1;29;750,0
7;ceu_aberto;2;27;800,0
7;ceu_aberto;3;32;42,1
8;ceu_aberto;1;27;350,0
8;ceu_aberto;2;1;450,0
8;ceu_aberto;3;18;450,0
8;ceu_aberto;4;26;342,1
9;nublado;1;27;300,0
9;nublado;2;7;450,0
9;nublado;3;23;450,0
9;nublado;4;29;100,0
9;nublado;5;3;200,0
9;nublado;6;20;92,1
10;nublado;1;4;550,0
10;nublado;2;10;50,0
10;nublado;3;24;250,0
10;nublado;4;33;450,0
10;nublado;5;11;250,0
10;nublado;6;14;42,1
11;parcialmente_nublado;1;16;350,0
11;parcialmente_nublado;2;27;300,0
11;parcialmente_nublado;3;11;400,0
11;parcialmente_nublado;4;29;50,0
11;parcialmente_nublado;5;5;50,0
11;parcialmente_nublado;6;3;50,0
11;parcialmente_nublado;7;32;392,1
12;ceu_aberto;1;5;50,0
12;ceu_aberto;2;23;600,0
12;ceu_aberto;3;7;250,0
12;ceu_aberto;4;23;150,0
12;ceu_aberto;5;11;542,1
13;nublado;1;18;700,0
13;nublado;2;3;250,0
13;nublado;3;10;100,0
13;nublado;4;26;150,0
13;nublado;5;6;392,1
14;parcialmente_nublado;1;31;850,0
14;parcialmente_nublado;2;24;600,0
14;parcialmente_nublado;3;6;142,1
15;ceu_aberto;1;32;500,0
15;ceu_aberto;2;12;200,0
15;ceu_aberto;3;30;100,0
15;ceu_aberto;4;34;550,0
15;ceu_aberto;5;10;50,0
15;ceu_aberto;6;13;192,1
16;nublado;1;23;400,0
16;nublado;2;27;150,0
16;nublado;3;5;100,0
16;nublado;4;8;100,0
16;nublado;5;17;100,0
16;nublado;6;15;350,0
16;nublado;7;9;200,0
16;nublado;8;32;100,0
16;nublado;9;12;92,1
17;nublado;1;32;150,0
17;nublado;2;22;50,0
17;nublado;3;23;550,0
17;nublado;4;31;200,0
17;nublado;5;29;550,0
17;nublado;6;4;92,1
18;ceu_aberto;1;3;800,0
18;ceu_aberto;2;18;150,0
18;ceu_aberto;3;17;150,0
18;ceu_aberto;4;34;492,1
19;parcialmente_nublado;1;31;700,0
19;parcialmente_nublado;2;11;750,0
19;parcialmente_nublado;3;31;142,1
20;ceu_aberto;1;13;100,0
20;ceu_aberto;2;11;200,0
20;ceu_aberto;3;15;250,0
20;ceu_aberto;4;23;200,0
20;ceu_aberto;5;26;150,0
20;ceu_aberto;6;1;250,0
20;ceu_aberto;7;33;442,1
21;parcialmente_nublado;1;2;500,0
21;parcialmente_nublado;2;25;350,0
21;parcialmente_nublado;3;8;650,0
21;parcialmente_nublado;4;6;92,1
22;parcialmente_nublado;1;29;350,0
22;parcialmente_nublado;2;4;350,0
22;parcialmente_nublado;3;1;400,0
22;parcialmente_nublado;4;5;200,0
22;parcialmente_nublado;5;28;292,1
23;ceu_aberto;1;8;250,0
23;ceu_aberto;2;21;450,0
23;ceu_aberto;3;17;150,0
23;ceu_aberto;4;3;742,1
24;ceu_aberto;1;24;500,0
24;ceu_aberto;2;11;350,0
24;ceu_aberto;3;5;300,0
24;ceu_aberto;4;24;300,0
24;ceu_aberto;5;9;142,1
25;nublado;1;23;450,0
25;nublado;2;31;150,0
25;nublado;3;17;200,0
25;nublado;4;34;200,0
25;nublado;5;22;100,0
25;nublado;6;22;492,1
26;ceu_aberto;1;8;150,0
26;ceu_aberto;2;25;850,0
26;ceu_aberto;3;26;500,0
26;ceu_aberto;4;32;50,0
26;ceu_aberto;5;7;42,1
27;nublado;1;9;200,0
27;nublado;2;19;850,0
27;nublado;3;4;200,0
27;nublado;4;8;342,1
28;parcialmente_nublado;1;32;250,0
28;parcialmente_nublado;2;31;250,0
28;parcialmente_nublado;3;32;250,0
28;parcialmente_nublado;4;9;100,0
28;parcialmente_nublado;5;14;200,0
28;parcialmente_nublado;6;26;350,0
28;parcialmente_nublado;7;20;100,0
28;parcialmente_nublado;8;18;50,0
28;parcialmente_nublado;9;33;42,1
29;parcialmente_nublado;1;22;600,0
29;parcialmente_nublado;2;21;992,1
30;nublado;1;11;250,0
30;nublado;2;29;550,0
30;nublado;3;17;450,0
30;nublado;4;17;342,1
31;nublado;1;2;450,0
31;nublado;2;9;500,0
31;nublado;3;31;642,1
32;ceu_aberto;1;16;600,0
32;ceu_aberto;2;3;500,0
32;ceu_aberto;3;11;400,0
32;ceu_aberto;4;18;92,1
33;nublado;1;24;800,0
33;nublado;2;7;350,0
33;nublado;3;10;350,0
33;nublado;4;7;92,1
34;nublado;1;32;250,0
34;nublado;2;13;150,0
34;nublado;3;12;100,0
34;nublado;4;19;100,0
34;nublado;5;17;50,0
34;nublado;6;30;800,0
34;nublado;7;24;142,1
35;parcialmente_nublado;1;22;400,0
35;parcialmente_nublado;2;33;150,0
35;parcialmente_nublado;3;30;100,0
35;parcialmente_nublado;4;16;550,0
35;parcialmente_nublado;5;24;392,1
36;nublado;1;2;450,0
36;nublado;2;9;700,0
36;nublado;3;28;250,0
36;nublado;4;23;192,1
37;parcialmente_nublado;1;20;350,0
37;parcialmente_nublado;2;8;550,0
37;parcialmente_nublado;3;23;150,0
37;parcialmente_nublado;4;21;542,1
38;ceu_aberto;1;11;300,0
38;ceu_aberto;2;8;50,0
38;ceu_aberto;3;30;250,0
38;ceu_aberto;4;3;50,0
38;ceu_aberto;5;21;300,0
38;ceu_aberto;6;7;450,0
38;ceu_aberto;7;2;192,1
39;ceu_aberto;1;2;100,0
39;ceu_aberto;2;16;300,0
39;ceu_aberto;3;18;650,0
39;ceu_aberto;4;13;542,1
40;nublado;1;7;50,0
40;nublado;2;3;400,0
40;nublado;3;2;50,0
40;nublado;4;19;800,0
40;nublado;5;2;292,1
41;parcialmente_nublado;1;22;400,0
41;parcialmente_nublado;2;29;500,0
41;parcialmente_nublado;3;5;350,0
41;parcialmente_nublado;4;14;300,0
41;parcialmente_nublado;5;10;42,1
42;nublado;1;29;300,0
42;nublado;2;24;450,0
42;nublado;3;17;350,0
42;nublado;4;3;300,0
42;nublado;5;20;192,1
43;nublado;1;34;250,0
43;nublado;2;6;450,0
43;nublado;3;21;400,0
43;nublado;4;13;450,0
43;nublado;5;21;42,1
44;parcialmente_nublado;1;34;550,0
44;parcialmente_nublado;2;3;50,0
44;parcialmente_nublado;3;23;550,0
44;parcialmente_nublado;4;2;200,0
44;parcialmente_nublado;5;17;100,0
44;parcialmente_nublado;6;28;142,1
45;nublado;1;2;400,0
45;nublado;2;10;500,0
45;nublado;3;27;50,0
45;nublado;4;2;642,1
46;parcialmente_nublado;1;15;550,0
46;parcialmente_nublado;2;31;400,0
46;parcialmente_nublado;3;15;600,0
46;parcialmente_nublado;4;7;42,1
47;parcialmente_nublado;1;6;350,0
47;parcialmente_nublado;2;6;400,0
47;parcialmente_nublado;3;19;150,0
47;parcialmente_nublado;4;4;200,0
47;parcialmente_nublado;5;26;50,0
47;parcialmente_nublado;6;27;442,1
48;nublado;1;18;550,0
48;nublado;2;27;250,0
48;nublado;3;17;450,0
48;nublado;4;34;342,1
49;ceu_aberto;1;23;50,0
49;ceu_aberto;2;9;250,0
49;ceu_aberto;3;6;750,0
49;ceu_aberto;4;20;400,0
49;ceu_aberto;5;1;142,1
50;nublado;1;32;400,0
50;nublado;2;4;150,0
50;nublado;3;21;500,0
50;nublado;4;25;150,0
50;nublado;5;19;100,0
50;nublado;6;11;292,1
