id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;860;137,8;486,75;3,532
1;parcialmente_nublado;840;107,53;386,01;3,59
1;parcialmente_nublado;844;119,02;357,11;3,0
1;parcialmente_nublado;848;132,29;524,41;3,964
1;parcialmente_nublado;890;122,51;294,09;2,401
2;ceu_aberto;860;138,08;445,95;3,23
2;ceu_aberto;840;120,88;251,68;2,082
2;ceu_aberto;844;127,79;261,85;2,049
2;ceu_aberto;848;107,32;339,73;3,166
2;ceu_aberto;890;125,08;494,74;3,955
3;parcialmente_nublado;860;114,82;451,19;3,93
3;parcialmente_nublado;840;122,34;412,51;3,372
3;parcialmente_nublado;844;128,37;467,53;3,642
3;parcialmente_nublado;848;122,15;263,64;2,158
3;parcialmente_nublado;890;131,47;268,07;2,039
4;ceu_aberto;860;136,48;389,64;2,855
4;ceu_aberto;840;125,51;313,08;2,494
4;ceu_aberto;844;123,04;395,75;3,216
4;ceu_aberto;848;119,32;278,92;2,338
4;ceu_aberto;890;114,79;291,43;2,539
5;nublado;860;135,39;539,14;3,982
5;nublado;840;138,45;539,22;3,895
5;nublado;844;116,15;286,17;2,464
5;nublado;848;116,97;451,25;3,858
5;nublado;890;112,19;354,23;3,157
6;parcialmente_nublado;860;139,15;390,65;2,807
6;parcialmente_nublado;840;119,04;467,19;3,925
6;parcialmente_nublado;844;117,77;262,54;2,229
6;parcialmente_nublado;848;110,77;250,57;2,262
6;parcialmente_nublado;890;132,42;528,38;3,99
7;ceu_aberto;860;135,68;425,72;3,138
7;ceu_aberto;840;127,09;282,35;2,222
7;ceu_aberto;844;126,37;320,06;2,533
7;ceu_aberto;848;118,73;325,83;2,744
7;ceu_aberto;890;111,28;396,88;3,566
8;nublado;860;121,04;272,9;2,255
8;nublado;840;137,84;297,03;2,155
8;nublado;844;121,01;418,94;3,462
8;nublado;848;128,59;446,6;3,473
8;nublado;890;110,67;253,94;2,295
9;nublado;860;122,64;413,97;3,375
9;nublado;840;126,56;432,74;3,419
9;nublado;844;127,61;276,71;2,168
9;nublado;848;125,06;448,63;3,587
9;nublado;890;117,28;235,63;2,009
10;nublado;860;130,08;435,52;3,348
10;nublado;840;131,29;302,62;2,305
10;nublado;844;116,58;321,82;2,761
10;nublado;848;119,06;269,07;2,26
10;nublado;890;122,14;262,24;2,147
11;nublado;860;139,48;320,0;2,294
11;nublado;840;136,5;356,15;2,609
11;nublado;844;127,41;479,1;3,76
11;nublado;848;115,75;458,05;3,957
11;nublado;890;100,01;313,48;3,134
12;parcialmente_nublado;860;130,71;504,69;3,861
12;parcialmente_nublado;840;120,7;364,36;3,019
12;parcialmente_nublado;844;102,25;236,41;2,312
12;parcialmente_nublado;848;122,84;327,1;2,663
12;parcialmente_nublado;890;142,65;308,87;2,165
13;parcialmente_nublado;860;118,16;422,45;3,575
13;parcialmente_nublado;840;128,75;432,58;3,36
13;parcialmente_nublado;844;121,57;337,88;2,779
13;parcialmente_nublado;848;131,97;417,94;3,167
13;parcialmente_nublado;890;118,7;298,33;2,513
14;ceu_aberto;860;115,69;254,8;2,202
14;ceu_aberto;840;117,52;264,13;2,248
14;ceu_aberto;844;126,01;396,65;3,148
14;ceu_aberto;848;141,29;417,06;2,952
14;ceu_aberto;890;118,63;291,4;2,456
15;ceu_aberto;860;125,28;388,09;3,098
15;ceu_aberto;840;120,39;353,45;2,936
15;ceu_aberto;844;124,59;275,53;2,211
15;ceu_aberto;848;122,81;471,31;3,838
15;ceu_aberto;890;126,07;395,73;3,139
16;parcialmente_nublado;860;140,22;299,42;2,135
16;parcialmente_nublado;840;116,02;447,66;3,858
16;parcialmente_nublado;844;116,64;324,19;2,779
16;parcialmente_nublado;848;127,66;447,87;3,508
16;parcialmente_nublado;890;118,6;365,55;3,082
17;ceu_aberto;860;123,93;277,56;2,24
17;ceu_aberto;840;131,4;296,99;2,26
17;ceu_aberto;844;125,97;489,49;3,886
17;ceu_aberto;848;127,45;372,72;2,924
17;ceu_aberto;890;110,41;354,05;3,207
18;nublado;860;101,84;299,55;2,941
18;nublado;840;130,64;474,17;3,63
18;nublado;844;134,59;328,43;2,44
18;nublado;848;135,23;527,72;3,902
18;nublado;890;116,85;372,82;3,191
19;nublado;860;133,53;450,56;3,374
19;nublado;840;118,48;347,01;2,929
19;nublado;844;115,9;394,01;3,4
19;nublado;848;131,01;292,03;2,229
19;nublado;890;120,23;346,02;2,878
20;parcialmente_nublado;860;114,88;262,22;2,283
20;parcialmente_nublado;840;125,22;285,71;2,282
20;parcialmente_nublado;844;126,91;341,56;2,691
20;parcialmente_nublado;848;124,86;360,87;2,89
20;parcialmente_nublado;890;127,28;336,1;2,641
21;ceu_aberto;860;126,17;310,9;2,464
21;ceu_aberto;840;104,11;327,22;3,143
21;ceu_aberto;844;131,33;288,15;2,194
21;ceu_aberto;848;135,47;350,71;2,589
21;ceu_aberto;890;122,07;434,84;3,562
22;ceu_aberto;860;120,66;268,66;2,227
22;ceu_aberto;840;129,48;410,29;3,169
22;ceu_aberto;844;120,23;423,06;3,519
22;ceu_aberto;848;129,58;260,24;2,008
22;ceu_aberto;890;119,21;424,03;3,557
23;nublado;860;115,66;286,18;2,474
23;nublado;840;138,42;425,12;3,071
23;nublado;844;110,15;276,27;2,508
23;nublado;848;124,58;312,31;2,507
23;nublado;890;130,35;516,46;3,962
24;ceu_aberto;860;122,52;372,98;3,044
24;ceu_aberto;840;123,25;265,27;2,152
24;ceu_aberto;844;127,53;323,09;2,533
24;ceu_aberto;848;122,56;461,52;3,766
24;ceu_aberto;890;123,29;357,48;2,9
25;ceu_aberto;860;122,55;257,33;2,1
25;ceu_aberto;840;132,66;361,23;2,723
25;ceu_aberto;844;115,23;380,21;3,3
25;ceu_aberto;848;131,13;354,29;2,702
25;ceu_aberto;890;117,58;452,91;3,852
26;nublado;860;137,78;410,05;2,976
26;nublado;840;117,95;277,73;2,355
26;nublado;844;117,02;344,98;2,948
26;nublado;848;134,82;376,08;2,789
26;nublado;890;111,57;325,96;2,922
27;nublado;860;119,38;278,82;2,336
27;nublado;840;125,48;487,69;3,887
27;nublado;844;142,99;469,57;3,284
27;nublado;848;124,92;380,62;3,047
27;nublado;890;106,39;378,98;3,562
28;ceu_aberto;860;102,14;287,84;2,818
28;ceu_aberto;840;127,39;387,17;3,039
28;ceu_aberto;844;136,61;379,83;2,78
28;ceu_aberto;848;120,61;358,87;2,975
28;ceu_aberto;890;132,4;327,15;2,471
29;parcialmente_nublado;860;100,97;290,68;2,879
29;parcialmente_nublado;840;143,25;505,51;3,529
29;parcialmente_nublado;844;112,72;342,77;3,041
29;parcialmente_nublado;848;126,12;338,69;2,685
29;parcialmente_nublado;890;136,08;474,32;3,486
30;parcialmente_nublado;860;134,9;364,93;2,705
30;parcialmente_nublado;840;140,21;314,44;2,243
30;parcialmente_nublado;844;122,8;350,2;2,852
30;parcialmente_nublado;848;118,7;351,24;2,959
30;parcialmente_nublado;890;102,54;402,38;3,924
31;nublado;860;117,89;432,57;3,669
31;nublado;840;142,17;293,13;2,062
31;nublado;844;125,96;367,48;2,917
31;nublado;848;120,64;347,3;2,879
31;nublado;890;112,49;287,14;2,553
32;parcialmente_nublado;860;133,7;501,85;3,754
32;parcialmente_nublado;840;133,17;406,32;3,051
32;parcialmente_nublado;844;132,44;358,88;2,71
32;parcialmente_nublado;848;112,77;285,95;2,536
32;parcialmente_nublado;890;107,07;251,24;2,347
33;nublado;860;117,08;460,71;3,935
33;nublado;840;126,19;483,01;3,828
33;nublado;844;127,83;299,23;2,341
33;nublado;848;118,08;400,05;3,388
33;nublado;890;129,98;517,47;3,981
34;parcialmente_nublado;860;132,17;498,22;3,77
34;parcialmente_nublado;840;129,27;513,25;3,97
34;parcialmente_nublado;844;134,01;458,62;3,422
34;parcialmente_nublado;848;109,67;346,11;3,156
34;parcialmente_nublado;890;114,04;414,82;3,637
35;nublado;860;118,16;317,2;2,684
35;nublado;840;94,27;262,57;2,785
35;nublado;844;140,85;434,47;3,085
35;nublado;848;129,24;360,11;2,786
35;nublado;890;136,62;423,47;3,1
36;parcialmente_nublado;860;122,81;289,44;2,357
36;parcialmente_nublado;840;133,19;373,96;2,808
36;parcialmente_nublado;844;135,44;521,03;3,847
36;parcialmente_nublado;848;125,69;337,37;2,684
36;parcialmente_nublado;890;102,02;379,59;3,721
37;ceu_aberto;860;120,55;415,24;3,445
37;ceu_aberto;840;127,16;376,36;2,96
37;ceu_aberto;844;113,19;442,11;3,906
37;ceu_aberto;848;119,39;320,54;2,685
37;ceu_aberto;890;138,85;412,15;2,968
38;ceu_aberto;860;130,17;454,07;3,488
38;ceu_aberto;840;127,37;495,38;3,889
38;ceu_aberto;844;121,59;268,14;2,205
38;ceu_aberto;848;111,7;415,31;3,718
38;ceu_aberto;890;128,32;289,55;2,256
39;ceu_aberto;860;155,74;368,86;2,368
39;ceu_aberto;840;108,73;379,84;3,493
39;ceu_aberto;844;133,09;358,06;2,69
39;ceu_aberto;848;105,91;384,61;3,631
39;ceu_aberto;890;115,67;351,03;3,035
40;parcialmente_nublado;860;139,56;361,28;2,589
40;parcialmente_nublado;840;100,37;306,8;3,057
40;parcialmente_nublado;844;133,84;311,59;2,328
40;parcialmente_nublado;848;132,93;511,26;3,846
40;parcialmente_nublado;890;112,44;408,86;3,636
41;ceu_aberto;860;118,64;317,36;2,675
41;ceu_aberto;840;115,34;404,31;3,505
41;ceu_aberto;844;106,02;373,95;3,527
41;ceu_aberto;848;139,0;325,24;2,34
41;ceu_aberto;890;140,16;334,41;2,386
