id_realizacao;tipo_dia;barra;potencia_kw
1;ceu_aberto;818;550,0
1;ceu_aberto;856;350,0
1;ceu_aberto;826;800,0
1;ceu_aberto;844;100,0
1;ceu_aberto;860;500,0
1;ceu_aberto;834;100,0
1;ceu_aberto;824;300,0
1;ceu_aberto;858;200,0
1;ceu_aberto;888;150,0
1;ceu_aberto;822;250,0
2;parcialmente_nublado;890;650,0
2;parcialmente_nublado;846;850,0
2;parcialmente_nublado;844;300,0
2;parcialmente_nublado;800;700,0
2;parcialmente_nublado;838;600,0
2;parcialmente_nublado;814;200,0
3;nublado;860;100,0
3;nublado;844;150,0
3;nublado;832;750,0
3;nublado;828;150,0
3;nublado;826;200,0
3;nublado;854;550,0
3;nublado;808;300,0
3;nublado;856;150,0
3;nublado;858;350,0
3;nublado;842;150,0
3;nublado;862;100,0
3;nublado;818;350,0
4;parcialmente_nublado;860;650,0
4;parcialmente_nublado;846;200,0
4;parcialmente_nublado;888;800,0
4;parcialmente_nublado;890;450,0
4;parcialmente_nublado;832;550,0
4;parcialmente_nublado;850;450,0
4;parcialmente_nublado;812;200,0
5;nublado;842;300,0
5;nublado;824;950,0
5;nublado;800;350,0
5;nublado;836;350,0
5;nublado;802;600,0
5;nublado;830;350,0
5;nublado;858;150,0
5;nublado;826;200,0
5;nublado;838;50,0
6;nublado;816;450,0
6;nublado;800;300,0
6;nublado;838;200,0
6;nublado;810;750,0
6;nublado;824;800,0
6;nublado;860;100,0
6;nublado;818;600,0
6;nublado;814;100,0
7;nublado;824;200,0
7;nublado;820;50,0
7;nublado;812;250,0
7;nublado;822;250,0
7;nublado;850;400,0
7;nublado;818;750,0
7;nublado;814;700,0
7;nublado;816;250,0
7;nublado;852;450,0
8;parcialmente_nublado;830;400,0
8;parcialmente_nublado;860;150,0
8;parcialmente_nublado;846;350,0
8;parcialmente_nublado;832;550,0
8;parcialmente_nublado;842;850,0
8;parcialmente_nublado;854;650,0
8;parcialmente_nublado;818;300,0
8;parcialmente_nublado;848;50,0
9;parcialmente_nublado;852;100,0
9;parcialmente_nublado;822;500,0
9;parcialmente_nublado;832;550,0
9;parcialmente_nublado;888;400,0
9;parcialmente_nublado;810;650,0
9;parcialmente_nublado;890;50,0
9;parcialmente_nublado;842;550,0
9;parcialmente_nublado;836;250,0
9;parcialmente_nublado;830;250,0
10;ceu_aberto;854;350,0
10;ceu_aberto;850;750,0
10;ceu_aberto;890;950,0
10;ceu_aberto;806;50,0
10;ceu_aberto;828;150,0
10;ceu_aberto;846;650,0
10;ceu_aberto;860;100,0
10;ceu_aberto;842;300,0
11;nublado;826;450,0
11;nublado;832;550,0
11;nublado;842;800,0
11;nublado;824;50,0
11;nublado;818;300,0
11;nublado;850;450,0
11;nublado;858;450,0
11;nublado;808;250,0
12;ceu_aberto;836;900,0
12;ceu_aberto;818;300,0
12;ceu_aberto;862;750,0
12;ceu_aberto;854;900,0
12;ceu_aberto;808;50,0
12;ceu_aberto;816;400,0
13;parcialmente_nublado;856;350,0
13;parcialmente_nublado;842;800,0
13;parcialmente_nublado;818;150,0
13;parcialmente_nublado;808;200,0
13;parcialmente_nublado;848;150,0
13;parcialmente_nublado;830;550,0
13;parcialmente_nublado;846;450,0
13;parcialmente_nublado;858;400,0
13;parcialmente_nublado;824;250,0
14;nublado;826;450,0
14;nublado;858;850,0
14;nublado;828;200,0
14;nublado;822;200,0
14;nublado;836;200,0
14;nublado;818;200,0
14;nublado;812;900,0
14;nublado;824;300,0
15;ceu_aberto;822;150,0
15;ceu_aberto;828;800,0
15;ceu_aberto;862;400,0
15;ceu_aberto;844;800,0
15;ceu_aberto;850;850,0
15;ceu_aberto;848;300,0
16;ceu_aberto;802;150,0
16;ceu_aberto;822;500,0
16;ceu_aberto;806;600,0
16;ceu_aberto;814;50,0
16;ceu_aberto;832;350,0
16;ceu_aberto;834;250,0
16;ceu_aberto;838;300,0
16;ceu_aberto;826;100,0
16;ceu_aberto;890;650,0
16;ceu_aberto;808;350,0
17;parcialmente_nublado;828;450,0
17;parcialmente_nublado;800;800,0
17;parcialmente_nublado;856;50,0
17;parcialmente_nublado;824;600,0
17;parcialmente_nublado;810;50,0
17;parcialmente_nublado;836;700,0
17;parcialmente_nublado;830;550,0
17;parcialmente_nublado;806;100,0
18;nublado;844;400,0
18;nublado;846;200,0
18;nublado;852;450,0
18;nublado;858;100,0
18;nublado;890;50,0
18;nublado;850;400,0
18;nublado;854;700,0
18;nublado;828;200,0
18;nublado;888;600,0
18;nublado;800;50,0
18;nublado;826;150,0
19;nublado;810;600,0
19;nublado;830;350,0
19;nublado;848;150,0
19;nublado;818;350,0
19;nublado;828;800,0
19;nublado;844;100,0
19;nublado;802;700,0
19;nublado;852;50,0
19;nublado;888;200,0
20;ceu_aberto;814;550,0
20;ceu_aberto;848;600,0
20;ceu_aberto;808;500,0
20;ceu_aberto;818;400,0
20;ceu_aberto;812;500,0
20;ceu_aberto;836;750,0
21;nublado;848;50,0
21;nublado;854;100,0
21;nublado;828;350,0
21;nublado;820;200,0
21;nublado;806;350,0
21;nublado;830;150,0
21;nublado;802;200,0
21;nublado;814;200,0
21;nublado;858;400,0
21;nublado;846;100,0
21;nublado;862;150,0
21;nublado;824;200,0
21;nublado;812;300,0
21;nublado;832;300,0
21;nublado;842;150,0
21;nublado;838;100,0
22;nublado;844;400,0
22;nublado;846;100,0
22;nublado;862;350,0
22;nublado;812;200,0
22;nublado;834;250,0
22;nublado;842;250,0
22;nublado;816;250,0
22;nublado;858;100,0
22;nublado;838;550,0
22;nublado;836;250,0
22;nublado;826;100,0
22;nublado;808;100,0
22;nublado;814;250,0
22;nublado;830;150,0
23;ceu_aberto;836;500,0
23;ceu_aberto;820;400,0
23;ceu_aberto;848;50,0
23;ceu_aberto;842;50,0
23;ceu_aberto;806;500,0
23;ceu_aberto;826;450,0
23;ceu_aberto;852;50,0
23;ceu_aberto;858;500,0
23;ceu_aberto;890;100,0
23;ceu_aberto;816;500,0
23;ceu_aberto;854;200,0
24;ceu_aberto;828;600,0
24;ceu_aberto;802;350,0
24;ceu_aberto;834;200,0
24;ceu_aberto;888;1000,0
24;ceu_aberto;848;300,0
24;ceu_aberto;846;300,0
24;ceu_aberto;842;50,0
24;ceu_aberto;818;450,0
24;ceu_aberto;832;50,0
25;parcialmente_nublado;814;950,0
25;parcialmente_nublado;836;250,0
25;parcialmente_nublado;854;400,0
25;parcialmente_nublado;820;100,0
25;parcialmente_nublado;862;550,0
25;parcialmente_nublado;852;500,0
25;parcialmente_nublado;818;200,0
25;parcialmente_nublado;834;150,0
25;parcialmente_nublado;800;50,0
25;parcialmente_nublado;844;150,0
26;parcialmente_nublado;846;600,0
26;parcialmente_nublado;858;200,0
26;parcialmente_nublado;828;600,0
26;parcialmente_nublado;852;900,0
26;parcialmente_nublado;806;50,0
26;parcialmente_nublado;814;500,0
26;parcialmente_nublado;822;450,0
27;ceu_aberto;846;300,0
27;ceu_aberto;852;100,0
27;ceu_aberto;836;400,0
27;ceu_aberto;834;850,0
27;ceu_aberto;808;400,0
27;ceu_aberto;848;100,0
27;ceu_aberto;826;100,0
27;ceu_aberto;858;350,0
27;ceu_aberto;812;700,0
28;ceu_aberto;816;350,0
28;ceu_aberto;832;200,0
28;ceu_aberto;824;250,0
28;ceu_aberto;846;50,0
28;ceu_aberto;806;550,0
28;ceu_aberto;810;400,0
28;ceu_aberto;800;200,0
28;ceu_aberto;842;100,0
28;ceu_aberto;834;200,0
28;ceu_aberto;818;900,0
28;ceu_aberto;828;100,0
29;parcialmente_nublado;858;100,0
29;parcialmente_nublado;826;100,0
29;parcialmente_nublado;800;550,0
29;parcialmente_nublado;810;100,0
29;parcialmente_nublado;836;700,0
29;parcialmente_nublado;814;150,0
29;parcialmente_nublado;806;150,0
29;parcialmente_nublado;838;500,0
29;parcialmente_nublado;888;350,0
29;parcialmente_nublado;824;600,0
30;nublado;812;500,0
30;nublado;820;300,0
30;nublado;830;250,0
30;nublado;856;150,0
30;nublado;826;100,0
30;nublado;842;100,0
30;nublado;824;750,0
30;nublado;890;650,0
30;nublado;816;500,0
31;parcialmente_nublado;800;350,0
31;parcialmente_nublado;852;300,0
31;parcialmente_nublado;862;600,0
31;parcialmente_nublado;860;550,0
31;parcialmente_nublado;848;1000,0
31;parcialmente_nublado;820;500,0
32;ceu_aberto;888;100,0
32;ceu_aberto;856;350,0
32;ceu_aberto;850;50,0
32;ceu_aberto;826;850,0
32;ceu_aberto;832;300,0
32;ceu_aberto;810;50,0
32;ceu_aberto;802;650,0
32;ceu_aberto;848;650,0
32;ceu_aberto;808;300,0
33;ceu_aberto;816;450,0
33;ceu_aberto;814;150,0
33;ceu_aberto;860;350,0
33;ceu_aberto;818;250,0
33;ceu_aberto;842;600,0
33;ceu_aberto;862;50,0
33;ceu_aberto;824;50,0
33;ceu_aberto;822;850,0
33;ceu_aberto;812;350,0
33;ceu_aberto;800;50,0
33;ceu_aberto;852;150,0
34;nublado;830;650,0
34;nublado;846;200,0
34;nublado;816;500,0
34;nublado;826;300,0
34;nublado;828;200,0
34;nublado;852;100,0
34;nublado;862;500,0
34;nublado;838;50,0
34;nublado;814;250,0
34;nublado;836;450,0
34;nublado;850;100,0
35;ceu_aberto;832;300,0
35;ceu_aberto;808;450,0
35;ceu_aberto;848;150,0
35;ceu_aberto;836;550,0
35;ceu_aberto;890;300,0
35;ceu_aberto;852;100,0
35;ceu_aberto;816;300,0
35;ceu_aberto;888;300,0
35;ceu_aberto;818;200,0
35;ceu_aberto;814;50,0
35;ceu_aberto;830;600,0
36;ceu_aberto;852;50,0
36;ceu_aberto;858;150,0
36;ceu_aberto;806;750,0
36;ceu_aberto;816;900,0
36;ceu_aberto;826;250,0
36;ceu_aberto;800;400,0
36;ceu_aberto;844;300,0
36;ceu_aberto;818;100,0
36;ceu_aberto;808;400,0
37;nublado;860;150,0
37;nublado;830;650,0
37;nublado;846;100,0
37;nublado;828;400,0
37;nublado;852;200,0
37;nublado;816;600,0
37;nublado;832;800,0
37;nublado;890;300,0
37;nublado;842;100,0
38;nublado;850;50,0
38;nublado;838;300,0
38;nublado;852;200,0
38;nublado;844;100,0
38;nublado;860;450,0
38;nublado;822;200,0
38;nublado;846;300,0
38;nublado;834;250,0
38;nublado;808;200,0
38;nublado;888;50,0
38;nublado;820;750,0
38;nublado;848;300,0
38;nublado;836;150,0
39;nublado;852;700,0
39;nublado;862;500,0
39;nublado;850;250,0
39;nublado;810;400,0
39;nublado;838;500,0
39;nublado;832;200,0
39;nublado;814;150,0
39;nublado;800;150,0
39;nublado;830;100,0
39;nublado;854;350,0
40;nublado;828;250,0
40;nublado;848;900,0
40;nublado;832;750,0
40;nublado;890;450,0
40;nublado;830;300,0
40;nublado;806;600,0
40;nublado;810;50,0
41;parcialmente_nublado;820;400,0
41;parcialmente_nublado;850;650,0
41;parcialmente_nublado;862;150,0
41;parcialmente_nublado;824;100,0
41;parcialmente_nublado;832;50,0
41;parcialmente_nublado;816;300,0
41;parcialmente_nublado;806;550,0
41;parcialmente_nublado;846;350,0
41;parcialmente_nublado;818;150,0
41;parcialmente_nublado;852;600,0
42;parcialmente_nublado;888;450,0
42;parcialmente_nublado;836;500,0
42;parcialmente_nublado;858;700,0
42;parcialmente_nublado;860;150,0
42;parcialmente_nublado;890;550,0
42;parcialmente_nublado;826;700,0
42;parcialmente_nublado;818;150,0
42;parcialmente_nublado;848;100,0
43;ceu_aberto;862;700,0
43;ceu_aberto;832;350,0
43;ceu_aberto;850;100,0
43;ceu_aberto;824;150,0
43;ceu_aberto;816;1000,0
43;ceu_aberto;802;600,0
43;ceu_aberto;844;100,0
43;ceu_aberto;842;300,0
44;ceu_aberto;800;50,0
44;ceu_aberto;826;400,0
44;ceu_aberto;812;300,0
44;ceu_aberto;810;250,0
44;ceu_aberto;818;50,0
44;ceu_aberto;822;500,0
44;ceu_aberto;834;50,0
44;ceu_aberto;858;550,0
44;ceu_aberto;832;150,0
44;ceu_aberto;816;100,0
44;ceu_aberto;856;250,0
44;ceu_aberto;848;250,0
44;ceu_aberto;860;300,0
44;ceu_aberto;838;100,0
45;ceu_aberto;860;250,0
45;ceu_aberto;830;500,0
45;ceu_aberto;812;200,0
45;ceu_aberto;852;550,0
45;ceu_aberto;808;450,0
45;ceu_aberto;836;250,0
45;ceu_aberto;820;750,0
45;ceu_aberto;834;100,0
45;ceu_aberto;890;250,0
46;parcialmente_nublado;800;50,0
46;parcialmente_nublado;854;250,0
46;parcialmente_nublado;838;200,0
46;parcialmente_nublado;826;500,0
46;parcialmente_nublado;824;150,0
46;parcialmente_nublado;836;150,0
46;parcialmente_nublado;810;200,0
46;parcialmente_nublado;850;850,0
46;parcialmente_nublado;842;100,0
46;parcialmente_nublado;828;50,0
46;parcialmente_nublado;852;450,0
46;parcialmente_nublado;834;250,0
46;parcialmente_nublado;848;100,0
47;ceu_aberto;860;250,0
47;ceu_aberto;888;300,0
47;ceu_aberto;838;700,0
47;ceu_aberto;848;150,0
47;ceu_aberto;834;650,0
47;ceu_aberto;846;500,0
47;ceu_aberto;856;200,0
47;ceu_aberto;844;150,0
47;ceu_aberto;850;150,0
47;ceu_aberto;826;250,0
48;nublado;824;50,0
48;nublado;848;500,0
48;nublado;830;550,0
48;nublado;814;700,0
48;nublado;828;800,0
48;nublado;842;700,0
49;ceu_aberto;860;100,0
49;ceu_aberto;824;400,0
49;ceu_aberto;816;600,0
49;ceu_aberto;844;300,0
49;ceu_aberto;822;150,0
49;ceu_aberto;842;100,0
49;ceu_aberto;856;250,0
49;ceu_aberto;814;550,0
49;ceu_aberto;818;200,0
49;ceu_aberto;862;650,0
50;parcialmente_nublado;860;350,0
50;parcialmente_nublado;810;900,0
50;parcialmente_nublado;828;500,0
50;parcialmente_nublado;834;900,0
50;parcialmente_nublado;838;500,0
50;parcialmente_nublado;856;150,0
