id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;ceu_aberto;150,0;10;3300,0;30
2;parcialmente_nublado;150,0;6;3300,0;30
3;nublado;150,0;12;3300,0;30
4;parcialmente_nublado;150,0;7;3300,0;30
5;nublado;150,0;9;3300,0;30
6;nublado;150,0;8;3300,0;30
7;nublado;150,0;9;3300,0;30
8;parcialmente_nublado;150,0;8;3300,0;30
9;parcialmente_nublado;150,0;9;3300,0;30
10;ceu_aberto;150,0;8;3300,0;30
11;nublado;150,0;8;3300,0;30
12;ceu_aberto;150,0;6;3300,0;30
13;parcialmente_nublado;150,0;9;3300,0;30
14;nublado;150,0;8;3300,0;30
15;ceu_aberto;150,0;6;3300,0;30
16;ceu_aberto;150,0;10;3300,0;30
17;parcialmente_nublado;150,0;8;3300,0;30
18;nublado;150,0;11;3300,0;30
19;nublado;150,0;9;3300,0;30
20;ceu_aberto;150,0;6;3300,0;30
21;nublado;150,0;16;3300,0;30
22;nublado;150,0;14;3300,0;30
23;ceu_aberto;150,0;11;3300,0;30
24;ceu_aberto;150,0;9;3300,0;30
25;parcialmente_nublado;150,0;10;3300,0;30
26;parcialmente_nublado;150,0;7;3300,0;30
27;ceu_aberto;150,0;9;3300,0;30
28;ceu_aberto;150,0;11;3300,0;30
29;parcialmente_nublado;150,0;10;3300,0;30
30;nublado;150,0;9;3300,0;30
31;parcialmente_nublado;150,0;6;3300,0;30
32;ceu_aberto;150,0;9;3300,0;30
33;ceu_aberto;150,0;11;3300,0;30
34;nublado;150,0;11;3300,0;30
35;ceu_aberto;150,0;11;3300,0;30
36;ceu_aberto;150,0;9;3300,0;30
37;nublado;150,0;9;3300,0;30
38;nublado;150,0;13;3300,0;30
39;nublado;150,0;10;3300,0;30
40;nublado;150,0;7;3300,0;30
41;parcialmente_nublado;150,0;10;3300,0;30
42;parcialmente_nublado;150,0;8;3300,0;30
43;ceu_aberto;150,0;8;3300,0;30
44;ceu_aberto;150,0;14;3300,0;30
45;ceu_aberto;150,0;9;3300,0;30
46;parcialmente_nublado;150,0;13;3300,0;30
47;ceu_aberto;150,0;10;3300,0;30
48;nublado;150,0;6;3300,0;30
49;ceu_aberto;150,0;10;3300,0;30
50;parcialmente_nublado;150,0;6;3300,0;30
