id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;ceu_aberto;5;1700,0;5;571,24;25;21;1;1;0;130
2;parcialmente_nublado;5;1700,0;5;672,1700000000001;8;8;1;1;0;130
3;parcialmente_nublado;5;1700,0;5;670,7800000000001;13;8;1;1;0;130
4;parcialmente_nublado;5;2150,0;5;679,2;25;23;1;1;0;130
5;parcialmente_nublado;5;2299,7;5;918,7;23;10;2;1;0;130
6;parcialmente_nublado;5;1800,0;5;858,27;22;9;1;1;0;130
7;parcialmente_nublado;5;1550,0;5;725,8100000000001;8;2;1;1;0;130
8;parcialmente_nublado;5;2299,7;5;651,65;27;24;1;1;0;130
9;parcialmente_nublado;5;1750,0;5;885,4;19;10;1;1;0;130
10;nublado;5;1900,0;5;957,77;22;8;2;1;0;130
11;ceu_aberto;5;1850,0;5;672,96;21;8;1;1;0;130
12;ceu_aberto;5;1200,0;5;819,51;8;8;2;1;0;130
13;nublado;5;2150,0;5;645,27;8;7;1;1;0;130
14;ceu_aberto;5;2299,7;5;479,89000000000004;27;25;1;1;0;130
15;parcialmente_nublado;5;2200,0;5;785,18;8;2;2;1;0;130
16;ceu_aberto;5;2000,0;5;751,01;20;22;1;1;0;130
17;parcialmente_nublado;5;1500,0;5;1028,96;10;8;2;1;0;130
18;nublado;5;2299,7;5;1026,53;8;5;2;1;0;130
19;parcialmente_nublado;5;1850,0;5;925,1800000000001;22;8;2;1;0;130
20;nublado;5;1400,0;5;936,22;7;1;7;1;0;130
21;nublado;5;1400,0;5;817,9100000000001;7;1;2;1;0;130
22;nublado;5;2299,7;5;734,55;9;7;1;1;0;130
23;parcialmente_nublado;5;950,0;5;676,1899999999999;1;1;1;1;0;130
24;nublado;5;1850,0;5;595,54;9;7;1;1;0;130
25;ceu_aberto;5;2100,0;5;1000,41;8;10;2;1;0;130
26;nublado;5;1600,0;5;597,27;8;6;1;1;0;130
27;ceu_aberto;5;1500,0;5;857,3399999999999;13;8;2;1;0;130
28;ceu_aberto;5;2150,0;5;811,64;22;17;1;1;0;130
29;ceu_aberto;5;2250,0;5;793,48;31;28;2;1;0;130
30;ceu_aberto;5;1700,0;5;878,91;8;8;2;1;0;130
31;nublado;5;2100,0;5;587,78;21;8;1;1;0;130
32;parcialmente_nublado;5;1750,0;5;891,52;7;1;1;1;0;130
33;nublado;5;1600,0;5;745,75;8;7;1;1;0;130
34;parcialmente_nublado;5;2000,0;5;689,4;22;8;1;1;0;130
35;nublado;5;2200,0;5;790,2;9;10;1;1;0;130
36;parcialmente_nublado;5;1300,0;5;729,7099999999999;6;1;1;1;0;130
37;ceu_aberto;4;2299,7;5;610,4;32;31;1;1;0;130
38;nublado;5;2250,0;5;627,89;16;8;1;1;0;130
39;parcialmente_nublado;5;1400,0;5;785,23;8;7;1;1;0;130
40;nublado;5;1450,0;5;868,4200000000001;5;1;1;1;0;130
41;parcialmente_nublado;5;1600,0;5;471,51;7;2;1;1;0;130
42;nublado;5;1500,0;5;789,54;7;1;2;1;0;130
43;parcialmente_nublado;5;1750,0;5;673,05;7;7;1;1;0;130
44;nublado;3;2299,7;5;940,0500000000001;8;1;7;1;0;130
45;parcialmente_nublado;5;1300,0;5;854,0;7;2;1;1;0;130
46;ceu_aberto;5;550,0;5;837,02;1;1;1;1;0;130
47;ceu_aberto;5;1350,0;5;855,13;7;2;1;1;0;130
48;nublado;5;1950,0;5;487,28;8;2;1;1;0;130
49;parcialmente_nublado;5;1650,0;5;785,58;7;2;2;1;0;130
50;ceu_aberto;5;2150,0;5;875,2399999999999;25;25;2;1;0;130
