id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;nublado;842;131,24;386,77;2,947
1;nublado;890;142,0;390,31;2,749
1;nublado;808;141,08;135,76;0,962
1;nublado;802;133,45;154,69;1,159
1;nublado;832;188,44;363,51;1,929
1;nublado;824;194,9;370,0;1,898
1;nublado;852;222,87;378,79;1,7
1;nublado;800;198,37;358,22;1,806
1;nublado;838;236,95;406,83;1,717
1;nublado;818;164,36;137,82;0,839
1;nublado;816;101,79;380,61;3,739
1;nublado;850;189,36;138,01;0,729
1;nublado;820;119,95;205,05;1,709
1;nublado;810;139,53;464,13;3,326
1;nublado;844;130,17;256,97;1,974
1;nublado;836;187,26;297,98;1,591
1;nublado;858;68,51;173,79;2,537
1;nublado;830;78,62;404,13;5,14
1;nublado;856;58,76;256,71;4,369
1;nublado;854;235,5;495,02;2,102
1;nublado;828;175,02;250,19;1,429
1;nublado;806;55,79;466,29;8,358
1;nublado;862;176,74;186,27;1,054
1;nublado;888;69,03;185,89;2,693
1;nublado;848;196,09;298,65;1,523
1;nublado;812;240,56;299,42;1,245
1;nublado;826;86,1;374,65;4,351
1;nublado;846;136,73;131,67;0,963
1;nublado;814;102,99;476,96;4,631
1;nublado;822;85,43;172,03;2,014
1;nublado;834;233,04;286,88;1,231
1;nublado;860;122,11;152,43;1,248
2;ceu_aberto;842;79,2;353,85;4,468
2;ceu_aberto;850;57,97;127,88;2,206
2;ceu_aberto;854;82,29;279,18;3,393
2;ceu_aberto;818;166,55;367,08;2,204
2;ceu_aberto;858;242,56;490,11;2,021
2;ceu_aberto;888;61,74;239,09;3,873
2;ceu_aberto;848;94,15;337,62;3,586
2;ceu_aberto;846;106,16;164,23;1,547
2;ceu_aberto;830;60,71;482,3;7,944
2;ceu_aberto;816;118,73;157,82;1,329
2;ceu_aberto;828;89,02;437,22;4,911
2;ceu_aberto;838;93,27;424,81;4,555
2;ceu_aberto;832;126,35;443,38;3,509
2;ceu_aberto;808;155,44;110,55;0,711
2;ceu_aberto;844;138,82;233,09;1,679
2;ceu_aberto;834;243,96;289,1;1,185
2;ceu_aberto;862;188,44;463,46;2,459
2;ceu_aberto;860;119,22;178,63;1,498
2;ceu_aberto;810;177,1;212,94;1,202
2;ceu_aberto;820;86,92;143,72;1,653
2;ceu_aberto;800;122,26;331,32;2,71
2;ceu_aberto;806;70,01;210,4;3,005
2;ceu_aberto;856;77,59;448,64;5,782
2;ceu_aberto;890;207,9;275,45;1,325
2;ceu_aberto;836;213,7;354,37;1,658
2;ceu_aberto;802;107,96;209,61;1,942
2;ceu_aberto;824;185,1;480,54;2,596
2;ceu_aberto;814;178,68;329,33;1,843
2;ceu_aberto;812;221,85;405,69;1,829
2;ceu_aberto;822;166,79;190,74;1,144
2;ceu_aberto;852;66,34;357,5;5,389
2;ceu_aberto;826;98,75;282,19;2,858
3;nublado;834;224,0;330,93;1,477
3;nublado;832;98,21;461,77;4,702
3;nublado;848;136,6;129,71;0,95
3;nublado;802;194,17;235,15;1,211
3;nublado;800;50,82;386,84;7,612
3;nublado;888;226,71;288,71;1,273
3;nublado;890;227,21;132,21;0,582
3;nublado;824;123,04;434,01;3,527
3;nublado;852;174,16;229,04;1,315
3;nublado;818;164,61;286,7;1,742
3;nublado;860;177,98;228,75;1,285
3;nublado;858;141,96;358,29;2,524
3;nublado;808;75,36;490,94;6,515
3;nublado;836;171,15;446,05;2,606
3;nublado;856;62,42;315,08;5,048
3;nublado;826;211,4;356,38;1,686
3;nublado;822;113,56;101,04;0,89
3;nublado;806;110,14;342,46;3,109
3;nublado;850;74,13;275,98;3,723
3;nublado;820;52,12;259,98;4,988
3;nublado;844;205,72;400,37;1,946
3;nublado;814;115,44;119,81;1,038
3;nublado;862;228,71;205,3;0,898
3;nublado;854;103,32;189,35;1,833
3;nublado;816;85,41;199,37;2,334
3;nublado;842;126,83;206,92;1,631
3;nublado;846;177,42;195,32;1,101
3;nublado;838;175,98;388,23;2,206
3;nublado;828;200,66;202,88;1,011
3;nublado;810;204,96;268,04;1,308
3;nublado;830;88,08;464,93;5,278
3;nublado;812;161,71;477,66;2,954
4;ceu_aberto;814;61,79;396,61;6,419
4;ceu_aberto;848;102,75;155,14;1,51
4;ceu_aberto;832;130,83;418,58;3,199
4;ceu_aberto;826;248,32;376,22;1,515
4;ceu_aberto;890;94,41;463,3;4,907
4;ceu_aberto;852;115,2;444,92;3,862
4;ceu_aberto;800;219,73;272,05;1,238
4;ceu_aberto;844;67,2;174,16;2,592
4;ceu_aberto;862;72,55;218,35;3,01
4;ceu_aberto;802;150,67;324,31;2,152
4;ceu_aberto;836;140,82;113,76;0,808
4;ceu_aberto;846;106,68;316,22;2,964
4;ceu_aberto;808;52,23;392,23;7,51
4;ceu_aberto;834;235,88;401,27;1,701
4;ceu_aberto;812;110,01;345,43;3,14
4;ceu_aberto;806;198,98;353,38;1,776
4;ceu_aberto;860;85,81;301,48;3,513
4;ceu_aberto;888;169,39;359,06;2,12
4;ceu_aberto;830;222,02;291,32;1,312
4;ceu_aberto;810;230,11;365,97;1,59
4;ceu_aberto;856;82,81;183,89;2,221
4;ceu_aberto;818;234,28;113,71;0,485
4;ceu_aberto;838;153,91;243,92;1,585
4;ceu_aberto;824;122,43;301,53;2,463
4;ceu_aberto;854;211,13;214,26;1,015
4;ceu_aberto;842;83,63;441,78;5,283
4;ceu_aberto;828;130,13;228,7;1,757
4;ceu_aberto;816;94,32;331,4;3,514
4;ceu_aberto;822;149,93;478,13;3,189
4;ceu_aberto;820;215,01;391,76;1,822
4;ceu_aberto;858;135,57;321,49;2,371
4;ceu_aberto;850;162,54;285,35;1,756
5;nublado;800;231,52;408,39;1,764
5;nublado;824;148,71;138,51;0,931
5;nublado;838;231,51;220,89;0,954
5;nublado;820;126,11;499,13;3,958
5;nublado;856;134,14;498,68;3,718
5;nublado;822;134,68;103,08;0,765
5;nublado;858;145,12;247,78;1,707
5;nublado;836;155,33;214,37;1,38
5;nublado;812;63,16;103,58;1,64
5;nublado;888;144,68;438,15;3,028
5;nublado;810;96,38;256,42;2,661
5;nublado;842;75,44;227,3;3,013
5;nublado;802;200,75;264,02;1,315
5;nublado;850;163,64;362,05;2,212
5;nublado;844;62,78;234,92;3,742
5;nublado;818;243,17;137,84;0,567
5;nublado;826;144,31;489,15;3,39
5;nublado;852;166,52;413,02;2,48
5;nublado;848;134,71;280,29;2,081
5;nublado;834;106,19;347,74;3,275
5;nublado;814;89,83;294,81;3,282
5;nublado;830;246,09;302,96;1,231
5;nublado;828;247,04;477,36;1,932
5;nublado;890;188,69;352,8;1,87
5;nublado;832;214,39;492,9;2,299
5;nublado;860;83,59;396,54;4,744
5;nublado;808;164,72;278,67;1,692
5;nublado;846;189,41;325,11;1,716
5;nublado;862;206,39;292,82;1,419
5;nublado;854;122,14;384,53;3,148
5;nublado;816;197,05;481,41;2,443
5;nublado;806;78,5;379,74;4,837
6;parcialmente_nublado;834;164,02;247,27;1,508
6;parcialmente_nublado;818;170,81;365,42;2,139
6;parcialmente_nublado;832;232,83;302,26;1,298
6;parcialmente_nublado;838;131,3;429,77;3,273
6;parcialmente_nublado;812;132,01;268,09;2,031
6;parcialmente_nublado;802;214,32;241,05;1,125
6;parcialmente_nublado;890;169,07;321,42;1,901
6;parcialmente_nublado;846;92,35;318,65;3,45
6;parcialmente_nublado;836;64,23;317,08;4,937
6;parcialmente_nublado;856;56,85;272,7;4,797
6;parcialmente_nublado;822;146,2;315,81;2,16
6;parcialmente_nublado;860;212,77;396,11;1,862
6;parcialmente_nublado;824;142,52;284,84;1,999
6;parcialmente_nublado;820;75,52;442,4;5,858
6;parcialmente_nublado;800;62,55;455,93;7,289
6;parcialmente_nublado;830;220,68;124,35;0,563
6;parcialmente_nublado;854;122,67;409,34;3,337
6;parcialmente_nublado;850;98,33;147,61;1,501
6;parcialmente_nublado;888;122,16;299,13;2,449
6;parcialmente_nublado;826;148,22;123,34;0,832
6;parcialmente_nublado;858;63,38;192,78;3,042
6;parcialmente_nublado;842;196,11;389,44;1,986
6;parcialmente_nublado;816;184,74;231,72;1,254
6;parcialmente_nublado;844;231,33;423,5;1,831
6;parcialmente_nublado;806;108,37;462,99;4,272
6;parcialmente_nublado;848;140,24;172,78;1,232
6;parcialmente_nublado;828;199,73;422,49;2,115
6;parcialmente_nublado;810;128,38;245,46;1,912
6;parcialmente_nublado;808;243,75;128,6;0,528
