id_realizacao;tipo_dia;barra;potencia_kw
1;nublado;890;100,0
1;nublado;800;100,0
1;nublado;862;500,0
1;nublado;826;200,0
1;nublado;818;550,0
1;nublado;812;50,0
1;nublado;836;550,0
1;nublado;858;350,0
1;nublado;806;450,0
1;nublado;802;350,0
1;nublado;816;150,0
1;nublado;810;200,0
1;nublado;822;190,0
2;ceu_aberto;822;100,0
2;ceu_aberto;888;400,0
2;ceu_aberto;800;1000,0
2;ceu_aberto;860;700,0
2;ceu_aberto;854;550,0
2;ceu_aberto;836;900,0
2;ceu_aberto;820;90,0
3;nublado;822;200,0
3;nublado;838;350,0
3;nublado;824;250,0
3;nublado;850;50,0
3;nublado;848;300,0
3;nublado;836;550,0
3;nublado;814;250,0
3;nublado;846;250,0
3;nublado;808;400,0
3;nublado;852;200,0
3;nublado;812;900,0
3;nublado;890;40,0
4;ceu_aberto;818;450,0
4;ceu_aberto;828;950,0
4;ceu_aberto;848;400,0
4;ceu_aberto;838;800,0
4;ceu_aberto;800;800,0
4;ceu_aberto;858;340,0
5;nublado;838;50,0
5;nublado;860;150,0
5;nublado;802;50,0
5;nublado;854;600,0
5;nublado;836;450,0
5;nublado;808;50,0
5;nublado;890;50,0
5;nublado;888;200,0
5;nublado;834;100,0
5;nublado;828;50,0
5;nublado;820;150,0
5;nublado;806;650,0
5;nublado;826;250,0
5;nublado;814;650,0
5;nublado;800;50,0
5;nublado;818;200,0
5;nublado;858;40,0
6;parcialmente_nublado;810;850,0
6;parcialmente_nublado;816;100,0
6;parcialmente_nublado;800;250,0
6;parcialmente_nublado;808;500,0
6;parcialmente_nublado;820;400,0
6;parcialmente_nublado;806;200,0
6;parcialmente_nublado;858;500,0
6;parcialmente_nublado;814;50,0
6;parcialmente_nublado;854;350,0
6;parcialmente_nublado;888;540,0
7;nublado;860;350,0
7;nublado;834;350,0
7;nublado;862;200,0
7;nublado;858;350,0
7;nublado;846;500,0
7;nublado;856;550,0
7;nublado;832;400,0
7;nublado;836;550,0
7;nublado;890;490,0
8;parcialmente_nublado;842;400,0
8;parcialmente_nublado;854;250,0
8;parcialmente_nublado;858;350,0
8;parcialmente_nublado;850;700,0
8;parcialmente_nublado;830;100,0
8;parcialmente_nublado;890;300,0
