id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;nublado;1;22;200,0
1;nublado;2;20;100,0
1;nublado;3;22;200,0
1;nublado;4;29;350,0
1;nublado;5;32;500,0
1;nublado;6;1;450,0
1;nublado;7;8;350,0
1;nublado;8;19;857,3
2;ceu_aberto;1;9;450,0
2;ceu_aberto;2;2;150,0
2;ceu_aberto;3;25;250,0
2;ceu_aberto;4;22;750,0
2;ceu_aberto;5;7;250,0
2;ceu_aberto;6;6;550,0
2;ceu_aberto;7;21;200,0
2;ceu_aberto;8;33;200,0
2;ceu_aberto;9;33;100,0
2;ceu_aberto;10;26;50,0
2;ceu_aberto;11;11;57,3
3;parcialmente_nublado;1;24;800,0
3;parcialmente_nublado;2;3;200,0
3;parcialmente_nublado;3;15;300,0
3;parcialmente_nublado;4;6;800,0
3;parcialmente_nublado;5;6;700,0
3;parcialmente_nublado;6;30;207,3
4;parcialmente_nublado;1;3;800,0
4;parcialmente_nublado;2;30;600,0
4;parcialmente_nublado;3;15;750,0
4;parcialmente_nublado;4;15;250,0
4;parcialmente_nublado;5;16;300,0
4;parcialmente_nublado;6;23;307,3
5;ceu_aberto;1;22;800,0
5;ceu_aberto;2;28;300,0
5;ceu_aberto;3;29;800,0
5;ceu_aberto;4;26;800,0
5;ceu_aberto;5;15;307,3
6;parcialmente_nublado;1;7;150,0
6;parcialmente_nublado;2;24;600,0
6;parcialmente_nublado;3;30;200,0
6;parcialmente_nublado;4;23;550,0
6;parcialmente_nublado;5;22;850,0
6;parcialmente_nublado;6;32;550,0
6;parcialmente_nublado;7;29;107,3
7;ceu_aberto;1;5;50,0
7;ceu_aberto;2;17;250,0
7;ceu_aberto;3;11;350,0
7;ceu_aberto;4;33;100,0
7;ceu_aberto;5;1;650,0
7;ceu_aberto;6;16;100,0
7;ceu_aberto;7;29;700,0
7;ceu_aberto;8;16;650,0
7;ceu_aberto;9;4;50,0
7;ceu_aberto;10;26;107,3
8;nublado;1;3;400,0
8;nublado;2;9;550,0
8;nublado;3;20;350,0
8;nublado;4;15;300,0
8;nublado;5;26;50,0
8;nublado;6;5;250,0
8;nublado;7;10;100,0
8;nublado;8;12;550,0
8;nublado;9;30;457,3
9;parcialmente_nublado;1;25;200,0
9;parcialmente_nublado;2;33;50,0
9;parcialmente_nublado;3;8;100,0
9;parcialmente_nublado;4;23;200,0
9;parcialmente_nublado;5;32;350,0
9;parcialmente_nublado;6;23;50,0
9;parcialmente_nublado;7;19;500,0
9;parcialmente_nublado;8;20;300,0
9;parcialmente_nublado;9;17;300,0
9;parcialmente_nublado;10;12;100,0
9;parcialmente_nublado;11;21;100,0
9;parcialmente_nublado;12;19;50,0
9;parcialmente_nublado;13;2;150,0
9;parcialmente_nublado;14;2;400,0
9;parcialmente_nublado;15;21;157,3
10;ceu_aberto;1;5;650,0
10;ceu_aberto;2;6;100,0
10;ceu_aberto;3;22;300,0
10;ceu_aberto;4;5;450,0
10;ceu_aberto;5;28;150,0
10;ceu_aberto;6;27;150,0
10;ceu_aberto;7;9;150,0
10;ceu_aberto;8;34;100,0
10;ceu_aberto;9;31;200,0
10;ceu_aberto;10;17;300,0
10;ceu_aberto;11;15;457,3
11;ceu_aberto;1;33;700,0
11;ceu_aberto;2;25;800,0
11;ceu_aberto;3;9;450,0
11;ceu_aberto;4;2;750,0
11;ceu_aberto;5;30;307,3
12;ceu_aberto;1;34;200,0
12;ceu_aberto;2;8;350,0
12;ceu_aberto;3;28;100,0
12;ceu_aberto;4;24;500,0
12;ceu_aberto;5;5;450,0
12;ceu_aberto;6;6;150,0
12;ceu_aberto;7;13;300,0
12;ceu_aberto;8;26;300,0
12;ceu_aberto;9;34;450,0
12;ceu_aberto;10;26;207,3
13;ceu_aberto;1;21;650,0
13;ceu_aberto;2;2;300,0
13;ceu_aberto;3;25;150,0
13;ceu_aberto;4;9;600,0
13;ceu_aberto;5;34;450,0
13;ceu_aberto;6;6;857,3
14;parcialmente_nublado;1;23;150,0
14;parcialmente_nublado;2;20;100,0
14;parcialmente_nublado;3;14;550,0
14;parcialmente_nublado;4;6;750,0
14;parcialmente_nublado;5;15;450,0
14;parcialmente_nublado;6;30;550,0
14;parcialmente_nublado;7;9;300,0
14;parcialmente_nublado;8;14;157,3
15;ceu_aberto;1;34;400,0
15;ceu_aberto;2;29;800,0
15;ceu_aberto;3;10;650,0
15;ceu_aberto;4;22;100,0
15;ceu_aberto;5;14;500,0
15;ceu_aberto;6;13;500,0
15;ceu_aberto;7;30;57,3
16;ceu_aberto;1;33;350,0
16;ceu_aberto;2;6;300,0
16;ceu_aberto;3;33;400,0
16;ceu_aberto;4;10;50,0
16;ceu_aberto;5;22;250,0
16;ceu_aberto;6;22;350,0
16;ceu_aberto;7;8;50,0
16;ceu_aberto;8;11;700,0
16;ceu_aberto;9;15;350,0
16;ceu_aberto;10;3;50,0
16;ceu_aberto;11;31;150,0
17;ceu_aberto;1;6;50,0
17;ceu_aberto;2;11;250,0
17;ceu_aberto;3;16;150,0
17;ceu_aberto;4;23;500,0
17;ceu_aberto;5;13;750,0
17;ceu_aberto;6;13;100,0
17;ceu_aberto;7;22;50,0
17;ceu_aberto;8;21;100,0
17;ceu_aberto;9;12;100,0
17;ceu_aberto;10;12;450,0
17;ceu_aberto;11;24;507,3
18;ceu_aberto;1;28;400,0
18;ceu_aberto;2;20;100,0
18;ceu_aberto;3;24;350,0
18;ceu_aberto;4;17;350,0
18;ceu_aberto;5;12;50,0
18;ceu_aberto;6;19;300,0
18;ceu_aberto;7;15;300,0
18;ceu_aberto;8;1;650,0
18;ceu_aberto;9;34;150,0
18;ceu_aberto;10;21;357,3
19;parcialmente_nublado;1;2;100,0
19;parcialmente_nublado;2;23;600,0
19;parcialmente_nublado;3;13;100,0
19;parcialmente_nublado;4;27;700,0
19;parcialmente_nublado;5;32;500,0
19;parcialmente_nublado;6;3;550,0
19;parcialmente_nublado;7;3;457,3
20;ceu_aberto;1;5;850,0
20;ceu_aberto;2;19;600,0
