id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;nublado;1;28;111,67;296,01;2,651
1;nublado;2;25;227,76;422,97;1,857
1;nublado;3;31;81,2;286,0;3,522
1;nublado;4;33;52,58;404,7;7,697
1;nublado;5;15;161,25;404,93;2,511
1;nublado;6;2;225,75;197,59;0,875
1;nublado;7;30;226,16;405,07;1,791
1;nublado;8;28;155,53;237,15;1,525
1;nublado;9;2;234,65;337,53;1,438
1;nublado;10;19;63,08;300,15;4,758
1;nublado;11;6;167,79;187,72;1,119
1;nublado;12;10;70,61;127,81;1,81
1;nublado;13;27;208,17;335,18;1,61
1;nublado;14;13;151,37;310,28;2,05
1;nublado;15;15;108,17;143,79;1,329
1;nublado;16;29;214,77;412,58;1,921
1;nublado;17;13;179,77;202,93;1,129
1;nublado;18;26;50,74;349,93;6,897
1;nublado;19;24;219,09;362,42;1,654
1;nublado;20;33;74,87;382,0;5,102
1;nublado;21;12;169,49;106,6;0,629
1;nublado;22;1;115,55;219,73;1,902
1;nublado;23;3;177,77;429,48;2,416
1;nublado;24;17;200,11;394,03;1,969
1;nublado;25;26;192,56;347,2;1,803
1;nublado;26;25;54,42;106,44;1,956
1;nublado;27;32;213,2;478,56;2,245
1;nublado;28;33;80,86;336,29;4,159
1;nublado;29;18;231,8;137,39;0,593
1;nublado;30;19;226,79;278,63;1,229
1;nublado;31;31;241,66;453,33;1,876
1;nublado;32;32;249,81;226,82;0,908
1;nublado;33;13;83,71;431,68;5,157
1;nublado;34;21;118,48;139,41;1,177
2;ceu_aberto;1;3;71,04;327,33;4,608
2;ceu_aberto;2;22;95,68;307,61;3,215
2;ceu_aberto;3;10;194,35;423,4;2,179
2;ceu_aberto;4;7;142,36;138,19;0,971
2;ceu_aberto;5;4;118,57;271,75;2,292
2;ceu_aberto;6;11;214,46;203,28;0,948
2;ceu_aberto;7;11;216,12;387,08;1,791
2;ceu_aberto;8;26;200,54;160,76;0,802
2;ceu_aberto;9;12;136,34;198,17;1,453
2;ceu_aberto;10;29;80,87;415,49;5,138
2;ceu_aberto;11;33;212,2;358,2;1,688
2;ceu_aberto;12;10;139,74;204,55;1,464
2;ceu_aberto;13;12;164,08;369,1;2,25
2;ceu_aberto;14;22;123,6;493,1;3,989
2;ceu_aberto;15;7;198,12;343,34;1,733
2;ceu_aberto;16;30;107,6;309,46;2,876
2;ceu_aberto;17;31;125,12;192,38;1,538
2;ceu_aberto;18;15;148,95;131,9;0,886
2;ceu_aberto;19;27;100,43;372,38;3,708
2;ceu_aberto;20;11;130,25;443,74;3,407
2;ceu_aberto;21;11;150,27;439,15;2,922
2;ceu_aberto;22;10;126,22;203,79;1,615
2;ceu_aberto;23;9;163,1;157,76;0,967
2;ceu_aberto;24;7;224,41;215,42;0,96
2;ceu_aberto;25;29;163,72;424,24;2,591
2;ceu_aberto;26;22;97,35;183,01;1,88
2;ceu_aberto;27;26;69,75;490,19;7,028
2;ceu_aberto;28;2;208,62;279,03;1,338
2;ceu_aberto;29;7;248,12;382,35;1,541
2;ceu_aberto;30;14;119,25;196,86;1,651
2;ceu_aberto;31;15;125,77;208,2;1,655
2;ceu_aberto;32;15;104,17;185,07;1,777
2;ceu_aberto;33;33;53,1;276,91;5,215
2;ceu_aberto;34;21;197,03;447,15;2,269
3;parcialmente_nublado;1;6;182,74;136,05;0,745
3;parcialmente_nublado;2;6;191,99;427,7;2,228
3;parcialmente_nublado;3;23;144,77;105,91;0,732
3;parcialmente_nublado;4;12;127,39;372,56;2,925
3;parcialmente_nublado;5;17;140,1;473,35;3,379
3;parcialmente_nublado;6;6;105,94;184,21;1,739
3;parcialmente_nublado;7;5;246,06;122,39;0,497
3;parcialmente_nublado;8;13;76,05;345,14;4,538
3;parcialmente_nublado;9;21;51,52;418,53;8,124
3;parcialmente_nublado;10;20;87,13;304,68;3,497
3;parcialmente_nublado;11;18;163,79;265,02;1,618
3;parcialmente_nublado;12;31;126,52;490,25;3,875
3;parcialmente_nublado;13;7;122,97;362,62;2,949
3;parcialmente_nublado;14;18;110,94;120,94;1,09
3;parcialmente_nublado;15;21;56,96;421,09;7,393
3;parcialmente_nublado;16;6;131,81;364,4;2,765
3;parcialmente_nublado;17;2;107,84;214,05;1,985
3;parcialmente_nublado;18;30;202,91;271,11;1,336
3;parcialmente_nublado;19;5;122,67;124,1;1,012
3;parcialmente_nublado;20;2;68,92;404,88;5,875
3;parcialmente_nublado;21;23;121,68;341,58;2,807
3;parcialmente_nublado;22;18;125,26;330,46;2,638
3;parcialmente_nublado;23;6;74,93;234,36;3,128
3;parcialmente_nublado;24;2;184,61;467,36;2,532
3;parcialmente_nublado;25;9;164,94;170,87;1,036
3;parcialmente_nublado;26;3;56,61;356,63;6,3
