id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;nublado;170,0;13;3740,0;32
2;ceu_aberto;170,0;7;3740,0;32
3;nublado;170,0;12;3740,0;32
4;ceu_aberto;170,0;6;3740,0;32
5;nublado;170,0;17;3740,0;32
6;parcialmente_nublado;170,0;10;3740,0;32
7;nublado;170,0;9;3740,0;32
8;parcialmente_nublado;170,0;12;3740,0;32
9;ceu_aberto;170,0;10;3740,0;32
10;ceu_aberto;170,0;14;3740,0;32
11;nublado;170,0;12;3740,0;32
12;parcialmente_nublado;170,0;7;3740,0;32
13;ceu_aberto;170,0;8;3740,0;32
14;ceu_aberto;170,0;6;3740,0;32
15;nublado;170,0;11;3740,0;32
16;nublado;170,0;9;3740,0;32
17;parcialmente_nublado;170,0;12;3740,0;32
18;ceu_aberto;170,0;14;3740,0;32
19;ceu_aberto;170,0;11;3740,0;32
20;parcialmente_nublado;170,0;12;3740,0;32
21;nublado;170,0;15;3740,0;32
22;parcialmente_nublado;170,0;10;3740,0;32
23;ceu_aberto;170,0;8;3740,0;32
24;ceu_aberto;170,0;10;3740,0;32
25;ceu_aberto;170,0;8;3740,0;32
26;parcialmente_nublado;170,0;10;3740,0;32
27;nublado;170,0;10;3740,0;32
28;nublado;170,0;10;3740,0;32
29;ceu_aberto;170,0;12;3740,0;32
30;parcialmente_nublado;170,0;7;3740,0;32
31;nublado;170,0;11;3740,0;32
32;parcialmente_nublado;170,0;10;3740,0;32
33;parcialmente_nublado;170,0;10;3740,0;32
34;ceu_aberto;170,0;9;3740,0;32
35;ceu_aberto;170,0;12;3740,0;32
36;nublado;170,0;9;3740,0;32
37;ceu_aberto;170,0;13;3740,0;32
38;nublado;170,0;15;3740,0;32
39;ceu_aberto;170,0;13;3740,0;32
40;ceu_aberto;170,0;10;3740,0;32
41;nublado;170,0;11;3740,0;32
42;parcialmente_nublado;170,0;10;3740,0;32
43;parcialmente_nublado;170,0;8;3740,0;32
44;nublado;170,0;9;3740,0;32
45;ceu_aberto;170,0;10;3740,0;32
46;parcialmente_nublado;170,0;15;3740,0;32
47;ceu_aberto;170,0;11;3740,0;32
48;ceu_aberto;170,0;13;3740,0;32
49;nublado;170,0;11;3740,0;32
50;ceu_aberto;170,0;13;3740,0;32
