id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;ceu_aberto;PVSystem;PV_barra860;860;97,94;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra840;840;106,11;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra844;844;108,58;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra848;848;120,07;;PV_irr_real1
1;ceu_aberto;PVSystem;PV_barra890;890;98,0;;PV_irr_real1
1;ceu_aberto;Storage;BESS_barra860;860;38,51;93.58;BESS_fixo
1;ceu_aberto;Storage;BESS_barra840;840;34,87;120.45;BESS_fixo
1;ceu_aberto;Storage;BESS_barra844;844;41,19;95.46;BESS_fixo
1;ceu_aberto;Storage;BESS_barra848;848;31,68;106.13;BESS_fixo
1;ceu_aberto;Storage;BESS_barra890;890;39,49;107.64;BESS_fixo
2;parcialmente_nublado;PVSystem;PV_barra860;860;97,48;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra840;840;117,67;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra844;844;94,62;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra848;848;104,8;;PV_irr_real2
2;parcialmente_nublado;PVSystem;PV_barra890;890;116,13;;PV_irr_real2
2;parcialmente_nublado;Storage;BESS_barra860;860;37,83;105.26;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra840;840;37,86;95.34;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra844;844;35,13;138.06;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra848;848;40,09;91.26;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra890;890;34,82;136.52;BESS_fixo
3;parcialmente_nublado;PVSystem;PV_barra860;860;96,09;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra840;840;104,25;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra844;844;117,45;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra848;848;104,92;;PV_irr_real3
3;parcialmente_nublado;PVSystem;PV_barra890;890;107,98;;PV_irr_real3
3;parcialmente_nublado;Storage;BESS_barra860;860;40,37;83.17;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra840;840;39,07;149.38;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra844;844;36,42;117.89;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra848;848;32,76;72.3;BESS_fixo
3;parcialmente_nublado;Storage;BESS_barra890;890;37,13;119.84;BESS_fixo
4;ceu_aberto;PVSystem;PV_barra860;860;97,52;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra840;840;105,13;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra844;844;119,83;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra848;848;98,05;;PV_irr_real4
4;ceu_aberto;PVSystem;PV_barra890;890;110,17;;PV_irr_real4
4;ceu_aberto;Storage;BESS_barra860;860;37,45;111.4;BESS_fixo
4;ceu_aberto;Storage;BESS_barra840;840;36,83;107.86;BESS_fixo
4;ceu_aberto;Storage;BESS_barra844;844;38,0;94.42;BESS_fixo
4;ceu_aberto;Storage;BESS_barra848;848;38,03;77.16;BESS_fixo
4;ceu_aberto;Storage;BESS_barra890;890;35,44;92.03;BESS_fixo
5;parcialmente_nublado;PVSystem;PV_barra860;860;111,58;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra840;840;114,2;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra844;844;104,39;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra848;848;99,6;;PV_irr_real5
5;parcialmente_nublado;PVSystem;PV_barra890;890;100,94;;PV_irr_real5
5;parcialmente_nublado;Storage;BESS_barra860;860;34,43;99.31;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra840;840;38,94;154.74;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra844;844;33,79;112.53;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra848;848;40,47;129.01;BESS_fixo
5;parcialmente_nublado;Storage;BESS_barra890;890;38,11;134.78;BESS_fixo
6;parcialmente_nublado;PVSystem;PV_barra860;860;99,71;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra840;840;114,83;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra844;844;115,73;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra848;848;106,61;;PV_irr_real6
6;parcialmente_nublado;PVSystem;PV_barra890;890;93,83;;PV_irr_real6
6;parcialmente_nublado;Storage;BESS_barra860;860;40,72;136.38;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra840;840;33,37;90.4;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra844;844;35,72;112.62;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra848;848;41,99;167.81;BESS_fixo
6;parcialmente_nublado;Storage;BESS_barra890;890;33,94;107.42;BESS_fixo
7;ceu_aberto;PVSystem;PV_barra860;860;65,49;;PV_irr_real7
7;ceu_aberto;PVSystem;PV_barra840;840;110,79;;PV_irr_real7
7;ceu_aberto;PVSystem;PV_barra844;844;121,74;;PV_irr_real7
7;ceu_aberto;PVSystem;PV_barra848;848;106,78;;PV_irr_real7
7;ceu_aberto;PVSystem;PV_barra890;890;125,9;;PV_irr_real7
7;ceu_aberto;Storage;BESS_barra860;860;38,66;107.81;BESS_fixo
7;ceu_aberto;Storage;BESS_barra840;840;39,87;92.37;BESS_fixo
7;ceu_aberto;Storage;BESS_barra844;844;36,14;99.86;BESS_fixo
7;ceu_aberto;Storage;BESS_barra848;848;36,5;137.5;BESS_fixo
7;ceu_aberto;Storage;BESS_barra890;890;34,57;85.45;BESS_fixo
8;parcialmente_nublado;PVSystem;PV_barra860;860;99,78;;PV_irr_real8
8;parcialmente_nublado;PVSystem;PV_barra840;840;115,18;;PV_irr_real8
8;parcialmente_nublado;PVSystem;PV_barra844;844;100,29;;PV_irr_real8
8;parcialmente_nublado;PVSystem;PV_barra848;848;103,36;;PV_irr_real8
8;parcialmente_nublado;PVSystem;PV_barra890;890;112,09;;PV_irr_real8
8;parcialmente_nublado;Storage;BESS_barra860;860;41,85;165.67;BESS_fixo
8;parcialmente_nublado;Storage;BESS_barra840;840;37,41;116.02;BESS_fixo
8;parcialmente_nublado;Storage;BESS_barra844;844;37,08;130.72;BESS_fixo
8;parcialmente_nublado;Storage;BESS_barra848;848;38,38;97.29;BESS_fixo
8;parcialmente_nublado;Storage;BESS_barra890;890;31,02;76.82;BESS_fixo
9;ceu_aberto;PVSystem;PV_barra860;860;112,95;;PV_irr_real9
9;ceu_aberto;PVSystem;PV_barra840;840;82,68;;PV_irr_real9
9;ceu_aberto;PVSystem;PV_barra844;844;111,81;;PV_irr_real9
9;ceu_aberto;PVSystem;PV_barra848;848;102,8;;PV_irr_real9
9;ceu_aberto;PVSystem;PV_barra890;890;120,45;;PV_irr_real9
9;ceu_aberto;Storage;BESS_barra860;860;39,33;117.76;BESS_fixo
9;ceu_aberto;Storage;BESS_barra840;840;36,93;147.13;BESS_fixo
9;ceu_aberto;Storage;BESS_barra844;844;33,3;130.19;BESS_fixo
9;ceu_aberto;Storage;BESS_barra848;848;36,27;85.84;BESS_fixo
9;ceu_aberto;Storage;BESS_barra890;890;39,91;94.84;BESS_fixo
10;ceu_aberto;PVSystem;PV_barra860;860;115,97;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra840;840;112,21;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra844;844;99,39;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra848;848;96,66;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra890;890;106,47;;PV_irr_real10
10;ceu_aberto;Storage;BESS_barra860;860;34,02;109.56;BESS_fixo
10;ceu_aberto;Storage;BESS_barra840;840;36,54;97.64;BESS_fixo
10;ceu_aberto;Storage;BESS_barra844;844;41,58;110.7;BESS_fixo
10;ceu_aberto;Storage;BESS_barra848;848;34,52;69.32;BESS_fixo
10;ceu_aberto;Storage;BESS_barra890;890;39,08;134.03;BESS_fixo
11;parcialmente_nublado;PVSystem;PV_barra860;860;113,41;;PV_irr_real11
11;parcialmente_nublado;PVSystem;PV_barra840;840;99,46;;PV_irr_real11
11;parcialmente_nublado;PVSystem;PV_barra844;844;108,64;;PV_irr_real11
11;parcialmente_nublado;PVSystem;PV_barra848;848;107,59;;PV_irr_real11
11;parcialmente_nublado;PVSystem;PV_barra890;890;101,6;;PV_irr_real11
11;parcialmente_nublado;Storage;BESS_barra860;860;41,8;127.81;BESS_fixo
11;parcialmente_nublado;Storage;BESS_barra840;840;32,0;120.3;BESS_fixo
11;parcialmente_nublado;Storage;BESS_barra844;844;35,7;72.44;BESS_fixo
11;parcialmente_nublado;Storage;BESS_barra848;848;39,05;140.98;BESS_fixo
11;parcialmente_nublado;Storage;BESS_barra890;890;37,2;103.87;BESS_fixo
12;ceu_aberto;PVSystem;PV_barra860;860;104,0;;PV_irr_real12
12;ceu_aberto;PVSystem;PV_barra840;840;103,15;;PV_irr_real12
12;ceu_aberto;PVSystem;PV_barra844;844;111,44;;PV_irr_real12
12;ceu_aberto;PVSystem;PV_barra848;848;93,35;;PV_irr_real12
12;ceu_aberto;PVSystem;PV_barra890;890;118,76;;PV_irr_real12
12;ceu_aberto;Storage;BESS_barra860;860;34,29;120.72;BESS_fixo
12;ceu_aberto;Storage;BESS_barra840;840;41,69;117.32;BESS_fixo
12;ceu_aberto;Storage;BESS_barra844;844;37,98;150.01;BESS_fixo
12;ceu_aberto;Storage;BESS_barra848;848;33,79;116.83;BESS_fixo
12;ceu_aberto;Storage;BESS_barra890;890;37,98;115.01;BESS_fixo
13;ceu_aberto;PVSystem;PV_barra860;860;98,08;;PV_irr_real13
13;ceu_aberto;PVSystem;PV_barra840;840;105,59;;PV_irr_real13
13;ceu_aberto;PVSystem;PV_barra844;844;115,55;;PV_irr_real13
13;ceu_aberto;PVSystem;PV_barra848;848;84,26;;PV_irr_real13
