id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;860;38,51;93,58;2,43
1;ceu_aberto;840;34,87;120,45;3,454
1;ceu_aberto;844;41,19;95,46;2,318
1;ceu_aberto;848;31,68;106,13;3,35
1;ceu_aberto;890;39,49;107,64;2,726
2;parcialmente_nublado;860;37,83;105,26;2,782
2;parcialmente_nublado;840;37,86;95,34;2,518
2;parcialmente_nublado;844;35,13;138,06;3,93
2;parcialmente_nublado;848;40,09;91,26;2,276
2;parcialmente_nublado;890;34,82;136,52;3,921
3;parcialmente_nublado;860;40,37;83,17;2,06
3;parcialmente_nublado;840;39,07;149,38;3,823
3;parcialmente_nublado;844;36,42;117,89;3,237
3;parcialmente_nublado;848;32,76;72,3;2,207
3;parcialmente_nublado;890;37,13;119,84;3,228
4;ceu_aberto;860;37,45;111,4;2,975
4;ceu_aberto;840;36,83;107,86;2,929
4;ceu_aberto;844;38,0;94,42;2,485
4;ceu_aberto;848;38,03;77,16;2,029
4;ceu_aberto;890;35,44;92,03;2,597
5;parcialmente_nublado;860;34,43;99,31;2,884
5;parcialmente_nublado;840;38,94;154,74;3,974
5;parcialmente_nublado;844;33,79;112,53;3,33
5;parcialmente_nublado;848;40,47;129,01;3,188
5;parcialmente_nublado;890;38,11;134,78;3,537
6;parcialmente_nublado;860;40,72;136,38;3,349
6;parcialmente_nublado;840;33,37;90,4;2,709
6;parcialmente_nublado;844;35,72;112,62;3,153
6;parcialmente_nublado;848;41,99;167,81;3,996
6;parcialmente_nublado;890;33,94;107,42;3,165
7;ceu_aberto;860;38,66;107,81;2,789
7;ceu_aberto;840;39,87;92,37;2,317
7;ceu_aberto;844;36,14;99,86;2,763
7;ceu_aberto;848;36,5;137,5;3,767
7;ceu_aberto;890;34,57;85,45;2,472
8;parcialmente_nublado;860;41,85;165,67;3,959
8;parcialmente_nublado;840;37,41;116,02;3,101
8;parcialmente_nublado;844;37,08;130,72;3,525
8;parcialmente_nublado;848;38,38;97,29;2,535
8;parcialmente_nublado;890;31,02;76,82;2,476
9;ceu_aberto;860;39,33;117,76;2,994
9;ceu_aberto;840;36,93;147,13;3,984
9;ceu_aberto;844;33,3;130,19;3,91
9;ceu_aberto;848;36,27;85,84;2,367
9;ceu_aberto;890;39,91;94,84;2,376
10;ceu_aberto;860;34,02;109,56;3,22
10;ceu_aberto;840;36,54;97,64;2,672
10;ceu_aberto;844;41,58;110,7;2,662
10;ceu_aberto;848;34,52;69,32;2,008
10;ceu_aberto;890;39,08;134,03;3,43
11;parcialmente_nublado;860;41,8;127,81;3,058
11;parcialmente_nublado;840;32,0;120,3;3,759
11;parcialmente_nublado;844;35,7;72,44;2,029
11;parcialmente_nublado;848;39,05;140,98;3,61
11;parcialmente_nublado;890;37,2;103,87;2,792
12;ceu_aberto;860;34,29;120,72;3,521
12;ceu_aberto;840;41,69;117,32;2,814
12;ceu_aberto;844;37,98;150,01;3,95
12;ceu_aberto;848;33,79;116,83;3,458
12;ceu_aberto;890;37,98;115,01;3,028
13;ceu_aberto;860;39,38;147,48;3,745
13;ceu_aberto;840;29,97;101,9;3,4
13;ceu_aberto;844;41,6;131,76;3,167
13;ceu_aberto;848;39,9;155,5;3,897
13;ceu_aberto;890;34,89;102,01;2,924
14;nublado;860;39,57;108,33;2,738
14;nublado;840;39,18;154,32;3,939
14;nublado;844;37,95;135,66;3,575
14;nublado;848;35,28;84,54;2,396
14;nublado;890;33,76;106,48;3,154
15;parcialmente_nublado;860;35,23;123,33;3,501
15;parcialmente_nublado;840;41,0;101,38;2,473
15;parcialmente_nublado;844;35,15;82,61;2,35
15;parcialmente_nublado;848;36,85;132,98;3,609
15;parcialmente_nublado;890;37,52;103,58;2,761
16;ceu_aberto;860;40,64;112,46;2,767
16;ceu_aberto;840;38,13;118,43;3,106
16;ceu_aberto;844;35,01;98,95;2,826
16;ceu_aberto;848;38,01;134,73;3,545
16;ceu_aberto;890;33,96;118,3;3,484
17;ceu_aberto;860;32,75;88,6;2,705
17;ceu_aberto;840;37,26;121,0;3,247
17;ceu_aberto;844;40,97;133,83;3,267
17;ceu_aberto;848;36,13;112,75;3,121
17;ceu_aberto;890;38,64;148,24;3,836
18;ceu_aberto;860;37,16;121,06;3,258
18;ceu_aberto;840;35,26;91,4;2,592
18;ceu_aberto;844;31,45;88,39;2,81
18;ceu_aberto;848;45,1;110,83;2,457
18;ceu_aberto;890;36,78;84,13;2,287
19;parcialmente_nublado;860;35,35;76,19;2,155
19;parcialmente_nublado;840;41,89;100,8;2,406
19;parcialmente_nublado;844;33,81;105,81;3,13
19;parcialmente_nublado;848;33,69;78,31;2,324
19;parcialmente_nublado;890;41,0;88,74;2,164
20;ceu_aberto;860;42,36;126,36;2,983
20;ceu_aberto;840;34,18;136,6;3,996
20;ceu_aberto;844;36,07;119,32;3,308
20;ceu_aberto;848;33,16;111,99;3,377
20;ceu_aberto;890;39,97;84,01;2,102
21;ceu_aberto;860;28,07;88,84;3,165
21;ceu_aberto;840;40,96;133,29;3,254
21;ceu_aberto;844;33,55;71,35;2,127
21;ceu_aberto;848;40,59;94,98;2,34
21;ceu_aberto;890;42,57;142,6;3,35
22;ceu_aberto;860;36,25;83,48;2,303
22;ceu_aberto;840;33,77;80,28;2,377
22;ceu_aberto;844;41,53;159,91;3,85
22;ceu_aberto;848;37,52;81,07;2,161
22;ceu_aberto;890;36,68;97,16;2,649
23;ceu_aberto;860;40,56;90,72;2,237
23;ceu_aberto;840;30,25;103,39;3,418
23;ceu_aberto;844;36,41;118,44;3,253
23;ceu_aberto;848;35,37;136,87;3,87
23;ceu_aberto;890;43,15;143,07;3,316
24;nublado;860;41,66;106,6;2,559
24;nublado;840;39,33;86,16;2,191
24;nublado;844;37,58;121,21;3,225
24;nublado;848;37,43;132,84;3,549
24;nublado;890;29,74;91,74;3,085
25;ceu_aberto;860;35,12;72,86;2,075
25;ceu_aberto;840;36,38;108,72;2,988
25;ceu_aberto;844;34,16;108,19;3,167
25;ceu_aberto;848;44,04;172,58;3,919
25;ceu_aberto;890;36,05;137,06;3,802
26;ceu_aberto;860;34,09;72,95;2,14
26;ceu_aberto;840;37,26;84,88;2,278
26;ceu_aberto;844;42,87;126,23;2,944
26;ceu_aberto;848;32,63;93,82;2,875
26;ceu_aberto;890;38,9;93,32;2,399
27;ceu_aberto;860;37,8;122,05;3,229
27;ceu_aberto;840;40,06;107,38;2,68
27;ceu_aberto;844;35,64;124,84;3,503
27;ceu_aberto;848;39,24;88,08;2,245
27;ceu_aberto;890;33,0;102,71;3,112
28;ceu_aberto;860;36,62;93,28;2,547
28;ceu_aberto;840;32,51;104,36;3,21
28;ceu_aberto;844;42,32;111,29;2,63
28;ceu_aberto;848;39,27;120,41;3,066
28;ceu_aberto;890;35,02;130,65;3,731
29;parcialmente_nublado;860;33,84;89,38;2,641
29;parcialmente_nublado;840;40,0;145,39;3,635
29;parcialmente_nublado;844;39,17;108,26;2,764
29;parcialmente_nublado;848;38,92;122,37;3,144
29;parcialmente_nublado;890;33,82;122,66;3,627
30;ceu_aberto;860;42,93;161,43;3,76
30;ceu_aberto;840;32,56;109,79;3,372
30;ceu_aberto;844;32,81;111,76;3,406
30;ceu_aberto;848;37,12;115,51;3,112
30;ceu_aberto;890;40,32;159,03;3,944
31;parcialmente_nublado;860;37,1;99,42;2,68
31;parcialmente_nublado;840;39,57;81,74;2,066
31;parcialmente_nublado;844;36,94;88,02;2,383
31;parcialmente_nublado;848;38,47;146,71;3,814
31;parcialmente_nublado;890;33,67;86,78;2,577
32;parcialmente_nublado;860;36,22;144,68;3,994
32;parcialmente_nublado;840;33,71;126,52;3,753
32;parcialmente_nublado;844;33,12;125,02;3,775
32;parcialmente_nublado;848;39,72;138,86;3,496
32;parcialmente_nublado;890;42,98;164,6;3,83
33;nublado;860;42,09;105,89;2,516
33;nublado;840;38,76;109,25;2,819
33;nublado;844;39,06;145,05;3,714
33;nublado;848;33,43;123,75;3,702
33;nublado;890;32,41;103,58;3,196
34;parcialmente_nublado;860;37,04;113,97;3,077
34;parcialmente_nublado;840;37,18;105,17;2,829
34;parcialmente_nublado;844;34,98;120,54;3,446
34;parcialmente_nublado;848;40,82;107,71;2,639
34;parcialmente_nublado;890;35,72;75,83;2,123
35;ceu_aberto;860;39,49;147,93;3,746
35;ceu_aberto;840;35,7;77,63;2,175
35;ceu_aberto;844;34,46;88,17;2,559
35;ceu_aberto;848;36,77;125,36;3,409
35;ceu_aberto;890;39,32;124,54;3,167
36;parcialmente_nublado;860;31,35;66,67;2,127
36;parcialmente_nublado;840;38,95;79,13;2,032
36;parcialmente_nublado;844;33,39;88,66;2,655
36;parcialmente_nublado;848;40,75;109,23;2,68
36;parcialmente_nublado;890;41,31;111,94;2,71
37;nublado;860;35,82;132,61;3,702
37;nublado;840;38,78;129,51;3,34
37;nublado;844;38,11;113,87;2,988
37;nublado;848;33,4;126,43;3,785
37;nublado;890;39,63;81,71;2,062
38;ceu_aberto;860;39,9;85,57;2,145
38;ceu_aberto;840;43,76;120,11;2,745
38;ceu_aberto;844;35,57;131,27;3,69
38;ceu_aberto;848;36,01;140,8;3,91
38;ceu_aberto;890;30,5;95,05;3,116
39;ceu_aberto;860;35,57;131,7;3,703
39;ceu_aberto;840;39,05;119,7;3,065
39;ceu_aberto;844;38,8;80,01;2,062
39;ceu_aberto;848;36,8;140,06;3,806
39;ceu_aberto;890;35,52;104,09;2,93
40;parcialmente_nublado;860;37,9;131,36;3,466
40;parcialmente_nublado;840;36,37;142,68;3,923
40;parcialmente_nublado;844;38,3;88,18;2,302
40;parcialmente_nublado;848;36,33;138,93;3,824
40;parcialmente_nublado;890;36,85;146,67;3,98
41;parcialmente_nublado;860;40,07;90,44;2,257
41;parcialmente_nublado;840;29,47;110,92;3,764
41;parcialmente_nublado;844;37,55;139,49;3,715
41;parcialmente_nublado;848;35,82;101,19;2,825
41;parcialmente_nublado;890;42,84;147,02;3,432
42;ceu_aberto;860;37,42;97,31;2,6
42;ceu_aberto;840;39,31;99,58;2,533
42;ceu_aberto;844;41,7;107,64;2,581
42;ceu_aberto;848;35,6;72,31;2,031
42;ceu_aberto;890;31,73;100,85;3,178
43;parcialmente_nublado;860;32,07;122,47;3,819
43;parcialmente_nublado;840;40,61;106,24;2,616
43;parcialmente_nublado;844;38,17;141,75;3,714
43;parcialmente_nublado;848;37,88;137,77;3,637
43;parcialmente_nublado;890;37,01;139,2;3,761
44;ceu_aberto;860;32,44;76,73;2,365
44;ceu_aberto;840;36,78;102,57;2,789
44;ceu_aberto;844;40,27;109,96;2,731
44;ceu_aberto;848;37,49;130,25;3,474
44;ceu_aberto;890;38,75;147,88;3,816
45;ceu_aberto;860;35,04;91,77;2,619
45;ceu_aberto;840;33,94;68,09;2,006
45;ceu_aberto;844;37,8;133,25;3,525
45;ceu_aberto;848;38,56;104,66;2,714
45;ceu_aberto;890;40,4;94,67;2,343
46;parcialmente_nublado;860;36,28;128,24;3,535
46;parcialmente_nublado;840;30,48;99,37;3,26
46;parcialmente_nublado;844;35,93;140,89;3,921
46;parcialmente_nublado;848;38,29;110,29;2,88
46;parcialmente_nublado;890;44,77;134,46;3,003
47;ceu_aberto;860;37,27;96,38;2,586
47;ceu_aberto;840;42,01;163,92;3,902
47;ceu_aberto;844;35,25;87,48;2,482
47;ceu_aberto;848;39,24;121,81;3,104
47;ceu_aberto;890;31,97;112,76;3,527
48;ceu_aberto;860;40,72;91,45;2,246
48;ceu_aberto;840;39,69;87,57;2,206
48;ceu_aberto;844;40,52;125,48;3,097
48;ceu_aberto;848;33,42;112,38;3,363
48;ceu_aberto;890;31,4;123,7;3,939
49;ceu_aberto;860;34,57;112,33;3,249
49;ceu_aberto;840;39,5;82,4;2,086
49;ceu_aberto;844;41,09;96,7;2,353
49;ceu_aberto;848;35,44;89,41;2,523
49;ceu_aberto;890;35,15;71,89;2,045
50;parcialmente_nublado;860;40,89;152,57;3,731
50;parcialmente_nublado;840;40,21;141,96;3,53
50;parcialmente_nublado;844;31,85;117,41;3,686
50;parcialmente_nublado;848;39,11;146,78;3,753
50;parcialmente_nublado;890;33,68;131,33;3,899
51;nublado;860;35,23;125,06;3,55
51;nublado;840;38,45;152,07;3,955
51;nublado;844;35,88;114,24;3,184
51;nublado;848;40,15;82,87;2,064
51;nublado;890;36,04;114,24;3,17
52;nublado;860;38,07;86,02;2,26
52;nublado;840;37,87;132,7;3,504
52;nublado;844;36,54;117,07;3,204
52;nublado;848;36,68;90,17;2,458
52;nublado;890;36,58;75,21;2,056
53;nublado;860;32,89;105,29;3,201
53;nublado;840;41,43;102,98;2,486
53;nublado;844;34,3;77,45;2,258
53;nublado;848;40,78;87,71;2,151
53;nublado;890;36,34;108,14;2,976
54;ceu_aberto;860;36,84;143,05;3,883
54;ceu_aberto;840;40,06;109,43;2,732
54;ceu_aberto;844;37,4;97,83;2,616
54;ceu_aberto;848;29,99;114,7;3,825
54;ceu_aberto;890;41,45;133,28;3,215
55;parcialmente_nublado;860;36,74;119,34;3,248
55;parcialmente_nublado;840;34,57;87,87;2,542
55;parcialmente_nublado;844;33,7;85,03;2,523
55;parcialmente_nublado;848;41,59;155,9;3,748
55;parcialmente_nublado;890;39,15;150,34;3,84
56;parcialmente_nublado;860;34,1;93,44;2,74
56;parcialmente_nublado;840;35,05;72,74;2,075
56;parcialmente_nublado;844;42,22;90,7;2,148
56;parcialmente_nublado;848;36,54;77,0;2,107
56;parcialmente_nublado;890;37,83;135,98;3,595
57;parcialmente_nublado;860;32,11;117,59;3,662
57;parcialmente_nublado;840;41,92;163,13;3,891
57;parcialmente_nublado;844;43,04;145,25;3,375
57;parcialmente_nublado;848;34,12;95,88;2,81
57;parcialmente_nublado;890;34,56;135,05;3,908
58;nublado;860;41,05;163,54;3,984
58;nublado;840;33,55;89,29;2,661
58;nublado;844;38,6;134,8;3,492
58;nublado;848;35,61;140,44;3,944
58;nublado;890;36,94;118,2;3,2
59;parcialmente_nublado;860;39,94;149,32;3,739
59;parcialmente_nublado;840;33,46;96,91;2,896
59;parcialmente_nublado;844;38,5;83,36;2,165
59;parcialmente_nublado;848;38,91;150,75;3,874
59;parcialmente_nublado;890;34,95;96,54;2,762
60;ceu_aberto;860;34,97;118,14;3,378
60;ceu_aberto;840;37,71;93,76;2,486
60;ceu_aberto;844;37,4;137,61;3,679
60;ceu_aberto;848;35,54;127,1;3,576
60;ceu_aberto;890;40,13;136,28;3,396
61;ceu_aberto;860;39,45;111,44;2,825
61;ceu_aberto;840;36,13;135,81;3,759
61;ceu_aberto;844;33,82;69,95;2,068
61;ceu_aberto;848;37,83;81,54;2,155
61;ceu_aberto;890;38,52;95,72;2,485
62;ceu_aberto;860;32,81;130,89;3,989
62;ceu_aberto;840;34,17;110,67;3,239
62;ceu_aberto;844;42,58;162,21;3,81
62;ceu_aberto;848;35,67;131,84;3,696
62;ceu_aberto;890;40,51;89,3;2,204
63;ceu_aberto;860;32,76;75,45;2,303
63;ceu_aberto;840;40,63;149,84;3,688
63;ceu_aberto;844;38,33;82,88;2,162
63;ceu_aberto;848;36,13;113,56;3,143
63;ceu_aberto;890;37,9;89,77;2,369
64;ceu_aberto;860;40,43;100,85;2,494
64;ceu_aberto;840;36,05;94,25;2,614
64;ceu_aberto;844;34,43;92,72;2,693
64;ceu_aberto;848;35,09;83,08;2,368
64;ceu_aberto;890;39,74;122,47;3,082
65;ceu_aberto;860;37,84;87,55;2,314
65;ceu_aberto;840;40,72;139,76;3,432
65;ceu_aberto;844;34,46;109,1;3,166
65;ceu_aberto;848;29,77;82,52;2,772
65;ceu_aberto;890;42,94;131,17;3,055
66;parcialmente_nublado;860;36,53;138,78;3,799
66;parcialmente_nublado;840;38,11;96,07;2,521
66;parcialmente_nublado;844;36,04;124,49;3,454
66;parcialmente_nublado;848;38,64;121,28;3,139
66;parcialmente_nublado;890;36,42;80,25;2,203
67;ceu_aberto;860;37,58;113,97;3,033
67;ceu_aberto;840;33,77;85,64;2,536
67;ceu_aberto;844;37,09;74,74;2,015
67;ceu_aberto;848;36,76;115,46;3,141
67;ceu_aberto;890;40,55;109,76;2,707
68;ceu_aberto;860;39,29;83,82;2,133
68;ceu_aberto;840;32,84;92,31;2,811
68;ceu_aberto;844;40,21;98,17;2,441
68;ceu_aberto;848;38,74;78,25;2,02
68;ceu_aberto;890;34,66;98,51;2,842
69;parcialmente_nublado;860;39,72;143,52;3,613
69;parcialmente_nublado;840;34,01;121,57;3,575
69;parcialmente_nublado;844;32,57;120,32;3,694
69;parcialmente_nublado;848;37,22;122,5;3,291
69;parcialmente_nublado;890;42,23;125,06;2,961
70;ceu_aberto;860;41,19;110,62;2,686
70;ceu_aberto;840;37,6;113,09;3,008
70;ceu_aberto;844;38,91;123,45;3,173
70;ceu_aberto;848;32,73;86,75;2,65
70;ceu_aberto;890;35,31;127,59;3,613
71;parcialmente_nublado;860;39,77;144,11;3,624
71;parcialmente_nublado;840;39,58;80,78;2,041
71;parcialmente_nublado;844;33,26;110,59;3,325
71;parcialmente_nublado;848;34,04;122,06;3,586
71;parcialmente_nublado;890;39,09;153,26;3,921
72;ceu_aberto;860;34,14;86,94;2,547
72;ceu_aberto;840;45,38;99,9;2,201
72;ceu_aberto;844;33,6;77,25;2,299
72;ceu_aberto;848;38,66;105,45;2,728
72;ceu_aberto;890;33,97;134,6;3,962
73;parcialmente_nublado;860;39,99;96,26;2,407
73;parcialmente_nublado;840;34,57;82,22;2,378
73;parcialmente_nublado;844;33,65;84,98;2,525
73;parcialmente_nublado;848;41,43;161,85;3,907
73;parcialmente_nublado;890;36,1;126,45;3,503
74;ceu_aberto;860;30,71;102,49;3,337
74;ceu_aberto;840;43,39;122,73;2,829
74;ceu_aberto;844;40,08;147,96;3,692
74;ceu_aberto;848;34,19;69,57;2,035
74;ceu_aberto;890;37,38;129,48;3,464
75;ceu_aberto;860;32,14;88,58;2,756
75;ceu_aberto;840;39,6;96,34;2,433
75;ceu_aberto;844;33,11;73,56;2,222
75;ceu_aberto;848;37,35;138,44;3,707
75;ceu_aberto;890;43,54;156,27;3,589
76;ceu_aberto;860;34,73;75,72;2,18
76;ceu_aberto;840;38,94;85,98;2,208
76;ceu_aberto;844;38,72;144,25;3,725
76;ceu_aberto;848;34,1;87,54;2,567
76;ceu_aberto;890;39,26;106,61;2,715
77;ceu_aberto;860;31,33;92,68;2,958
77;ceu_aberto;840;41,33;95,22;2,304
77;ceu_aberto;844;37,29;86,54;2,321
77;ceu_aberto;848;43,73;126,82;2,9
77;ceu_aberto;890;32,06;109,59;3,418
78;ceu_aberto;860;38,28;109,91;2,871
78;ceu_aberto;840;36,71;123,1;3,353
78;ceu_aberto;844;36,05;78,96;2,19
78;ceu_aberto;848;36,11;85,19;2,359
78;ceu_aberto;890;38,59;82,98;2,15
79;ceu_aberto;860;35,71;132,35;3,706
79;ceu_aberto;840;37,74;145,04;3,843
79;ceu_aberto;844;38,44;130,67;3,399
79;ceu_aberto;848;37,23;119,09;3,199
79;ceu_aberto;890;36,62;130,66;3,568
80;ceu_aberto;860;36,22;97,8;2,7
80;ceu_aberto;840;31,92;87,58;2,744
80;ceu_aberto;844;36,42;85,66;2,352
80;ceu_aberto;848;36,88;84,18;2,283
80;ceu_aberto;890;44,3;119,96;2,708
81;parcialmente_nublado;860;38,21;83,37;2,182
81;parcialmente_nublado;840;41,46;165,45;3,991
81;parcialmente_nublado;844;39,02;129,17;3,31
81;parcialmente_nublado;848;34,77;84,6;2,433
81;parcialmente_nublado;890;32,3;123,51;3,824
82;parcialmente_nublado;860;36,83;108,15;2,936
82;parcialmente_nublado;840;38,76;131,13;3,383
