id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;nublado;30,0;2;660,0;6
2;ceu_aberto;30,0;3;660,0;6
3;parcialmente_nublado;30,0;2;660,0;6
4;nublado;30,0;3;660,0;6
5;parcialmente_nublado;30,0;3;660,0;6
6;nublado;30,0;1;660,0;6
7;nublado;30,0;4;660,0;6
8;ceu_aberto;30,0;3;660,0;6
9;nublado;30,0;3;660,0;6
10;parcialmente_nublado;30,0;2;660,0;6
11;parcialmente_nublado;30,0;2;660,0;6
12;parcialmente_nublado;30,0;3;660,0;6
13;ceu_aberto;30,0;2;660,0;6
14;nublado;30,0;1;660,0;6
15;parcialmente_nublado;30,0;2;660,0;6
16;nublado;30,0;4;660,0;6
17;nublado;30,0;2;660,0;6
18;parcialmente_nublado;30,0;2;660,0;6
19;parcialmente_nublado;30,0;2;660,0;6
20;parcialmente_nublado;30,0;4;660,0;6
21;ceu_aberto;30,0;2;660,0;6
22;nublado;30,0;4;660,0;6
23;ceu_aberto;30,0;2;660,0;6
24;parcialmente_nublado;30,0;3;660,0;6
25;ceu_aberto;30,0;2;660,0;6
26;parcialmente_nublado;30,0;2;660,0;6
27;parcialmente_nublado;30,0;1;660,0;6
28;ceu_aberto;30,0;2;660,0;6
29;parcialmente_nublado;30,0;1;660,0;6
30;nublado;30,0;2;660,0;6
31;parcialmente_nublado;30,0;4;660,0;6
32;ceu_aberto;30,0;2;660,0;6
33;parcialmente_nublado;30,0;3;660,0;6
34;nublado;30,0;3;660,0;6
35;ceu_aberto;30,0;2;660,0;6
36;ceu_aberto;30,0;2;660,0;6
37;parcialmente_nublado;30,0;4;660,0;6
38;parcialmente_nublado;30,0;5;660,0;6
39;parcialmente_nublado;30,0;3;660,0;6
40;nublado;30,0;3;660,0;6
41;parcialmente_nublado;30,0;2;660,0;6
42;ceu_aberto;30,0;2;660,0;6
43;nublado;30,0;3;660,0;6
44;nublado;30,0;3;660,0;6
45;nublado;30,0;1;660,0;6
46;ceu_aberto;30,0;2;660,0;6
47;parcialmente_nublado;30,0;2;660,0;6
48;nublado;30,0;2;660,0;6
49;nublado;30,0;1;660,0;6
50;nublado;30,0;2;660,0;6
