id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;1;17;167,72;130,82;0,78
1;ceu_aberto;2;24;139,29;215,98;1,551
1;ceu_aberto;3;8;173,14;427,98;2,472
1;ceu_aberto;4;17;231,4;397,22;1,717
1;ceu_aberto;5;6;247,99;151,6;0,611
1;ceu_aberto;6;9;139,62;305,56;2,189
1;ceu_aberto;7;12;228,37;230,04;1,007
1;ceu_aberto;8;34;107,48;205,11;1,908
1;ceu_aberto;9;12;229,72;199,37;0,868
1;ceu_aberto;10;14;221,65;124,59;0,562
1;ceu_aberto;11;3;140,72;217,28;1,544
1;ceu_aberto;12;13;201,9;297,5;1,474
1;ceu_aberto;13;12;137,09;486,01;3,545
1;ceu_aberto;14;31;192,33;439,76;2,286
1;ceu_aberto;15;25;88,57;477,74;5,394
1;ceu_aberto;16;30;162,91;145,81;0,895
1;ceu_aberto;17;5;86,14;270,2;3,137
1;ceu_aberto;18;10;179,09;127,88;0,714
1;ceu_aberto;19;8;210,41;133,67;0,635
1;ceu_aberto;20;24;179,25;131,95;0,736
1;ceu_aberto;21;17;60,9;271,62;4,46
1;ceu_aberto;22;30;212,92;123,89;0,582
1;ceu_aberto;23;26;134,5;443,77;3,299
1;ceu_aberto;24;18;78,07;317,58;4,068
2;nublado;1;8;135,21;475,59;3,517
2;nublado;2;11;72,36;238,37;3,294
2;nublado;3;31;216,21;270,43;1,251
2;nublado;4;16;124,74;284,03;2,277
2;nublado;5;26;109,44;486,32;4,444
2;nublado;6;4;147,97;241,17;1,63
2;nublado;7;15;59,67;108,67;1,821
2;nublado;8;20;135,36;444,48;3,284
2;nublado;9;7;143,02;258,52;1,808
2;nublado;10;27;51,3;414,22;8,074
2;nublado;11;21;200,55;465,92;2,323
2;nublado;12;11;92,08;338,69;3,678
2;nublado;13;18;62,1;153,48;2,471
2;nublado;14;13;158,01;361,99;2,291
2;nublado;15;22;229,62;405,61;1,766
2;nublado;16;15;227,8;298,95;1,312
2;nublado;17;31;169,22;159,08;0,94
2;nublado;18;9;102,57;490,34;4,781
2;nublado;19;28;202,66;411,39;2,03
2;nublado;20;25;165,22;132,44;0,802
2;nublado;21;27;89,73;180,2;2,008
2;nublado;22;28;179,8;143,24;0,797
2;nublado;23;28;211,32;250,63;1,186
2;nublado;24;15;202,05;214,69;1,063
3;nublado;1;20;233,97;376,44;1,609
3;nublado;2;17;213,99;255,9;1,196
