id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;ceu_aberto;1;18;250,0
1;ceu_aberto;2;31;450,0
1;ceu_aberto;3;31;250,0
1;ceu_aberto;4;23;150,0
1;ceu_aberto;5;8;850,0
1;ceu_aberto;6;20;150,0
1;ceu_aberto;7;33;22,8
2;nublado;1;8;250,0
2;nublado;2;19;450,0
2;nublado;3;25;150,0
2;nublado;4;1;700,0
2;nublado;5;13;572,8
3;nublado;1;7;400,0
3;nublado;2;3;650,0
3;nublado;3;32;600,0
3;nublado;4;24;400,0
3;nublado;5;13;72,8
4;ceu_aberto;1;20;150,0
4;ceu_aberto;2;34;300,0
4;ceu_aberto;3;31;250,0
4;ceu_aberto;4;3;300,0
4;ceu_aberto;5;34;750,0
4;ceu_aberto;6;12;372,8
5;parcialmente_nublado;1;2;250,0
5;parcialmente_nublado;2;19;100,0
5;parcialmente_nublado;3;31;450,0
5;parcialmente_nublado;4;23;450,0
5;parcialmente_nublado;5;6;200,0
5;parcialmente_nublado;6;16;100,0
5;parcialmente_nublado;7;21;572,8
6;parcialmente_nublado;1;26;250,0
6;parcialmente_nublado;2;18;500,0
6;parcialmente_nublado;3;19;400,0
6;parcialmente_nublado;4;3;200,0
6;parcialmente_nublado;5;11;200,0
6;parcialmente_nublado;6;10;500,0
6;parcialmente_nublado;7;28;72,8
7;nublado;1;1;400,0
7;nublado;2;5;800,0
7;nublado;3;18;650,0
7;nublado;4;25;100,0
7;nublado;5;18;172,8
8;nublado;1;18;250,0
8;nublado;2;6;400,0
8;nublado;3;27;50,0
8;nublado;4;17;500,0
8;nublado;5;31;650,0
8;nublado;6;25;272,8
9;nublado;1;28;200,0
9;nublado;2;22;350,0
9;nublado;3;4;300,0
9;nublado;4;15;400,0
9;nublado;5;28;100,0
9;nublado;6;26;600,0
9;nublado;7;6;172,8
10;parcialmente_nublado;1;21;500,0
10;parcialmente_nublado;2;14;250,0
10;parcialmente_nublado;3;14;650,0
10;parcialmente_nublado;4;12;100,0
10;parcialmente_nublado;5;5;50,0
10;parcialmente_nublado;6;13;450,0
10;parcialmente_nublado;7;25;122,8
11;nublado;1;1;200,0
11;nublado;2;30;550,0
11;nublado;3;6;300,0
11;nublado;4;14;600,0
11;nublado;5;7;472,8
12;ceu_aberto;1;32;200,0
12;ceu_aberto;2;4;1000,0
12;ceu_aberto;3;18;750,0
12;ceu_aberto;4;21;172,8
13;nublado;1;32;700,0
13;nublado;2;30;100,0
13;nublado;3;21;200,0
13;nublado;4;15;950,0
13;nublado;5;31;150,0
13;nublado;6;20;22,8
14;ceu_aberto;1;25;600,0
14;ceu_aberto;2;4;200,0
14;ceu_aberto;3;2;50,0
14;ceu_aberto;4;34;1000,0
14;ceu_aberto;5;3;272,8
15;nublado;1;5;150,0
15;nublado;2;9;250,0
15;nublado;3;10;600,0
15;nublado;4;20;500,0
15;nublado;5;28;500,0
15;nublado;6;19;122,8
16;parcialmente_nublado;1;33;150,0
16;parcialmente_nublado;2;14;150,0
16;parcialmente_nublado;3;33;250,0
16;parcialmente_nublado;4;19;250,0
16;parcialmente_nublado;5;2;250,0
16;parcialmente_nublado;6;21;450,0
16;parcialmente_nublado;7;29;622,8
17;ceu_aberto;1;2;800,0
17;ceu_aberto;2;8;100,0
17;ceu_aberto;3;2;400,0
17;ceu_aberto;4;21;650,0
17;ceu_aberto;5;4;172,8
18;nublado;1;1;200,0
18;nublado;2;3;650,0
18;nublado;3;18;750,0
18;nublado;4;15;450,0
18;nublado;5;21;72,8
19;parcialmente_nublado;1;5;50,0
19;parcialmente_nublado;2;33;500,0
19;parcialmente_nublado;3;29;200,0
19;parcialmente_nublado;4;18;150,0
19;parcialmente_nublado;5;17;150,0
19;parcialmente_nublado;6;13;300,0
19;parcialmente_nublado;7;15;200,0
19;parcialmente_nublado;8;30;550,0
19;parcialmente_nublado;9;12;22,8
20;ceu_aberto;1;26;700,0
20;ceu_aberto;2;19;50,0
