id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
1;nublado;2;660,0;6;904,65;1;9;1;30
2;ceu_aberto;3;660,0;6;730,78;1;9;1;30
3;parcialmente_nublado;2;660,0;6;876,6299999999999;1;9;1;30
4;nublado;3;660,0;6;848,44;1;9;1;30
5;parcialmente_nublado;3;660,0;6;876,1400000000001;1;9;1;30
6;nublado;1;660,0;6;1168,3600000000001;1;9;1;30
7;nublado;4;660,0;6;1036,5700000000002;1;9;1;30
8;ceu_aberto;3;660,0;6;778,75;3;5;1;30
9;nublado;3;660,0;6;721,2;1;9;1;30
10;parcialmente_nublado;2;660,0;6;691,94;1;7;1;30
11;parcialmente_nublado;2;660,0;6;880,15;1;9;1;30
12;parcialmente_nublado;3;660,0;6;940,08;1;9;1;30
13;ceu_aberto;2;660,0;6;903,71;1;9;1;30
14;nublado;1;660,0;6;890,62;1;9;1;30
15;parcialmente_nublado;2;660,0;6;586,03;1;8;1;30
16;nublado;4;660,0;6;750,6800000000001;1;9;1;30
17;nublado;2;660,0;6;729,49;1;9;1;30
18;parcialmente_nublado;2;660,0;6;1054,73;1;9;1;30
19;parcialmente_nublado;2;660,0;6;941,0500000000002;1;10;1;30
20;parcialmente_nublado;4;660,0;6;1164,18;1;9;1;30
21;ceu_aberto;2;660,0;6;746,1700000000001;1;9;1;30
22;nublado;4;660,0;6;716,27;1;3;1;30
23;ceu_aberto;2;660,0;6;1061,73;7;9;1;30
24;parcialmente_nublado;3;660,0;6;1003,1199999999999;1;9;1;30
25;ceu_aberto;2;660,0;6;883,22;1;5;1;30
26;parcialmente_nublado;2;660,0;6;956,26;1;9;1;30
27;parcialmente_nublado;1;660,0;6;933,28;3;9;1;30
28;ceu_aberto;2;660,0;6;1150,59;7;9;1;30
29;parcialmente_nublado;1;660,0;6;783,27;1;9;1;30
30;nublado;2;660,0;6;901,17;1;9;1;30
31;parcialmente_nublado;4;660,0;6;860,69;1;9;1;30
32;ceu_aberto;2;660,0;6;1103,6599999999999;2;9;1;30
33;parcialmente_nublado;3;660,0;6;957,19;1;9;1;30
34;nublado;3;660,0;6;933,04;1;9;1;30
35;ceu_aberto;2;660,0;6;910,98;5;9;1;30
36;ceu_aberto;2;660,0;6;959,08;7;9;1;30
37;parcialmente_nublado;4;660,0;6;757,8;1;9;1;30
38;parcialmente_nublado;5;660,0;6;782,9000000000001;1;9;1;30
39;parcialmente_nublado;3;660,0;6;917,83;1;9;1;30
40;nublado;3;660,0;6;977,9000000000001;1;8;1;30
41;parcialmente_nublado;2;660,0;6;941,81;1;9;1;30
42;ceu_aberto;2;660,0;6;1066,2399999999998;7;9;1;30
43;nublado;3;660,0;6;988,02;1;9;1;30
44;nublado;3;660,0;6;1069,31;1;9;1;30
45;nublado;1;660,0;6;952,4600000000002;1;9;1;30
46;ceu_aberto;2;660,0;6;959,69;1;9;1;30
47;parcialmente_nublado;2;660,0;6;934,81;1;9;1;30
48;nublado;2;660,0;6;911,5999999999999;1;9;1;30
49;nublado;1;660,0;6;957,1200000000001;1;9;1;30
50;nublado;2;660,0;6;1096,37;1;9;1;30
