id_realizacao;tipo_dia;classe;nome;barra;potencia_kw;capacidade_kwh;perfil
1;parcialmente_nublado;PVSystem;PV_barra824;824;220,0;;PV_irr_real1
1;parcialmente_nublado;Storage;BESS_barra860;860;172,79;131.88;BESS_fixo
1;parcialmente_nublado;Storage;BESS_barra810;810;70,69;343.97;BESS_fixo
2;parcialmente_nublado;PVSystem;PV_barra806;806;220,0;;PV_irr_real2
2;parcialmente_nublado;Storage;BESS_barra830;830;165,42;125.98;BESS_fixo
2;parcialmente_nublado;Storage;BESS_barra844;844;214,62;462.71;BESS_fixo
3;nublado;PVSystem;PV_barra828;828;220,0;;PV_irr_real3
3;nublado;Storage;BESS_barra852;852;176,24;436.17;BESS_fixo
3;nublado;Storage;BESS_barra860;860;177,14;145.84;BESS_fixo
4;parcialmente_nublado;PVSystem;PV_barra806;806;200,0;;PV_irr_real4
4;parcialmente_nublado;PVSystem;PV_barra810;810;20,0;;PV_irr_real4
4;parcialmente_nublado;Storage;BESS_barra822;822;69,98;484.25;BESS_fixo
4;parcialmente_nublado;Storage;BESS_barra860;860;114,94;369.25;BESS_fixo
5;nublado;PVSystem;PV_barra822;822;220,0;;PV_irr_real5
5;nublado;Storage;BESS_barra890;890;145,24;397.16;BESS_fixo
5;nublado;Storage;BESS_barra856;856;129,75;412.4;BESS_fixo
6;nublado;PVSystem;PV_barra836;836;50,0;;PV_irr_real6
6;nublado;PVSystem;PV_barra846;846;150,0;;PV_irr_real6
6;nublado;PVSystem;PV_barra834;834;20,0;;PV_irr_real6
6;nublado;Storage;BESS_barra806;806;104,44;291.22;BESS_fixo
6;nublado;Storage;BESS_barra816;816;214,32;147.32;BESS_fixo
7;nublado;PVSystem;PV_barra828;828;220,0;;PV_irr_real7
7;nublado;Storage;BESS_barra814;814;91,68;175.86;BESS_fixo
7;nublado;Storage;BESS_barra842;842;193,39;103.0;BESS_fixo
8;ceu_aberto;PVSystem;PV_barra842;842;220,0;;PV_irr_real8
8;ceu_aberto;Storage;BESS_barra830;830;61,96;181.57;BESS_fixo
8;ceu_aberto;Storage;BESS_barra854;854;65,9;303.27;BESS_fixo
9;parcialmente_nublado;PVSystem;PV_barra862;862;100,0;;PV_irr_real9
9;parcialmente_nublado;PVSystem;PV_barra816;816;120,0;;PV_irr_real9
9;parcialmente_nublado;Storage;BESS_barra838;838;80,03;285.43;BESS_fixo
9;parcialmente_nublado;Storage;BESS_barra812;812;217,92;493.46;BESS_fixo
10;ceu_aberto;PVSystem;PV_barra816;816;50,0;;PV_irr_real10
10;ceu_aberto;PVSystem;PV_barra826;826;170,0;;PV_irr_real10
10;ceu_aberto;Storage;BESS_barra810;810;76,67;185.79;BESS_fixo
10;ceu_aberto;Storage;BESS_barra860;860;51,63;118.89;BESS_fixo
11;ceu_aberto;PVSystem;PV_barra888;888;220,0;;PV_irr_real11
11;ceu_aberto;Storage;BESS_barra830;830;232,27;218.29;BESS_fixo
11;ceu_aberto;Storage;BESS_barra838;838;177,07;154.78;BESS_fixo
12;nublado;PVSystem;PV_barra888;888;220,0;;PV_irr_real12
12;nublado;Storage;BESS_barra806;806;215,05;236.64;BESS_fixo
12;nublado;Storage;BESS_barra818;818;74,18;385.31;BESS_fixo
13;ceu_aberto;PVSystem;PV_barra810;810;200,0;;PV_irr_real13
13;ceu_aberto;PVSystem;PV_barra854;854;20,0;;PV_irr_real13
13;ceu_aberto;Storage;BESS_barra802;802;96,76;286.16;BESS_fixo
13;ceu_aberto;Storage;BESS_barra862;862;237,21;152.09;BESS_fixo
14;ceu_aberto;PVSystem;PV_barra842;842;220,0;;PV_irr_real14
14;ceu_aberto;Storage;BESS_barra818;818;93,85;397.67;BESS_fixo
14;ceu_aberto;Storage;BESS_barra826;826;142,95;106.01;BESS_fixo
15;nublado;PVSystem;PV_barra842;842;200,0;;PV_irr_real15
15;nublado;PVSystem;PV_barra844;844;20,0;;PV_irr_real15
15;nublado;Storage;BESS_barra860;860;201,66;287.1;BESS_fixo
15;nublado;Storage;BESS_barra820;820;71,43;212.43;BESS_fixo
16;parcialmente_nublado;PVSystem;PV_barra822;822;220,0;;PV_irr_real16
16;parcialmente_nublado;Storage;BESS_barra860;860;131,85;337.51;BESS_fixo
16;parcialmente_nublado;Storage;BESS_barra824;824;90,02;207.88;BESS_fixo
17;ceu_aberto;PVSystem;PV_barra850;850;220,0;;PV_irr_real17
17;ceu_aberto;Storage;BESS_barra826;826;58,08;142.63;BESS_fixo
17;ceu_aberto;Storage;BESS_barra814;814;232,49;384.54;BESS_fixo
18;nublado;PVSystem;PV_barra816;816;220,0;;PV_irr_real18
18;nublado;Storage;BESS_barra828;828;185,4;113.92;BESS_fixo
18;nublado;Storage;BESS_barra846;846;202,77;120.53;BESS_fixo
19;parcialmente_nublado;PVSystem;PV_barra888;888;100,0;;PV_irr_real19
19;parcialmente_nublado;PVSystem;PV_barra810;810;120,0;;PV_irr_real19
19;parcialmente_nublado;Storage;BESS_barra860;860;118,9;103.21;BESS_fixo
19;parcialmente_nublado;Storage;BESS_barra830;830;176,05;477.1;BESS_fixo
20;ceu_aberto;PVSystem;PV_barra820;820;200,0;;PV_irr_real20
20;ceu_aberto;PVSystem;PV_barra846;846;20,0;;PV_irr_real20
20;ceu_aberto;Storage;BESS_barra856;856;148,54;408.29;BESS_fixo
20;ceu_aberto;Storage;BESS_barra850;850;165,53;114.53;BESS_fixo
21;ceu_aberto;PVSystem;PV_barra822;822;220,0;;PV_irr_real21
21;ceu_aberto;Storage;BESS_barra836;836;161,2;498.2;BESS_fixo
21;ceu_aberto;Storage;BESS_barra888;888;71,35;493.01;BESS_fixo
22;nublado;PVSystem;PV_barra838;838;220,0;;PV_irr_real22
22;nublado;Storage;BESS_barra810;810;198,96;228.92;BESS_fixo
22;nublado;Storage;BESS_barra846;846;230,38;211.29;BESS_fixo
23;nublado;PVSystem;PV_barra814;814;220,0;;PV_irr_real23
23;nublado;Storage;BESS_barra844;844;220,4;348.43;BESS_fixo
23;nublado;Storage;BESS_barra824;824;167,39;386.04;BESS_fixo
24;parcialmente_nublado;PVSystem;PV_barra802;802;220,0;;PV_irr_real24
24;parcialmente_nublado;Storage;BESS_barra800;800;137,43;108.94;BESS_fixo
24;parcialmente_nublado;Storage;BESS_barra860;860;99,66;424.53;BESS_fixo
25;nublado;PVSystem;PV_barra852;852;220,0;;PV_irr_real25
25;nublado;Storage;BESS_barra814;814;171,11;428.64;BESS_fixo
25;nublado;Storage;BESS_barra850;850;249,89;468.67;BESS_fixo
26;parcialmente_nublado;PVSystem;PV_barra828;828;220,0;;PV_irr_real26
26;parcialmente_nublado;Storage;BESS_barra800;800;121,91;234.82;BESS_fixo
26;parcialmente_nublado;Storage;BESS_barra822;822;175,73;341.63;BESS_fixo
27;parcialmente_nublado;PVSystem;PV_barra834;834;220,0;;PV_irr_real27
27;parcialmente_nublado;Storage;BESS_barra842;842;128,38;260.03;BESS_fixo
27;parcialmente_nublado;Storage;BESS_barra814;814;63,97;174.18;BESS_fixo
28;nublado;PVSystem;PV_barra848;848;220,0;;PV_irr_real28
28;nublado;Storage;BESS_barra836;836;94,88;386.25;BESS_fixo
28;nublado;Storage;BESS_barra828;828;186,5;481.9;BESS_fixo
29;parcialmente_nublado;PVSystem;PV_barra818;818;220,0;;PV_irr_real29
29;parcialmente_nublado;Storage;BESS_barra830;830;239,43;211.78;BESS_fixo
29;parcialmente_nublado;Storage;BESS_barra820;820;126,91;271.58;BESS_fixo
30;parcialmente_nublado;PVSystem;PV_barra850;850;220,0;;PV_irr_real30
30;parcialmente_nublado;Storage;BESS_barra834;834;169,82;470.79;BESS_fixo
30;parcialmente_nublado;Storage;BESS_barra826;826;116,12;127.32;BESS_fixo
31;nublado;PVSystem;PV_barra848;848;50,0;;PV_irr_real31
31;nublado;PVSystem;PV_barra822;822;100,0;;PV_irr_real31
31;nublado;PVSystem;PV_barra832;832;70,0;;PV_irr_real31
31;nublado;Storage;BESS_barra824;824;148,89;178.49;BESS_fixo
31;nublado;Storage;BESS_barra856;856;192,44;362.4;BESS_fixo
32;parcialmente_nublado;PVSystem;PV_barra808;808;220,0;;PV_irr_real32
32;parcialmente_nublado;Storage;BESS_barra810;810;234,13;182.77;BESS_fixo
32;parcialmente_nublado;Storage;BESS_barra812;812;176,26;252.24;BESS_fixo
33;parcialmente_nublado;PVSystem;PV_barra854;854;220,0;;PV_irr_real33
33;parcialmente_nublado;Storage;BESS_barra812;812;80,95;499.68;BESS_fixo
33;parcialmente_nublado;Storage;BESS_barra858;858;132,77;458.0;BESS_fixo
34;parcialmente_nublado;PVSystem;PV_barra830;830;220,0;;PV_irr_real34
34;parcialmente_nublado;Storage;BESS_barra814;814;135,85;359.23;BESS_fixo
34;parcialmente_nublado;Storage;BESS_barra800;800;191,51;227.94;BESS_fixo
35;ceu_aberto;PVSystem;PV_barra844;844;220,0;;PV_irr_real35
35;ceu_aberto;Storage;BESS_barra846;846;102,26;469.53;BESS_fixo
35;ceu_aberto;Storage;BESS_barra826;826;185,83;258.8;BESS_fixo
36;parcialmente_nublado;PVSystem;PV_barra810;810;220,0;;PV_irr_real36
36;parcialmente_nublado;Storage;BESS_barra822;822;124,11;452.47;BESS_fixo
36;parcialmente_nublado;Storage;BESS_barra830;830;149,65;201.14;BESS_fixo
37;ceu_aberto;PVSystem;PV_barra862;862;220,0;;PV_irr_real37
37;ceu_aberto;Storage;BESS_barra808;808;122,97;333.0;BESS_fixo
37;ceu_aberto;Storage;BESS_barra854;854;241,12;373.08;BESS_fixo
38;nublado;PVSystem;PV_barra802;802;220,0;;PV_irr_real38
38;nublado;Storage;BESS_barra810;810;116,58;422.88;BESS_fixo
38;nublado;Storage;BESS_barra820;820;186,69;402.12;BESS_fixo
39;parcialmente_nublado;PVSystem;PV_barra824;824;150,0;;PV_irr_real39
39;parcialmente_nublado;PVSystem;PV_barra808;808;70,0;;PV_irr_real39
39;parcialmente_nublado;Storage;BESS_barra890;890;69,36;444.35;BESS_fixo
39;parcialmente_nublado;Storage;BESS_barra802;802;88,15;334.55;BESS_fixo
40;ceu_aberto;PVSystem;PV_barra824;824;220,0;;PV_irr_real40
40;ceu_aberto;Storage;BESS_barra852;852;202,81;142.11;BESS_fixo
40;ceu_aberto;Storage;BESS_barra856;856;141,17;292.51;BESS_fixo
41;parcialmente_nublado;PVSystem;PV_barra824;824;220,0;;PV_irr_real41
