id_realizacao;tipo_dia;barra;potencia_kw
1;parcialmente_nublado;824;220,0
2;parcialmente_nublado;806;220,0
3;nublado;828;220,0
4;parcialmente_nublado;806;200,0
4;parcialmente_nublado;810;20,0
5;nublado;822;220,0
6;nublado;836;50,0
6;nublado;846;150,0
6;nublado;834;20,0
7;nublado;828;220,0
8;ceu_aberto;842;220,0
9;parcialmente_nublado;862;100,0
9;parcialmente_nublado;816;120,0
10;ceu_aberto;816;50,0
10;ceu_aberto;826;170,0
11;ceu_aberto;888;220,0
12;nublado;888;220,0
13;ceu_aberto;810;200,0
13;ceu_aberto;854;20,0
14;ceu_aberto;842;220,0
15;nublado;842;200,0
15;nublado;844;20,0
16;parcialmente_nublado;822;220,0
17;ceu_aberto;850;220,0
18;nublado;816;220,0
19;parcialmente_nublado;888;100,0
19;parcialmente_nublado;810;120,0
20;ceu_aberto;820;200,0
20;ceu_aberto;846;20,0
21;ceu_aberto;822;220,0
22;nublado;838;220,0
23;nublado;814;220,0
24;parcialmente_nublado;802;220,0
25;nublado;852;220,0
26;parcialmente_nublado;828;220,0
27;parcialmente_nublado;834;220,0
28;nublado;848;220,0
29;parcialmente_nublado;818;220,0
30;parcialmente_nublado;850;220,0
31;nublado;848;50,0
31;nublado;822;100,0
31;nublado;832;70,0
32;parcialmente_nublado;808;220,0
33;parcialmente_nublado;854;220,0
34;parcialmente_nublado;830;220,0
35;ceu_aberto;844;220,0
36;parcialmente_nublado;810;220,0
37;ceu_aberto;862;220,0
38;nublado;802;220,0
39;parcialmente_nublado;824;150,0
39;parcialmente_nublado;808;70,0
40;ceu_aberto;824;220,0
41;parcialmente_nublado;824;220,0
42;parcialmente_nublado;808;50,0
42;parcialmente_nublado;818;170,0
43;nublado;808;220,0
44;nublado;834;220,0
45;parcialmente_nublado;806;220,0
46;ceu_aberto;862;100,0
46;ceu_aberto;816;120,0
47;parcialmente_nublado;810;220,0
48;parcialmente_nublado;812;220,0
49;nublado;830;220,0
50;ceu_aberto;816;220,0
