id_realizacao;tipo_dia;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;parcialmente_nublado;860;172,79;131,88;0,763
1;parcialmente_nublado;810;70,69;343,97;4,866
2;parcialmente_nublado;830;165,42;125,98;0,762
2;parcialmente_nublado;844;214,62;462,71;2,156
3;nublado;852;176,24;436,17;2,475
3;nublado;860;177,14;145,84;0,823
4;parcialmente_nublado;822;69,98;484,25;6,92
4;parcialmente_nublado;860;114,94;369,25;3,213
5;nublado;890;145,24;397,16;2,735
5;nublado;856;129,75;412,4;3,178
6;nublado;806;104,44;291,22;2,788
6;nublado;816;214,32;147,32;0,687
7;nublado;814;91,68;175,86;1,918
7;nublado;842;193,39;103,0;0,533
8;ceu_aberto;830;61,96;181,57;2,93
8;ceu_aberto;854;65,9;303,27;4,602
9;parcialmente_nublado;838;80,03;285,43;3,567
9;parcialmente_nublado;812;217,92;493,46;2,264
10;ceu_aberto;810;76,67;185,79;2,423
10;ceu_aberto;860;51,63;118,89;2,303
11;ceu_aberto;830;232,27;218,29;0,94
11;ceu_aberto;838;177,07;154,78;0,874
12;nublado;806;215,05;236,64;1,1
12;nublado;818;74,18;385,31;5,194
13;ceu_aberto;802;96,76;286,16;2,957
13;ceu_aberto;862;237,21;152,09;0,641
14;ceu_aberto;818;93,85;397,67;4,237
14;ceu_aberto;826;142,95;106,01;0,742
15;nublado;860;201,66;287,1;1,424
15;nublado;820;71,43;212,43;2,974
16;parcialmente_nublado;860;131,85;337,51;2,56
16;parcialmente_nublado;824;90,02;207,88;2,309
17;ceu_aberto;826;58,08;142,63;2,456
17;ceu_aberto;814;232,49;384,54;1,654
18;nublado;828;185,4;113,92;0,614
18;nublado;846;202,77;120,53;0,594
19;parcialmente_nublado;860;118,9;103,21;0,868
19;parcialmente_nublado;830;176,05;477,1;2,71
20;ceu_aberto;856;148,54;408,29;2,749
20;ceu_aberto;850;165,53;114,53;0,692
21;ceu_aberto;836;161,2;498,2;3,091
21;ceu_aberto;888;71,35;493,01;6,91
22;nublado;810;198,96;228,92;1,151
22;nublado;846;230,38;211,29;0,917
23;nublado;844;220,4;348,43;1,581
23;nublado;824;167,39;386,04;2,306
24;parcialmente_nublado;800;137,43;108,94;0,793
24;parcialmente_nublado;860;99,66;424,53;4,26
25;nublado;814;171,11;428,64;2,505
25;nublado;850;249,89;468,67;1,876
26;parcialmente_nublado;800;121,91;234,82;1,926
26;parcialmente_nublado;822;175,73;341,63;1,944
27;parcialmente_nublado;842;128,38;260,03;2,025
27;parcialmente_nublado;814;63,97;174,18;2,723
28;nublado;836;94,88;386,25;4,071
28;nublado;828;186,5;481,9;2,584
29;parcialmente_nublado;830;239,43;211,78;0,885
29;parcialmente_nublado;820;126,91;271,58;2,14
30;parcialmente_nublado;834;169,82;470,79;2,772
30;parcialmente_nublado;826;116,12;127,32;1,096
31;nublado;824;148,89;178,49;1,199
31;nublado;856;192,44;362,4;1,883
32;parcialmente_nublado;810;234,13;182,77;0,781
32;parcialmente_nublado;812;176,26;252,24;1,431
33;parcialmente_nublado;812;80,95;499,68;6,173
33;parcialmente_nublado;858;132,77;458,0;3,45
34;parcialmente_nublado;814;135,85;359,23;2,644
34;parcialmente_nublado;800;191,51;227,94;1,19
35;ceu_aberto;846;102,26;469,53;4,592
35;ceu_aberto;826;185,83;258,8;1,393
36;parcialmente_nublado;822;124,11;452,47;3,646
36;parcialmente_nublado;830;149,65;201,14;1,344
37;ceu_aberto;808;122,97;333,0;2,708
37;ceu_aberto;854;241,12;373,08;1,547
38;nublado;810;116,58;422,88;3,627
38;nublado;820;186,69;402,12;2,154
39;parcialmente_nublado;890;69,36;444,35;6,406
39;parcialmente_nublado;802;88,15;334,55;3,795
40;ceu_aberto;852;202,81;142,11;0,701
40;ceu_aberto;856;141,17;292,51;2,072
41;parcialmente_nublado;834;169,73;293,78;1,731
41;parcialmente_nublado;802;121,34;370,75;3,055
42;parcialmente_nublado;852;145,93;411,41;2,819
42;parcialmente_nublado;834;161,37;439,65;2,724
43;nublado;862;63,16;339,51;5,375
43;nublado;836;215,54;244,76;1,136
44;nublado;800;144,28;158,89;1,101
44;nublado;824;102,16;285,22;2,792
45;parcialmente_nublado;848;162,68;184,83;1,136
45;parcialmente_nublado;818;69,31;420,52;6,067
46;ceu_aberto;812;179,12;427,16;2,385
46;ceu_aberto;802;160,59;325,28;2,026
47;parcialmente_nublado;818;70,53;259,14;3,674
47;parcialmente_nublado;822;68,62;293,13;4,272
48;parcialmente_nublado;846;90,02;399,52;4,438
48;parcialmente_nublado;842;94,71;399,67;4,22
49;nublado;836;173,31;297,21;1,715
49;nublado;806;161,23;364,75;2,262
50;ceu_aberto;832;235,05;178,75;0,76
50;ceu_aberto;820;239,3;267,71;1,119
