id_realizacao;tipo_dia;unidade_pv;barra;potencia_kw
1;ceu_aberto;1;25;176,9
2;parcialmente_nublado;1;4;176,9
3;parcialmente_nublado;1;25;176,9
4;ceu_aberto;1;31;50,0
4;ceu_aberto;2;34;126,9
5;parcialmente_nublado;1;30;176,9
6;nublado;1;12;176,9
7;parcialmente_nublado;1;32;150,0
7;parcialmente_nublado;2;7;26,9
8;ceu_aberto;1;24;100,0
8;ceu_aberto;2;12;50,0
8;ceu_aberto;3;27;26,9
9;nublado;1;11;50,0
9;nublado;2;5;126,9
10;parcialmente_nublado;1;16;176,9
11;ceu_aberto;1;9;176,9
12;parcialmente_nublado;1;14;176,9
13;ceu_aberto;1;25;176,9
14;nublado;1;6;176,9
15;parcialmente_nublado;1;6;150,0
15;parcialmente_nublado;2;27;26,9
16;ceu_aberto;1;29;176,9
17;parcialmente_nublado;1;20;176,9
18;nublado;1;23;176,9
19;nublado;1;16;176,9
20;parcialmente_nublado;1;12;176,9
21;parcialmente_nublado;1;13;176,9
22;nublado;1;32;176,9
23;parcialmente_nublado;1;20;176,9
24;parcialmente_nublado;1;5;176,9
25;nublado;1;10;176,9
26;nublado;1;33;176,9
27;nublado;1;1;176,9
28;ceu_aberto;1;7;176,9
29;parcialmente_nublado;1;30;176,9
30;parcialmente_nublado;1;28;176,9
31;ceu_aberto;1;29;176,9
32;nublado;1;3;176,9
33;parcialmente_nublado;1;8;176,9
34;parcialmente_nublado;1;24;176,9
35;nublado;1;15;176,9
36;ceu_aberto;1;8;176,9
37;ceu_aberto;1;8;100,0
37;ceu_aberto;2;18;76,9
38;ceu_aberto;1;34;176,9
39;parcialmente_nublado;1;26;176,9
40;ceu_aberto;1;16;176,9
41;parcialmente_nublado;1;6;176,9
42;ceu_aberto;1;24;176,9
43;nublado;1;25;176,9
44;parcialmente_nublado;1;25;176,9
45;nublado;1;18;176,9
46;ceu_aberto;1;7;100,0
46;ceu_aberto;2;24;76,9
47;nublado;1;28;176,9
48;nublado;1;19;176,9
49;parcialmente_nublado;1;32;100,0
49;parcialmente_nublado;2;11;76,9
50;nublado;1;29;50,0
50;nublado;2;27;126,9
