id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;parcialmente_nublado;10,0;1;220,0;2
2;parcialmente_nublado;10,0;1;220,0;2
3;nublado;10,0;1;220,0;2
4;parcialmente_nublado;10,0;2;220,0;2
5;nublado;10,0;1;220,0;2
6;nublado;10,0;3;220,0;2
7;nublado;10,0;1;220,0;2
8;ceu_aberto;10,0;1;220,0;2
9;parcialmente_nublado;10,0;2;220,0;2
10;ceu_aberto;10,0;2;220,0;2
11;ceu_aberto;10,0;1;220,0;2
12;nublado;10,0;1;220,0;2
13;ceu_aberto;10,0;2;220,0;2
14;ceu_aberto;10,0;1;220,0;2
15;nublado;10,0;2;220,0;2
16;parcialmente_nublado;10,0;1;220,0;2
17;ceu_aberto;10,0;1;220,0;2
18;nublado;10,0;1;220,0;2
19;parcialmente_nublado;10,0;2;220,0;2
20;ceu_aberto;10,0;2;220,0;2
21;ceu_aberto;10,0;1;220,0;2
22;nublado;10,0;1;220,0;2
23;nublado;10,0;1;220,0;2
24;parcialmente_nublado;10,0;1;220,0;2
25;nublado;10,0;1;220,0;2
26;parcialmente_nublado;10,0;1;220,0;2
27;parcialmente_nublado;10,0;1;220,0;2
28;nublado;10,0;1;220,0;2
29;parcialmente_nublado;10,0;1;220,0;2
30;parcialmente_nublado;10,0;1;220,0;2
31;nublado;10,0;3;220,0;2
32;parcialmente_nublado;10,0;1;220,0;2
33;parcialmente_nublado;10,0;1;220,0;2
34;parcialmente_nublado;10,0;1;220,0;2
35;ceu_aberto;10,0;1;220,0;2
36;parcialmente_nublado;10,0;1;220,0;2
37;ceu_aberto;10,0;1;220,0;2
38;nublado;10,0;1;220,0;2
39;parcialmente_nublado;10,0;2;220,0;2
40;ceu_aberto;10,0;1;220,0;2
41;parcialmente_nublado;10,0;1;220,0;2
42;parcialmente_nublado;10,0;2;220,0;2
43;nublado;10,0;1;220,0;2
44;nublado;10,0;1;220,0;2
45;parcialmente_nublado;10,0;1;220,0;2
46;ceu_aberto;10,0;2;220,0;2
47;parcialmente_nublado;10,0;1;220,0;2
48;parcialmente_nublado;10,0;1;220,0;2
49;nublado;10,0;1;220,0;2
50;ceu_aberto;10,0;1;220,0;2
