id_realizacao;tipo_dia;unidade_bess;barra;potencia_kw;capacidade_kwh;razao_armazenamento_h
1;ceu_aberto;1;1;231,31;136,31;0,589
1;ceu_aberto;2;18;213,44;158,73;0,744
2;parcialmente_nublado;1;4;113,7;452,54;3,98
2;parcialmente_nublado;2;11;244,9;181,9;0,743
3;parcialmente_nublado;1;17;92,6;161,23;1,741
3;parcialmente_nublado;2;26;52,13;468,55;8,988
4;ceu_aberto;1;1;169,6;365,03;2,152
4;ceu_aberto;2;15;226,07;250,49;1,108
5;parcialmente_nublado;1;15;179,39;196,22;1,094
5;parcialmente_nublado;2;19;60,76;462,05;7,605
6;nublado;1;17;215,85;321,07;1,487
6;nublado;2;4;90,05;205,85;2,286
7;parcialmente_nublado;1;1;176,73;396,24;2,242
7;parcialmente_nublado;2;25;119,23;188,97;1,585
8;ceu_aberto;1;18;113,83;230,54;2,025
8;ceu_aberto;2;25;242,21;167,31;0,691
9;nublado;1;32;128,33;124,76;0,972
9;nublado;2;5;198,24;451,59;2,278
10;parcialmente_nublado;1;34;60,22;296,87;4,93
10;parcialmente_nublado;2;27;61,76;145,96;2,363
11;ceu_aberto;1;6;135,32;446,02;3,296
11;ceu_aberto;2;22;214,85;345,6;1,609
12;parcialmente_nublado;1;9;141,44;140,37;0,992
12;parcialmente_nublado;2;4;57,84;351,96;6,085
13;ceu_aberto;1;30;170,36;382,55;2,246
13;ceu_aberto;2;14;214,05;346,52;1,619
14;nublado;1;2;218,66;279,81;1,28
14;nublado;2;10;174,3;257,63;1,478
15;parcialmente_nublado;1;9;223,85;499,02;2,229
15;parcialmente_nublado;2;23;61,47;354,87;5,773
16;ceu_aberto;1;16;226,82;135,46;0,597
16;ceu_aberto;2;10;168,11;470,28;2,797
17;parcialmente_nublado;1;15;226,4;200,77;0,887
17;parcialmente_nublado;2;11;181,19;357,67;1,974
18;nublado;1;32;114,81;178,24;1,552
18;nublado;2;4;152,14;250,02;1,643
19;nublado;1;4;136,62;378,44;2,77
19;nublado;2;28;83,43;403,27;4,834
20;parcialmente_nublado;1;20;154,08;222,67;1,445
20;parcialmente_nublado;2;22;135,67;305,83;2,254
21;parcialmente_nublado;1;20;119,44;490,81;4,109
21;parcialmente_nublado;2;4;111,61;323,02;2,894
22;nublado;1;15;230,53;390,85;1,695
22;nublado;2;25;158,46;356,54;2,25
23;parcialmente_nublado;1;18;224,79;463,15;2,06
23;parcialmente_nublado;2;8;167,02;239,3;1,433
24;parcialmente_nublado;1;4;138,78;286,58;2,065
24;parcialmente_nublado;2;4;60,68;441,32;7,273
25;nublado;1;31;167,24;159,48;0,954
25;nublado;2;14;237,87;243,79;1,025
26;nublado;1;6;194,73;398,86;2,048
26;nublado;2;32;61,27;154,1;2,515
27;nublado;1;10;176,43;339,46;1,924
27;nublado;2;34;149,39;266,12;1,781
28;ceu_aberto;1;30;202,42;162,81;0,804
28;ceu_aberto;2;17;231,56;201,34;0,869
29;parcialmente_nublado;1;9;122,04;166,85;1,367
29;parcialmente_nublado;2;16;188,28;453,3;2,408
30;parcialmente_nublado;1;32;99,98;199,7;1,997
30;parcialmente_nublado;2;14;101,52;443,31;4,367
31;ceu_aberto;1;10;232,05;284,96;1,228
31;ceu_aberto;2;33;158,89;186,26;1,172
32;nublado;1;17;186,45;128,96;0,692
32;nublado;2;24;140,63;100,9;0,717
33;parcialmente_nublado;1;11;165,3;316,65;1,916
33;parcialmente_nublado;2;8;194,12;386,02;1,989
34;parcialmente_nublado;1;27;68,83;371,77;5,401
34;parcialmente_nublado;2;34;211,71;202,03;0,954
35;nublado;1;20;115,05;432,44;3,759
35;nublado;2;15;145,82;165,78;1,137
36;ceu_aberto;1;30;116,11;372,13;3,205
36;ceu_aberto;2;13;113,66;410,48;3,611
37;ceu_aberto;1;3;69,83;385,76;5,524
37;ceu_aberto;2;4;146,88;394,07;2,683
38;ceu_aberto;1;20;116,05;158,93;1,369
38;ceu_aberto;2;17;119,7;307,02;2,565
39;parcialmente_nublado;1;17;105,76;465,47;4,401
39;parcialmente_nublado;2;34;77,36;499,42;6,456
40;ceu_aberto;1;14;50,07;442,59;8,839
40;ceu_aberto;2;22;62,15;401,36;6,458
41;parcialmente_nublado;1;11;173,95;371,81;2,137
41;parcialmente_nublado;2;18;240,32;290,5;1,209
42;ceu_aberto;1;15;137,98;185,05;1,341
42;ceu_aberto;2;23;75,48;470,08;6,228
43;nublado;1;29;109,12;129,41;1,186
43;nublado;2;22;52,47;116,65;2,223
44;parcialmente_nublado;1;31;214,88;257,13;1,197
44;parcialmente_nublado;2;14;220,69;315,61;1,43
45;nublado;1;9;202,22;477,47;2,361
45;nublado;2;28;50,31;401,73;7,985
46;ceu_aberto;1;33;236,08;375,77;1,592
46;ceu_aberto;2;15;225,71;270,95;1,2
47;nublado;1;18;183,44;349,2;1,904
47;nublado;2;24;84,84;214,76;2,531
48;nublado;1;13;162,46;272,82;1,679
48;nublado;2;20;76,1;385,41;5,065
49;parcialmente_nublado;1;12;182,84;197,52;1,08
49;parcialmente_nublado;2;21;134,09;213,53;1,592
50;nublado;1;4;145,75;288,07;1,976
50;nublado;2;23;182,84;421,4;2,305
