id_realizacao;tipo_dia;penetracao_pct;pv_unidades;pv_potencia_total_kw;bess_unidades
1;parcialmente_nublado;50,0;6;1100,0;10
2;nublado;50,0;4;1100,0;10
3;nublado;50,0;3;1100,0;10
4;parcialmente_nublado;50,0;3;1100,0;10
5;ceu_aberto;50,0;2;1100,0;10
6;parcialmente_nublado;50,0;3;1100,0;10
7;parcialmente_nublado;50,0;2;1100,0;10
8;parcialmente_nublado;50,0;2;1100,0;10
9;nublado;50,0;2;1100,0;10
10;parcialmente_nublado;50,0;4;1100,0;10
11;parcialmente_nublado;50,0;3;1100,0;10
12;nublado;50,0;2;1100,0;10
13;nublado;50,0;2;1100,0;10
14;nublado;50,0;4;1100,0;10
15;nublado;50,0;4;1100,0;10
16;ceu_aberto;50,0;4;1100,0;10
17;nublado;50,0;4;1100,0;10
18;nublado;50,0;3;1100,0;10
19;nublado;50,0;3;1100,0;10
20;nublado;50,0;3;1100,0;10
21;nublado;50,0;3;1100,0;10
22;parcialmente_nublado;50,0;3;1100,0;10
23;ceu_aberto;50,0;3;1100,0;10
24;ceu_aberto;50,0;8;1100,0;10
25;ceu_aberto;50,0;2;1100,0;10
26;ceu_aberto;50,0;4;1100,0;10
27;nublado;50,0;6;1100,0;10
28;nublado;50,0;5;1100,0;10
29;nublado;50,0;3;1100,0;10
30;parcialmente_nublado;50,0;4;1100,0;10
31;ceu_aberto;50,0;5;1100,0;10
32;ceu_aberto;50,0;4;1100,0;10
33;parcialmente_nublado;50,0;4;1100,0;10
34;nublado;50,0;4;1100,0;10
35;ceu_aberto;50,0;3;1100,0;10
36;ceu_aberto;50,0;3;1100,0;10
37;ceu_aberto;50,0;5;1100,0;10
38;nublado;50,0;2;1100,0;10
39;ceu_aberto;50,0;4;1100,0;10
40;ceu_aberto;50,0;4;1100,0;10
41;parcialmente_nublado;50,0;3;1100,0;10
42;nublado;50,0;5;1100,0;10
43;ceu_aberto;50,0;2;1100,0;10
44;nublado;50,0;2;1100,0;10
45;nublado;50,0;5;1100,0;10
46;nublado;50,0;5;1100,0;10
47;nublado;50,0;2;1100,0;10
48;nublado;50,0;4;1100,0;10
49;parcialmente_nublado;50,0;2;1100,0;10
50;nublado;50,0;4;1100,0;10
