id_realizacao;tipo_dia;h00;h01;h02;h03;h04;h05;h06;h07;h08;h09;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23
1;parcialmente_nublado;0,0009;0,001;0,0011;0,0012;0,0008;0,0041;0,0473;0,2148;0,3755;0,7049;0,7198;0,6654;0,7197;0,7625;0,6937;0,3762;0,2;0,0386;0,0045;0,0006;0,0007;0,0004;0,0005;0,0004
2;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0127;0,0719;0,2553;0,4799;0,4806;0,7807;0,6857;0,5736;0,5467;0,308;0,3485;0,1682;0,0497;0,0032;0,0;0,0002;0,0018;0,0018;0,0017
3;nublado;0,0006;0,0;0,0;0,0001;0,0;0,0115;0,102;0,2796;0,401;0,5698;0,6857;0,7518;0,5776;0,6229;0,5349;0,334;0,2143;0,0484;0,0043;0,0;0,0002;0,0016;0,0016;0,0021
4;parcialmente_nublado;0,0011;0,0009;0,001;0,001;0,0007;0,0043;0,0491;0,201;0,4416;0,6238;0,9257;0,8511;0,9528;0,738;0,6587;0,3923;0,1846;0,0626;0,0045;0,0008;0,0005;0,0005;0,0004;0,0004
5;ceu_aberto;0,0;0,0;0,0;0,0;0,0001;0,0038;0,0424;0,1981;0,3942;0,5403;0,8169;1,0;1,0;1,0;0,7273;0,5522;0,2403;0,0394;0,0022;0,0003;0,0;0,0;0,0;0,0001
6;parcialmente_nublado;0,0009;0,0009;0,0012;0,001;0,0007;0,0049;0,0365;0,1604;0,3491;0,7314;0,7972;0,7175;0,9843;0,6788;0,5832;0,3955;0,1779;0,059;0,0058;0,0007;0,0006;0,0004;0,0004;0,0004
7;parcialmente_nublado;0,0011;0,0007;0,001;0,0013;0,0007;0,0037;0,0568;0,1777;0,4046;0,5272;0,6629;0,8918;0,7276;0,6505;0,6265;0,3361;0,2247;0,047;0,0049;0,0007;0,0007;0,0004;0,0004;0,0004
8;parcialmente_nublado;0,0008;0,0008;0,0011;0,0012;0,0008;0,0043;0,0483;0,2191;0,2685;0,5995;0,8079;0,7396;0,9299;0,825;0,602;0,3786;0,2115;0,0583;0,0061;0,0009;0,0007;0,0005;0,0005;0,0005
9;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0152;0,0866;0,2103;0,3877;0,5908;0,7104;0,8378;0,6466;0,5839;0,5208;0,3203;0,1844;0,0542;0,0039;0,0;0,0002;0,0016;0,0015;0,0018
10;parcialmente_nublado;0,0009;0,0008;0,0011;0,0013;0,0007;0,0038;0,0533;0,2104;0,3332;0,4342;0,8315;0,8245;0,9986;0,9353;0,4797;0,3129;0,1708;0,0533;0,0045;0,0009;0,0005;0,0005;0,0004;0,0004
11;parcialmente_nublado;0,001;0,0008;0,0011;0,0012;0,0009;0,0045;0,0483;0,1841;0,3652;0,6799;0,8404;0,7753;0,8389;0,6371;0,6146;0,4128;0,2187;0,0569;0,0049;0,0008;0,0006;0,0005;0,0004;0,0004
12;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0161;0,0813;0,2643;0,4383;0,3703;0,5769;0,6727;0,5712;0,5696;0,448;0,3423;0,1735;0,0464;0,0039;0,0;0,0002;0,0018;0,0015;0,0017
13;nublado;0,0004;0,0;0,0;0,0001;0,0;0,0096;0,0963;0,2755;0,378;0,5289;0,648;0,6306;0,5518;0,6576;0,5939;0,3172;0,1601;0,0458;0,0046;0,0;0,0002;0,0017;0,0016;0,0018
14;nublado;0,0005;0,0;0,0;0,0001;0,0;0,0129;0,0977;0,2209;0,3617;0,6731;0,8066;0,5986;0,6541;0,6056;0,4359;0,3958;0,1763;0,0577;0,0044;0,0;0,0002;0,0018;0,0015;0,0016
