id_realizacao;tipo_dia;barra;potencia_kw
1;parcialmente_nublado;810;300,0
1;parcialmente_nublado;800;250,0
1;parcialmente_nublado;842;50,0
1;parcialmente_nublado;828;150,0
1;parcialmente_nublado;812;150,0
1;parcialmente_nublado;850;200,0
2;nublado;832;700,0
2;nublado;836;250,0
2;nublado;852;50,0
2;nublado;858;100,0
3;nublado;846;300,0
3;nublado;836;200,0
3;nublado;834;600,0
4;parcialmente_nublado;848;100,0
4;parcialmente_nublado;814;550,0
4;parcialmente_nublado;888;450,0
5;ceu_aberto;802;950,0
5;ceu_aberto;832;150,0
6;parcialmente_nublado;800;500,0
6;parcialmente_nublado;818;450,0
6;parcialmente_nublado;824;150,0
7;parcialmente_nublado;838;600,0
7;parcialmente_nublado;802;500,0
8;parcialmente_nublado;816;750,0
8;parcialmente_nublado;812;350,0
9;nublado;814;650,0
9;nublado;848;450,0
10;parcialmente_nublado;848;150,0
10;parcialmente_nublado;838;50,0
10;parcialmente_nublado;818;750,0
10;parcialmente_nublado;888;150,0
11;parcialmente_nublado;812;400,0
11;parcialmente_nublado;826;350,0
11;parcialmente_nublado;854;350,0
12;nublado;820;800,0
12;nublado;802;300,0
13;nublado;800;1000,0
13;nublado;816;100,0
14;nublado;846;300,0
14;nublado;844;450,0
14;nublado;818;200,0
14;nublado;808;150,0
15;nublado;820;450,0
15;nublado;852;200,0
15;nublado;830;350,0
15;nublado;810;100,0
16;ceu_aberto;860;700,0
16;ceu_aberto;858;50,0
16;ceu_aberto;816;150,0
16;ceu_aberto;830;200,0
17;nublado;858;550,0
17;nublado;812;150,0
17;nublado;806;150,0
17;nublado;836;250,0
18;nublado;862;150,0
18;nublado;824;150,0
18;nublado;844;800,0
19;nublado;802;200,0
19;nublado;836;150,0
19;nublado;818;750,0
20;nublado;852;350,0
20;nublado;810;700,0
20;nublado;856;50,0
21;nublado;832;600,0
21;nublado;828;350,0
21;nublado;810;150,0
22;parcialmente_nublado;810;250,0
22;parcialmente_nublado;802;750,0
22;parcialmente_nublado;834;100,0
23;ceu_aberto;846;750,0
23;ceu_aberto;836;100,0
23;ceu_aberto;860;250,0
24;ceu_aberto;846;200,0
24;ceu_aberto;802;400,0
24;ceu_aberto;820;100,0
24;ceu_aberto;808;50,0
24;ceu_aberto;834;150,0
24;ceu_aberto;812;50,0
24;ceu_aberto;854;50,0
24;ceu_aberto;848;100,0
25;ceu_aberto;812;700,0
25;ceu_aberto;832;400,0
26;ceu_aberto;824;50,0
26;ceu_aberto;826;600,0
26;ceu_aberto;860;300,0
26;ceu_aberto;834;150,0
27;nublado;836;300,0
27;nublado;850;350,0
27;nublado;858;150,0
27;nublado;822;50,0
27;nublado;834;150,0
27;nublado;860;100,0
28;nublado;830;50,0
28;nublado;858;350,0
28;nublado;860;400,0
28;nublado;836;250,0
28;nublado;842;50,0
29;nublado;858;450,0
29;nublado;802;300,0
29;nublado;812;350,0
30;parcialmente_nublado;822;300,0
30;parcialmente_nublado;862;550,0
30;parcialmente_nublado;818;100,0
30;parcialmente_nublado;832;150,0
31;ceu_aberto;826;150,0
31;ceu_aberto;814;100,0
31;ceu_aberto;834;200,0
31;ceu_aberto;862;450,0
31;ceu_aberto;812;200,0
32;ceu_aberto;842;550,0
32;ceu_aberto;852;200,0
32;ceu_aberto;826;100,0
32;ceu_aberto;834;250,0
33;parcialmente_nublado;856;450,0
33;parcialmente_nublado;808;50,0
33;parcialmente_nublado;858;250,0
33;parcialmente_nublado;836;350,0
34;nublado;830;700,0
34;nublado;816;50,0
34;nublado;828;100,0
34;nublado;806;250,0
35;ceu_aberto;854;350,0
35;ceu_aberto;828;650,0
35;ceu_aberto;820;100,0
36;ceu_aberto;848;400,0
36;ceu_aberto;830;350,0
36;ceu_aberto;834;350,0
37;ceu_aberto;826;150,0
37;ceu_aberto;824;200,0
37;ceu_aberto;810;350,0
37;ceu_aberto;822;150,0
37;ceu_aberto;816;250,0
38;nublado;802;850,0
38;nublado;854;250,0
39;ceu_aberto;838;650,0
39;ceu_aberto;854;100,0
39;ceu_aberto;806;50,0
39;ceu_aberto;858;300,0
40;ceu_aberto;824;100,0
40;ceu_aberto;850;650,0
40;ceu_aberto;810;300,0
40;ceu_aberto;856;50,0
41;parcialmente_nublado;806;500,0
41;parcialmente_nublado;826;500,0
41;parcialmente_nublado;852;100,0
42;nublado;828;150,0
42;nublado;830;250,0
42;nublado;800;400,0
42;nublado;810;250,0
42;nublado;848;50,0
43;ceu_aberto;844;750,0
43;ceu_aberto;862;350,0
44;nublado;816;250,0
44;nublado;890;850,0
45;nublado;818;50,0
45;nublado;812;50,0
45;nublado;810;400,0
45;nublado;890;400,0
45;nublado;822;200,0
46;nublado;844;50,0
46;nublado;830;300,0
46;nublado;820;350,0
46;nublado;802;50,0
46;nublado;862;350,0
47;nublado;814;700,0
47;nublado;850;400,0
48;nublado;806;400,0
48;nublado;856;150,0
48;nublado;858;450,0
48;nublado;830;100,0
49;parcialmente_nublado;826;600,0
49;parcialmente_nublado;806;500,0
50;nublado;860;250,0
50;nublado;846;300,0
50;nublado;850;250,0
50;nublado;852;300,0
